"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,250000,1000,0.005,3,random,mbkmeans,0.990396243290642,516091509.225543,15,NA
2,250000,1000,0.005,3,random,mbkmeans,0.990425784227586,513967757.425654,17,NA
3,250000,1000,0.005,3,random,mbkmeans,0.98895547981218,496953056.823343,26,NA
4,250000,1000,0.005,3,random,mbkmeans,0.989181462132948,484429541.75673,21,NA
5,250000,1000,0.005,3,random,mbkmeans,0.989187514351912,502450990.289001,14,NA
6,250000,1000,0.005,3,random,mbkmeans,0.99018409100336,493940643.759962,22,NA
7,250000,1000,0.005,3,random,mbkmeans,0.989772162411541,512245111.36921,24,NA
8,250000,1000,0.005,3,random,mbkmeans,0.990841919447311,513384535.754061,20,NA
9,250000,1000,0.005,3,random,mbkmeans,0.989325479356771,511371075.89924,15,NA
10,250000,1000,0.005,3,random,mbkmeans,0.989121298066657,505833043.206151,17,NA
1,250000,1000,0.01,3,random,mbkmeans,0.989222947468337,495698013.344418,32,NA
2,250000,1000,0.01,3,random,mbkmeans,0.989635018362059,503902725.324079,21,NA
3,250000,1000,0.01,3,random,mbkmeans,0.988979188361195,490408755.85829,22,NA
4,250000,1000,0.01,3,random,mbkmeans,0.988744886901054,497785352.940956,21,NA
5,250000,1000,0.01,3,random,mbkmeans,0.987856565284478,500354249.821946,15,NA
6,250000,1000,0.01,3,random,mbkmeans,0.990565131647869,513022254.420648,15,NA
7,250000,1000,0.01,3,random,mbkmeans,0.98957840606205,486236340.461868,20,NA
8,250000,1000,0.01,3,random,mbkmeans,0.989788351218219,496782572.002049,14,NA
9,250000,1000,0.01,3,random,mbkmeans,0.988882588827232,514012262.757019,20,NA
10,250000,1000,0.01,3,random,mbkmeans,0.9888936839385,501559205.733666,21,NA
1,250000,1000,0.05,3,random,mbkmeans,0.989327057301803,496813506.124387,12,NA
2,250000,1000,0.05,3,random,mbkmeans,0.989392224232877,497739935.973576,16,NA
3,250000,1000,0.05,3,random,mbkmeans,0.989288319002798,497236015.404581,31,NA
4,250000,1000,0.05,3,random,mbkmeans,0.989193232685588,509147816.983261,16,NA
5,250000,1000,0.05,3,random,mbkmeans,0.990064627511161,505935186.137304,25,NA
6,250000,1000,0.05,3,random,mbkmeans,0.989541555061797,504444559.539836,17,NA
7,250000,1000,0.05,3,random,mbkmeans,0.988382752528738,494009298.0114,33,NA
8,250000,1000,0.05,3,random,mbkmeans,0.98929271645675,494208362.369375,17,NA
9,250000,1000,0.05,3,random,mbkmeans,0.989576352041082,499223698.213033,12,NA
10,250000,1000,0.05,3,random,mbkmeans,0.990120532386062,518168929.335462,36,NA
1,250000,1000,0.1,3,random,mbkmeans,0.989600540473843,495325570.688831,14,NA
2,250000,1000,0.1,3,random,mbkmeans,0.989473914533113,492296728.242022,35,NA
3,250000,1000,0.1,3,random,mbkmeans,0.989010274672317,504877013.345627,12,NA
4,250000,1000,0.1,3,random,mbkmeans,0.990277345857693,496722066.07364,17,NA
5,250000,1000,0.1,3,random,mbkmeans,0.989449835769871,503156749.046527,16,NA
6,250000,1000,0.1,3,random,mbkmeans,0.989358783063043,494058083.482514,12,NA
7,250000,1000,0.1,3,random,mbkmeans,0.989753857354077,504126517.939452,16,NA
8,250000,1000,0.1,3,random,mbkmeans,0.989790082440517,506864138.046382,20,NA
9,250000,1000,0.1,3,random,mbkmeans,0.989605921306345,505748099.524139,23,NA
10,250000,1000,0.1,3,random,mbkmeans,0.988855062854836,496803023.123465,14,NA
1,250000,1000,0.2,3,random,mbkmeans,0.989107684689906,499835239.181265,21,NA
2,250000,1000,0.2,3,random,mbkmeans,0.990123908529102,500050614.534418,13,NA
3,250000,1000,0.2,3,random,mbkmeans,0.988975754340973,509676302.423762,38,NA
