"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS"
1,500,1000,0.005,3,random,mbkmeans,1,1423482.4734137
2,500,1000,0.005,3,random,mbkmeans,0.994266732733656,1705940.16832379
3,500,1000,0.005,3,random,mbkmeans,0.993014267070442,1387633.54731803
4,500,1000,0.005,3,random,mbkmeans,0.988139829726512,1694626.47259972
5,500,1000,0.005,3,random,mbkmeans,0.986471597213994,1450665.88430609
6,500,1000,0.005,3,random,mbkmeans,0.979435364190049,1697950.08165549
7,500,1000,0.005,3,random,mbkmeans,0.955233962752379,1646360.90624277
8,500,1000,0.005,3,random,mbkmeans,0.965033824762707,1653932.36607361
9,500,1000,0.005,3,random,mbkmeans,1,1859486.5804723
10,500,1000,0.005,3,random,mbkmeans,0.976021041095583,1643939.74864201
11,500,1000,0.005,3,random,mbkmeans,0.981669742869308,1758672.3063862
12,500,1000,0.005,3,random,mbkmeans,1,1875257.25863499
13,500,1000,0.005,3,random,mbkmeans,0.983223893570226,1976995.22118259
14,500,1000,0.005,3,random,mbkmeans,0.954078184438777,1901267.88538945
15,500,1000,0.005,3,random,mbkmeans,1,1640127.51571308
16,500,1000,0.005,3,random,mbkmeans,0.969691822631618,1893448.4871355
17,500,1000,0.005,3,random,mbkmeans,0.960012229571523,1818450.6588408
18,500,1000,0.005,3,random,mbkmeans,0.975620597836321,1835427.17469011
19,500,1000,0.005,3,random,mbkmeans,0.993224980505893,1649002.91117068
20,500,1000,0.005,3,random,mbkmeans,0.955932460682119,2312377.74763022
21,500,1000,0.005,3,random,mbkmeans,0.981518188461767,2531443.27367259
22,500,1000,0.005,3,random,mbkmeans,1,1978513.42588973
23,500,1000,0.005,3,random,mbkmeans,0.983043383870119,1827336.31391641
24,500,1000,0.005,3,random,mbkmeans,0.953677586364368,1810518.68131114
25,500,1000,0.005,3,random,mbkmeans,0.991607255972263,2400578.95254956
26,500,1000,0.005,3,random,mbkmeans,0.98049331407033,1814486.66678265
27,500,1000,0.005,3,random,mbkmeans,0.9532262595601,1764732.9878174
28,500,1000,0.005,3,random,mbkmeans,0.982486745128493,1731582.52459381
