"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,350000,1000,0.005,3,random,mbkmeans,0.990148760985652,698542593.379318,17,NA
2,350000,1000,0.005,3,random,mbkmeans,0.988826177873259,698376862.15686,21,NA
3,350000,1000,0.005,3,random,mbkmeans,0.988964147817937,709438909.533635,17,NA
4,350000,1000,0.005,3,random,mbkmeans,0.988055766518772,714021315.075602,17,NA
5,350000,1000,0.005,3,random,mbkmeans,0.989411479065865,701340122.408487,19,NA
6,350000,1000,0.005,3,random,mbkmeans,0.988737866084838,694533957.08911,33,NA
7,350000,1000,0.005,3,random,mbkmeans,0.989001444750794,716155731.575885,15,NA
8,350000,1000,0.005,3,random,mbkmeans,0.989109699848034,709002414.177281,13,NA
9,350000,1000,0.005,3,random,mbkmeans,0.989039071260209,699830945.163282,21,NA
10,350000,1000,0.005,3,random,mbkmeans,0.989414413433884,690971616.591832,30,NA
1,350000,1000,0.01,3,random,mbkmeans,0.989277522252789,674810504.409171,22,NA
2,350000,1000,0.01,3,random,mbkmeans,0.989054205370418,681892814.04863,14,NA
3,350000,1000,0.01,3,random,mbkmeans,0.989526511163771,694061882.619944,24,NA
4,350000,1000,0.01,3,random,mbkmeans,0.989407766747667,692082351.58789,18,NA
5,350000,1000,0.01,3,random,mbkmeans,0.989231043874226,691175206.675698,16,NA
6,350000,1000,0.01,3,random,mbkmeans,0.98969055557805,692680976.909179,27,NA
7,350000,1000,0.01,3,random,mbkmeans,0.989879512276416,694485639.154039,20,NA
8,350000,1000,0.01,3,random,mbkmeans,0.988718237253376,690243327.09047,18,NA
9,350000,1000,0.01,3,random,mbkmeans,0.989939431926311,700764918.192083,21,NA
10,350000,1000,0.01,3,random,mbkmeans,0.990139128784547,701129234.704984,14,NA
1,350000,1000,0.05,3,random,mbkmeans,0.990118185780506,693131190.608866,22,NA
2,350000,1000,0.05,3,random,mbkmeans,0.989958300605757,686897562.767748,18,NA
3,350000,1000,0.05,3,random,mbkmeans,0.989459321355274,705438429.714514,16,NA
4,350000,1000,0.05,3,random,mbkmeans,0.989314371566912,701944415.501277,16,NA
5,350000,1000,0.05,3,random,mbkmeans,0.988929280858042,714858283.142364,28,NA
6,350000,1000,0.05,3,random,mbkmeans,0.989276315919364,692112644.796684,29,NA
7,350000,1000,0.05,3,random,mbkmeans,0.98968744337311,690901034.047515,15,NA
8,350000,1000,0.05,3,random,mbkmeans,0.989640938465793,707347656.157139,19,NA
9,350000,1000,0.05,3,random,mbkmeans,0.989771485827658,708299718.093092,20,NA
10,350000,1000,0.05,3,random,mbkmeans,0.988911824692699,693555518.771791,12,NA
1,350000,1000,0.1,3,random,mbkmeans,0.98916921392327,709970287.015729,12,NA
2,350000,1000,0.1,3,random,mbkmeans,0.989742733205964,700304024.685585,20,NA
3,350000,1000,0.1,3,random,mbkmeans,0.989959266107527,695603217.286456,15,NA
4,350000,1000,0.1,3,random,mbkmeans,0.989361641204833,692784056.850941,18,NA
5,350000,1000,0.1,3,random,mbkmeans,0.989798351109624,705739909.682728,13,NA
6,350000,1000,0.1,3,random,mbkmeans,0.990377902868841,714995705.571209,12,NA
7,350000,1000,0.1,3,random,mbkmeans,0.988900894494667,712381123.182945,16,NA
8,350000,1000,0.1,3,random,mbkmeans,0.989446691631016,711695059.470759,22,NA
9,350000,1000,0.1,3,random,mbkmeans,0.989793720452161,722787043.955621,13,NA
10,350000,1000,0.1,3,random,mbkmeans,0.989612222837523,687432460.140261,16,NA
1,350000,1000,0.2,3,random,mbkmeans,0.989976010855541,705980827.091065,17,NA
2,350000,1000,0.2,3,random,mbkmeans,0.989736114384977,684373697.214803,21,NA
3,350000,1000,0.2,3,random,mbkmeans,0.989511964447903,723535918.316056,34,NA
4,350000,1000,0.2,3,random,mbkmeans,0.989678521132735,692313627.732028,25,NA
5,350000,1000,0.2,3,random,mbkmeans,0.989100141854504,676679369.693857,12,NA
6,350000,1000,0.2,3,random,mbkmeans,0.989390077544948,712968625.453691,25,NA
7,350000,1000,0.2,3,random,mbkmeans,0.989972067607049,692897293.303349,16,NA
8,350000,1000,0.2,3,random,mbkmeans,0.98980326234725,695200913.471594,12,NA
9,350000,1000,0.2,3,random,mbkmeans,0.98996387942238,714173638.081243,15,NA
10,350000,1000,0.2,3,random,mbkmeans,0.98990384863396,712148372.006167,14,NA
