"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,0.005,3,random,hdf5,0.925508794822697,1832032.35583988,13,NA
2,500,1000,0.005,3,random,hdf5,0.963595034623927,1438882.63098137,25,NA
3,500,1000,0.005,3,random,hdf5,1,1658384.87838255,16,NA
4,500,1000,0.005,3,random,hdf5,0.975084489252086,1474319.12739784,17,NA
5,500,1000,0.005,3,random,hdf5,0.973196674033846,1830952.02102486,16,NA
6,500,1000,0.005,3,random,hdf5,0.921340634598281,1889991.6119965,11,NA
7,500,1000,0.005,3,random,hdf5,0.987185870038156,1625028.3407127,13,NA
8,500,1000,0.005,3,random,hdf5,1,2113506.7554039,20,NA
9,500,1000,0.005,3,random,hdf5,1,2005500.92535338,33,NA
10,500,1000,0.005,3,random,hdf5,0.96035278797748,1715730.65133506,14,NA
11,500,1000,0.005,3,random,hdf5,0.969555390888091,1804810.24800724,24,NA
12,500,1000,0.005,3,random,hdf5,1,1542396.21791557,17,NA
13,500,1000,0.005,3,random,hdf5,0.989856296175999,1737875.8660664,12,NA
14,500,1000,0.005,3,random,hdf5,0.932103603915894,2136048.16047975,21,NA
15,500,1000,0.005,3,random,hdf5,0.982959895637367,1757595.75472323,18,NA
16,500,1000,0.005,3,random,hdf5,0.877282115285975,2302892.38156602,20,NA
17,500,1000,0.005,3,random,hdf5,0.985572156271404,1602533.40297237,15,NA
18,500,1000,0.005,3,random,hdf5,0.981749017296859,1498615.33566164,31,NA
19,500,1000,0.005,3,random,hdf5,0.993299360347827,1467967.15158805,11,NA
20,500,1000,0.005,3,random,hdf5,0.974565112584587,1679852.22511261,32,NA
21,500,1000,0.005,3,random,hdf5,0.91585463379131,2750214.50150922,20,NA
22,500,1000,0.005,3,random,hdf5,0.987227297887072,1448752.10762826,12,NA
23,500,1000,0.005,3,random,hdf5,0.967188441323802,1577846.31932253,15,NA
24,500,1000,0.005,3,random,hdf5,1,1314131.51677562,17,NA
25,500,1000,0.005,3,random,hdf5,0.960480359114652,1689627.49204635,19,NA
26,500,1000,0.005,3,random,hdf5,0.942241690189699,2408595.07213573,12,NA
27,500,1000,0.005,3,random,hdf5,0.944169016531134,1696919.09717394,18,NA
28,500,1000,0.005,3,random,hdf5,0.987259212742867,1502599.56201617,11,NA
29,500,1000,0.005,3,random,hdf5,0.915716389041535,2072206.50215514,19,NA
30,500,1000,0.005,3,random,hdf5,0.955345369739477,1628489.45904959,34,NA
1,500,1000,0.01,3,random,hdf5,0.968135104091365,1405587.18253715,18,NA
2,500,1000,0.01,3,random,hdf5,0.987248548956863,1282652.68249191,19,NA
3,500,1000,0.01,3,random,hdf5,0.994081068285963,1424678.77719263,29,NA
4,500,1000,0.01,3,random,hdf5,0.994322545720546,1588996.17711967,21,NA
5,500,1000,0.01,3,random,hdf5,0.988555577368414,1816794.27814355,19,NA
6,500,1000,0.01,3,random,hdf5,0.964312486228997,1696097.1905456,19,NA
7,500,1000,0.01,3,random,hdf5,0.981376648689903,1495981.45399756,13,NA
8,500,1000,0.01,3,random,hdf5,0.994068009585866,1276800.46225089,15,NA
9,500,1000,0.01,3,random,hdf5,0.986762358236632,1394906.08845677,19,NA
10,500,1000,0.01,3,random,hdf5,0.937983844490482,1594545.45132275,11,NA
