B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time
1,1.00E+05,1000,75,2,kmeans++,mbkmeans,56.382,33.073,89.555
2,1.00E+05,1000,75,2,kmeans++,mbkmeans,68.554,36.228,105.201
3,1.00E+05,1000,75,2,kmeans++,mbkmeans,53.812,23.213,77.069
4,1.00E+05,1000,75,2,kmeans++,mbkmeans,56.511,28.453,85.072
5,1.00E+05,1000,75,2,kmeans++,mbkmeans,55.514,30.104,85.706
6,1.00E+05,1000,75,2,kmeans++,mbkmeans,53.718,18.017,71.77
7,1.00E+05,1000,75,2,kmeans++,mbkmeans,52.582,20.19,72.809
8,1.00E+05,1000,75,2,kmeans++,mbkmeans,54.539,19.102,73.687
9,1.00E+05,1000,75,2,kmeans++,mbkmeans,54.681,27.386,82.122
10,1.00E+05,1000,75,2,kmeans++,mbkmeans,55.353,29.578,85.003
1,1.00E+05,1000,75,3,kmeans++,mbkmeans,66,17.816,83.912
2,1.00E+05,1000,75,3,kmeans++,mbkmeans,69.032,29.788,98.915
3,1.00E+05,1000,75,3,kmeans++,mbkmeans,67.086,27.388,94.523
4,1.00E+05,1000,75,3,kmeans++,mbkmeans,65.708,21.013,86.768
5,1.00E+05,1000,75,3,kmeans++,mbkmeans,67.469,26.726,94.214
6,1.00E+05,1000,75,3,kmeans++,mbkmeans,68.509,19.133,87.751
7,1.00E+05,1000,75,3,kmeans++,mbkmeans,66.998,19.305,86.355
8,1.00E+05,1000,75,3,kmeans++,mbkmeans,64.294,15.849,80.164
9,1.00E+05,1000,75,3,kmeans++,mbkmeans,66.46,21.787,88.343
10,1.00E+05,1000,75,3,kmeans++,mbkmeans,64.424,20.553,85.04
1,1.00E+05,1000,75,4,kmeans++,mbkmeans,77.401,14.187,91.616
2,1.00E+05,1000,75,4,kmeans++,mbkmeans,81.177,15.598,96.807
3,1.00E+05,1000,75,4,kmeans++,mbkmeans,77.151,14.9,92.054
4,1.00E+05,1000,75,4,kmeans++,mbkmeans,76.807,14.87,91.678
5,1.00E+05,1000,75,4,kmeans++,mbkmeans,77.801,14.731,92.541
6,1.00E+05,1000,75,4,kmeans++,mbkmeans,77.746,15.388,93.158
