"B","observations","genes","batch_size","k","initializer","method","memory"
6,1000,1000,0.005,3,random,mbkmeans,373.263764834312
6,1000,1000,0.01,3,random,mbkmeans,381.186463838776
6,1000,1000,0.05,3,random,mbkmeans,405.455979921443
6,1000,1000,0.1,3,random,mbkmeans,406.133782963548
6,1000,1000,0.2,3,random,mbkmeans,406.053155521837
6,1000,1000,0.5,3,random,mbkmeans,423.511964486554
6,1000,1000,0.8,3,random,mbkmeans,427.347963036165
6,1000,1000,1,3,random,mbkmeans,404.499497984244
6,5000,1000,0.005,3,random,mbkmeans,416.031175273793
6,5000,1000,0.01,3,random,mbkmeans,434.736474721722
6,5000,1000,0.05,3,random,mbkmeans,435.326097221503
6,5000,1000,0.1,3,random,mbkmeans,439.105005011622
6,5000,1000,0.2,3,random,mbkmeans,442.904245138243
6,5000,1000,0.5,3,random,mbkmeans,473.447381850019
6,5000,1000,0.8,3,random,mbkmeans,488.699617320092
6,5000,1000,1,3,random,mbkmeans,511.598230382456
6,25000,1000,0.005,3,random,mbkmeans,618.194963877408
6,25000,1000,0.01,3,random,mbkmeans,684.946375566937
6,25000,1000,0.05,3,random,mbkmeans,684.806917863775
6,25000,1000,0.1,3,random,mbkmeans,684.800448137188
6,25000,1000,0.2,3,random,mbkmeans,665.712511663891
6,25000,1000,0.5,3,random,mbkmeans,742.058833057546
6,25000,1000,0.8,3,random,mbkmeans,856.555003532949
6,25000,1000,1,3,random,mbkmeans,932.89064377422
6,75000,1000,0.005,3,random,mbkmeans,1094.10700638125
6,75000,1000,0.01,3,random,mbkmeans,1234.298596265
6,75000,1000,0.05,3,random,mbkmeans,1222.75252230792
6,75000,1000,0.1,3,random,mbkmeans,1222.74794467118
6,75000,1000,0.2,3,random,mbkmeans,1394.4935813047
6,75000,1000,0.5,3,random,mbkmeans,1508.98988910921
6,75000,1000,0.8,3,random,mbkmeans,1852.48397762284
6,75000,1000,1,3,random,mbkmeans,1509.00247761023
6,1e+05,1000,0.005,3,random,mbkmeans,1511.03710743968
6,1e+05,1000,0.01,3,random,mbkmeans,1510.9035625173
6,1e+05,1000,0.05,3,random,mbkmeans,1510.80985066392
6,1e+05,1000,0.1,3,random,mbkmeans,1510.80428883528
6,1e+05,1000,0.2,3,random,mbkmeans,1739.79866683444
6,1e+05,1000,0.5,3,random,mbkmeans,1892.47452495372
6,1e+05,1000,0.8,3,random,mbkmeans,2350.45488861801
6,1e+05,1000,1,3,random,mbkmeans,1892.47590587413
