"B","observations","genes","batch_size","k","initializer","method","memory"
3,1000,1000,0.005,3,random,mbkmeans,373.734452702296
3,1000,1000,0.01,3,random,mbkmeans,379.28840780135
3,1000,1000,0.05,3,random,mbkmeans,406.222596745621
3,1000,1000,0.1,3,random,mbkmeans,406.132974247724
3,1000,1000,0.2,3,random,mbkmeans,406.052285770858
3,1000,1000,0.5,3,random,mbkmeans,404.481660459763
3,1000,1000,0.8,3,random,mbkmeans,427.348619164097
3,1000,1000,1,3,random,mbkmeans,404.499559019401
3,5000,1000,0.005,3,random,mbkmeans,412.765466338147
3,5000,1000,0.01,3,random,mbkmeans,433.922372545803
3,5000,1000,0.05,3,random,mbkmeans,435.308984489505
3,5000,1000,0.1,3,random,mbkmeans,439.093202338237
3,5000,1000,0.2,3,random,mbkmeans,442.903917074277
3,5000,1000,0.5,3,random,mbkmeans,473.434770460812
3,5000,1000,0.8,3,random,mbkmeans,488.713212901198
3,5000,1000,1,3,random,mbkmeans,511.596918126591
3,25000,1000,0.005,3,random,mbkmeans,618.171671335816
3,25000,1000,0.01,3,random,mbkmeans,684.970522600719
3,25000,1000,0.05,3,random,mbkmeans,684.806856828618
3,25000,1000,0.1,3,random,mbkmeans,684.800776201154
3,25000,1000,0.2,3,random,mbkmeans,665.713823919756
3,25000,1000,0.5,3,random,mbkmeans,742.044939930052
3,25000,1000,0.8,3,random,mbkmeans,856.541499504578
3,25000,1000,1,3,random,mbkmeans,932.885455785919
3,75000,1000,0.005,3,random,mbkmeans,1111.26512564756
3,75000,1000,0.01,3,random,mbkmeans,1234.298596265
3,75000,1000,0.05,3,random,mbkmeans,1222.76537020836
3,75000,1000,0.1,3,random,mbkmeans,1222.74755557206
3,75000,1000,0.2,3,random,mbkmeans,1394.51003790877
3,75000,1000,0.5,3,random,mbkmeans,1509.00011249792
3,75000,1000,0.8,3,random,mbkmeans,1852.48430568681
3,75000,1000,1,3,random,mbkmeans,1509.00411793006
3,1e+05,1000,0.005,3,random,mbkmeans,1411.79064710475
3,1e+05,1000,0.01,3,random,mbkmeans,1510.90395161642
3,1e+05,1000,0.05,3,random,mbkmeans,1510.81011769273
3,1e+05,1000,0.1,3,random,mbkmeans,1510.80363270735
3,1e+05,1000,0.2,3,random,mbkmeans,1739.80024611911
3,1e+05,1000,0.5,3,random,mbkmeans,1892.47249553476
3,1e+05,1000,0.8,3,random,mbkmeans,2350.46609619862
