"B","observations","genes","batch_size","k","initializer","method","memory"
6,1000,1000,0.005,3,random,mbkmeans,372.169541807727
6,1000,1000,0.01,3,random,mbkmeans,379.745286465181
6,1000,1000,0.05,3,random,mbkmeans,405.934243778225
6,1000,1000,0.1,3,random,mbkmeans,406.58119354873
6,1000,1000,0.2,3,random,mbkmeans,406.526879888857
6,1000,1000,0.5,3,random,mbkmeans,403.428308099837
6,1000,1000,0.8,3,random,mbkmeans,426.301263508295
6,1000,1000,1,3,random,mbkmeans,403.447015375298
6,5000,1000,0.005,3,random,mbkmeans,431.678140359612
6,5000,1000,0.01,3,random,mbkmeans,463.29811270777
6,5000,1000,0.05,3,random,mbkmeans,462.954980687434
6,5000,1000,0.1,3,random,mbkmeans,461.000146695692
6,5000,1000,0.2,3,random,mbkmeans,495.292482335171
6,5000,1000,0.5,3,random,mbkmeans,491.470849935516
6,5000,1000,0.8,3,random,mbkmeans,487.652894904038
6,5000,1000,1,3,random,mbkmeans,472.382425180967
6,25000,1000,0.005,3,random,mbkmeans,645.847750236495
6,25000,1000,0.01,3,random,mbkmeans,645.712748099756
6,25000,1000,0.05,3,random,mbkmeans,712.385027708909
6,25000,1000,0.1,3,random,mbkmeans,702.834795739327
6,25000,1000,0.2,3,random,mbkmeans,702.833102013734
6,25000,1000,0.5,3,random,mbkmeans,740.996157577467
6,25000,1000,0.8,3,random,mbkmeans,855.493640308735
6,25000,1000,1,3,random,mbkmeans,931.825076753603
6,75000,1000,0.005,3,random,mbkmeans,1233.41721045846
6,75000,1000,0.01,3,random,mbkmeans,1233.2797058803
6,75000,1000,0.05,3,random,mbkmeans,1221.72936709166
6,75000,1000,0.1,3,random,mbkmeans,1393.44905615428
6,75000,1000,0.2,3,random,mbkmeans,1393.44670630076
6,75000,1000,0.5,3,random,mbkmeans,1507.95422168587
6,75000,1000,0.8,3,random,mbkmeans,1851.44896632744
6,75000,1000,1,3,random,mbkmeans,1507.95757099008
6,1e+05,1000,0.005,3,random,mbkmeans,1529.60859493642
6,1e+05,1000,0.01,3,random,mbkmeans,1525.67778590061
6,1e+05,1000,0.05,3,random,mbkmeans,1777.42941191033
6,1e+05,1000,0.1,3,random,mbkmeans,1739.2541416859
6,1e+05,1000,0.2,3,random,mbkmeans,1739.25244796031
6,1e+05,1000,0.5,3,random,mbkmeans,1891.93158671925
6,1e+05,1000,0.8,3,random,mbkmeans,2349.90670136008
6,1e+05,1000,1,3,random,mbkmeans,1891.95354411679
