"B","observations","genes","batch_size","k","initializer","method","memory"
4,1000,1000,0.005,3,random,kmeans,443.390641929627
4,1000,1000,0.01,3,random,kmeans,443.324075462091
4,1000,1000,0.05,3,random,kmeans,427.994203272975
4,1000,1000,0.1,3,random,kmeans,443.324105979669
4,1000,1000,0.2,3,random,kmeans,443.324105979669
4,1000,1000,0.5,3,random,kmeans,427.927667323018
4,1000,1000,0.8,3,random,kmeans,443.324105979669
4,1000,1000,1,3,random,kmeans,443.324105979669
4,5000,1000,0.005,3,random,kmeans,703.389536647179
4,5000,1000,0.01,3,random,kmeans,703.389536647179
4,5000,1000,0.05,3,random,kmeans,703.389536647179
4,5000,1000,0.1,3,random,kmeans,703.389506129601
4,5000,1000,0.2,3,random,kmeans,703.389445094444
4,5000,1000,0.5,3,random,kmeans,703.394915370344
4,5000,1000,0.8,3,random,kmeans,703.389445094444
4,5000,1000,1,3,random,kmeans,703.389445094444
4,25000,1000,0.005,3,random,kmeans,2079.34419271112
4,25000,1000,0.01,3,random,kmeans,2079.34419271112
4,25000,1000,0.05,3,random,kmeans,2079.34419271112
4,25000,1000,0.1,3,random,kmeans,2079.34336110712
4,25000,1000,0.2,3,random,kmeans,2079.34419271112
4,25000,1000,0.5,3,random,kmeans,2079.34336110712
4,25000,1000,0.8,3,random,kmeans,2079.34413167597
4,25000,1000,1,3,random,kmeans,2079.34333058954
4,75000,1000,0.005,3,random,kmeans,5524.37253363499
4,75000,1000,0.01,3,random,kmeans,5524.37247259983
4,75000,1000,0.05,3,random,kmeans,5524.37253363499
4,75000,1000,0.1,3,random,kmeans,5524.37247259983
4,75000,1000,0.2,3,random,kmeans,5524.37253363499
4,75000,1000,0.5,3,random,kmeans,5524.37253363499
4,75000,1000,0.8,3,random,kmeans,5524.37247259983
4,75000,1000,1,3,random,kmeans,5524.37250311741
4,1e+05,1000,0.005,3,random,kmeans,7246.13615096299
4,1e+05,1000,0.01,3,random,kmeans,7246.13615096299
4,1e+05,1000,0.05,3,random,kmeans,7246.13615096299
4,1e+05,1000,0.1,3,random,kmeans,7240.34267865112
4,1e+05,1000,0.2,3,random,kmeans,7246.13615096299
4,1e+05,1000,0.5,3,random,kmeans,7246.13615096299
4,1e+05,1000,0.8,3,random,kmeans,7246.13615096299
4,1e+05,1000,1,3,random,kmeans,7246.13605941025
