"B","observations","genes","batch_size","k","initializer","method","memory"
2,1000,1000,0.005,3,random,kmeans,443.324136497247
2,1000,1000,0.01,3,random,kmeans,443.390702964783
2,1000,1000,0.05,3,random,kmeans,443.324197532404
2,1000,1000,0.1,3,random,kmeans,443.390672447205
2,1000,1000,0.2,3,random,kmeans,427.974252406201
2,1000,1000,0.5,3,random,kmeans,427.968904200614
2,1000,1000,0.8,3,random,kmeans,443.390672447205
2,1000,1000,1,3,random,kmeans,443.390672447205
2,5000,1000,0.005,3,random,kmeans,703.389536647179
2,5000,1000,0.01,3,random,kmeans,703.389597682335
2,5000,1000,0.05,3,random,kmeans,703.395067958235
2,5000,1000,0.1,3,random,kmeans,703.389567164757
2,5000,1000,0.2,3,random,kmeans,703.389506129601
2,5000,1000,0.5,3,random,kmeans,703.389506129601
2,5000,1000,0.8,3,random,kmeans,703.395037440657
2,5000,1000,1,3,random,kmeans,703.389567164757
2,25000,1000,0.005,3,random,kmeans,2079.34342214227
2,25000,1000,0.01,3,random,kmeans,2079.34342214227
2,25000,1000,0.05,3,random,kmeans,2079.34419271112
2,25000,1000,0.1,3,random,kmeans,2079.34342214227
2,25000,1000,0.2,3,random,kmeans,2079.34342214227
2,25000,1000,0.5,3,random,kmeans,2079.34342214227
2,25000,1000,0.8,3,random,kmeans,2079.34425374628
2,25000,1000,1,3,random,kmeans,2079.34333058954
2,75000,1000,0.005,3,random,kmeans,5524.37253363499
2,75000,1000,0.01,3,random,kmeans,5524.37259467014
2,75000,1000,0.05,3,random,kmeans,5524.37259467014
2,75000,1000,0.1,3,random,kmeans,5524.37259467014
2,75000,1000,0.2,3,random,kmeans,5524.37253363499
2,75000,1000,0.5,3,random,kmeans,5524.37253363499
2,75000,1000,0.8,3,random,kmeans,5524.37253363499
2,75000,1000,1,3,random,kmeans,5524.37256415257
2,1e+05,1000,0.005,3,random,kmeans,7246.15123427603
2,1e+05,1000,0.01,3,random,kmeans,7246.13621199814
2,1e+05,1000,0.05,3,random,kmeans,7246.13621199814
2,1e+05,1000,0.1,3,random,kmeans,7246.13621199814
2,1e+05,1000,0.2,3,random,kmeans,7246.13621199814
2,1e+05,1000,0.5,3,random,kmeans,7246.13621199814
2,1e+05,1000,0.8,3,random,kmeans,7246.13621199814
2,1e+05,1000,1,3,random,kmeans,7246.15120375845
