"B","observations","genes","batch_size","k","initializer","method","memory"
3,1000,1000,0.005,3,random,hdf5,600.161646243535
3,1000,1000,0.01,3,random,hdf5,607.088648222763
3,1000,1000,0.05,3,random,hdf5,532.080225088545
3,1000,1000,0.1,3,random,hdf5,529.163515177651
3,1000,1000,0.2,3,random,hdf5,481.151269818503
3,1000,1000,0.5,3,random,hdf5,453.842508118915
3,1000,1000,0.8,3,random,hdf5,476.363466150559
3,1000,1000,1,3,random,hdf5,440.267106761606
3,5000,1000,0.005,3,random,hdf5,627.717310409873
3,5000,1000,0.01,3,random,hdf5,662.083002678046
3,5000,1000,0.05,3,random,hdf5,551.109674623144
3,5000,1000,0.1,3,random,hdf5,518.624109315181
3,5000,1000,0.2,3,random,hdf5,505.607965467304
3,5000,1000,0.5,3,random,hdf5,511.915155432478
3,5000,1000,0.8,3,random,hdf5,511.922830603405
3,5000,1000,1,3,random,hdf5,521.436479626072
3,25000,1000,0.005,3,random,hdf5,838.720958055589
3,25000,1000,0.01,3,random,hdf5,908.631976690618
3,25000,1000,0.05,3,random,hdf5,836.151522926277
3,25000,1000,0.1,3,random,hdf5,838.621600450234
3,25000,1000,0.2,3,random,hdf5,836.151522926277
3,25000,1000,0.5,3,random,hdf5,836.151522926277
3,25000,1000,0.8,3,random,hdf5,934.417087261417
3,25000,1000,1,3,random,hdf5,1039.89437495137
3,75000,1000,0.005,3,random,hdf5,1587.57359912213
3,75000,1000,0.01,3,random,hdf5,1634.82154699305
3,75000,1000,0.05,3,random,hdf5,1496.84038344819
3,75000,1000,0.1,3,random,hdf5,1446.08794185069
3,75000,1000,0.2,3,random,hdf5,1435.69707267091
3,75000,1000,0.5,3,random,hdf5,1503.60979265339
3,75000,1000,0.8,3,random,hdf5,2130.06858865422
3,75000,1000,1,3,random,hdf5,2472.49894883133
3,1e+05,1000,0.005,3,random,hdf5,1809.47763743393
3,1e+05,1000,0.01,3,random,hdf5,1962.52757239787
3,1e+05,1000,0.05,3,random,hdf5,1851.90941554792
3,1e+05,1000,0.1,3,random,hdf5,1791.49302585492
3,1e+05,1000,0.2,3,random,hdf5,1781.10217956333
3,1e+05,1000,0.5,3,random,hdf5,1901.37589217476
3,1e+05,1000,0.8,3,random,hdf5,2590.54996703741
3,1e+05,1000,1,3,random,hdf5,3235.85996702774
