"B","observations","genes","batch_size","k","initializer","method","memory"
6,1000,1000,0.005,3,random,kmeans,427.994203272975
6,1000,1000,0.01,3,random,kmeans,443.324136497247
6,1000,1000,0.05,3,random,kmeans,443.324136497247
6,1000,1000,0.1,3,random,kmeans,443.324105979669
6,1000,1000,0.2,3,random,kmeans,443.324105979669
6,1000,1000,0.5,3,random,kmeans,427.968782130301
6,1000,1000,0.8,3,random,kmeans,443.390550376892
6,1000,1000,1,3,random,kmeans,427.968782130301
6,5000,1000,0.005,3,random,kmeans,703.394945887922
6,5000,1000,0.01,3,random,kmeans,703.389536647179
6,5000,1000,0.05,3,random,kmeans,703.389536647179
6,5000,1000,0.1,3,random,kmeans,703.389445094444
6,5000,1000,0.2,3,random,kmeans,703.3949764055
6,5000,1000,0.5,3,random,kmeans,703.389506129601
6,5000,1000,0.8,3,random,kmeans,703.389445094444
6,5000,1000,1,3,random,kmeans,703.389506129601
6,25000,1000,0.005,3,random,kmeans,2079.34330007196
6,25000,1000,0.01,3,random,kmeans,2079.34413167597
6,25000,1000,0.05,3,random,kmeans,2079.34336110712
6,25000,1000,0.1,3,random,kmeans,1889.69638773622
6,25000,1000,0.2,3,random,kmeans,2079.34336110712
6,25000,1000,0.5,3,random,kmeans,2079.34419271112
6,25000,1000,0.8,3,random,kmeans,2079.34419271112
6,25000,1000,1,3,random,kmeans,2079.34333058954
6,75000,1000,0.005,3,random,kmeans,5524.37247259983
6,75000,1000,0.01,3,random,kmeans,5524.37253363499
6,75000,1000,0.05,3,random,kmeans,5524.37247259983
6,75000,1000,0.1,3,random,kmeans,5524.37247259983
6,75000,1000,0.2,3,random,kmeans,5524.37253363499
6,75000,1000,0.5,3,random,kmeans,5524.43670447263
6,75000,1000,0.8,3,random,kmeans,5524.37253363499
6,75000,1000,1,3,random,kmeans,5524.37250311741
6,1e+05,1000,0.005,3,random,kmeans,7246.13615096299
6,1e+05,1000,0.01,3,random,kmeans,7246.13608992783
6,1e+05,1000,0.05,3,random,kmeans,7246.13615096299
6,1e+05,1000,0.1,3,random,kmeans,7246.13615096299
6,1e+05,1000,0.2,3,random,kmeans,7246.13615096299
6,1e+05,1000,0.5,3,random,kmeans,7246.13615096299
6,1e+05,1000,0.8,3,random,kmeans,7246.13615096299
6,1e+05,1000,1,3,random,kmeans,7246.13612044541
