"B","observations","genes","batch_size","k","initializer","method","memory"
5,1000,1000,0.005,3,random,hdf5,602.228968028669
5,1000,1000,0.01,3,random,hdf5,610.856401838035
5,1000,1000,0.05,3,random,hdf5,523.520731037735
5,1000,1000,0.1,3,random,hdf5,477.216073880822
5,1000,1000,0.2,3,random,hdf5,478.96412076241
5,1000,1000,0.5,3,random,hdf5,451.491861137401
5,1000,1000,0.8,3,random,hdf5,477.354287992671
5,1000,1000,1,3,random,hdf5,439.417543159772
5,5000,1000,0.005,3,random,hdf5,623.178019010932
5,5000,1000,0.01,3,random,hdf5,522.442979874006
5,5000,1000,0.05,3,random,hdf5,512.859476114748
5,5000,1000,0.1,3,random,hdf5,512.859415079591
5,5000,1000,0.2,3,random,hdf5,512.859476114748
5,5000,1000,0.5,3,random,hdf5,512.926317240488
5,5000,1000,0.8,3,random,hdf5,512.83004953993
5,5000,1000,1,3,random,hdf5,512.911706949905
5,25000,1000,0.005,3,random,hdf5,837.142375285968
5,25000,1000,0.01,3,random,hdf5,837.14234476839
5,25000,1000,0.05,3,random,hdf5,837.14234476839
5,25000,1000,0.1,3,random,hdf5,837.14234476839
5,25000,1000,0.2,3,random,hdf5,837.14234476839
5,25000,1000,0.5,3,random,hdf5,837.142283733233
5,25000,1000,0.8,3,random,hdf5,935.319339462083
5,25000,1000,1,3,random,hdf5,1040.87981807032
5,75000,1000,0.005,3,random,hdf5,935.079356856198
5,75000,1000,0.01,3,random,hdf5,935.079265303463
5,75000,1000,0.05,3,random,hdf5,934.989925093166
5,75000,1000,0.1,3,random,hdf5,935.079265303463
5,75000,1000,0.2,3,random,hdf5,935.07932633862
5,75000,1000,0.5,3,random,hdf5,1504.6105708554
5,75000,1000,0.8,3,random,hdf5,2131.05941049633
5,75000,1000,1,3,random,hdf5,2473.49308946007
5,1e+05,1000,0.005,3,random,hdf5,935.024417585971
5,1e+05,1000,0.01,3,random,hdf5,935.079387373776
5,1e+05,1000,0.05,3,random,hdf5,935.079387373776
5,1e+05,1000,0.1,3,random,hdf5,935.07932633862
5,1e+05,1000,0.2,3,random,hdf5,935.320003219409
5,1e+05,1000,0.5,3,random,hdf5,1793.97269352784
5,1e+05,1000,0.8,3,random,hdf5,2590.92437194605
5,1e+05,1000,1,3,random,hdf5,3138.83100548046
