"B","observations","genes","batch_size","k","initializer","method","memory"
2,175000,1000,0.005,3,random,mbkmeans,2335.5802471435
2,175000,1000,0.01,3,random,mbkmeans,2335.49723170129
2,175000,1000,0.05,3,random,mbkmeans,2308.69010269402
2,175000,1000,0.1,3,random,mbkmeans,2241.89363180022
2,175000,1000,0.2,3,random,mbkmeans,2509.05471221371
2,175000,1000,0.5,3,random,mbkmeans,3043.37975695183
2,175000,1000,0.8,3,random,mbkmeans,3844.86502761124
2,175000,1000,1,3,random,mbkmeans,3043.39529802855
