"B","observations","genes","batch_size","k","initializer","method","memory"
2,5e+05,1000,0.005,3,random,hdf5,1902.74027206271
2,5e+05,1000,0.01,3,random,hdf5,1826.53059312563
2,5e+05,1000,0.05,3,random,hdf5,2551.4086628738
2,5e+05,1000,0.1,3,random,hdf5,3128.71866260788
2,5e+05,1000,0.2,3,random,hdf5,4375.10404328123
2,5e+05,1000,0.5,3,random,hdf5,5317.71399403787
2,5e+05,1000,0.8,3,random,hdf5,5808.66674704761
