"B","observations","genes","batch_size","k","initializer","method","memory"
2,1000,1000,0.005,3,random,mbkmeans,375.677209362449
2,1000,1000,0.01,3,random,mbkmeans,382.384446631377
2,1000,1000,0.05,3,random,mbkmeans,406.365441899967
2,1000,1000,0.1,3,random,mbkmeans,406.560456854316
2,1000,1000,0.2,3,random,mbkmeans,406.526879888857
2,1000,1000,0.5,3,random,mbkmeans,403.428308099837
2,1000,1000,0.8,3,random,mbkmeans,426.300431904288
2,1000,1000,1,3,random,mbkmeans,403.447015375298
2,5000,1000,0.005,3,random,mbkmeans,434.175447192753
2,5000,1000,0.01,3,random,mbkmeans,456.064676096039
2,5000,1000,0.05,3,random,mbkmeans,462.930833653651
2,5000,1000,0.1,3,random,mbkmeans,461.000146695692
2,5000,1000,0.2,3,random,mbkmeans,495.309419591094
2,5000,1000,0.5,3,random,mbkmeans,491.470193807583
2,5000,1000,0.8,3,random,mbkmeans,487.664102484647
2,5000,1000,1,3,random,mbkmeans,472.38323389679
2,25000,1000,0.005,3,random,mbkmeans,645.847750236495
2,25000,1000,0.01,3,random,mbkmeans,645.711939383933
2,25000,1000,0.05,3,random,mbkmeans,712.361208739093
2,25000,1000,0.1,3,random,mbkmeans,702.836260583082
2,25000,1000,0.2,3,random,mbkmeans,702.832270409727
2,25000,1000,0.5,3,random,mbkmeans,741.012286117567
2,25000,1000,0.8,3,random,mbkmeans,855.495608692531
2,25000,1000,1,3,random,mbkmeans,931.827701265331
2,75000,1000,0.005,3,random,mbkmeans,1233.41721045846
2,75000,1000,0.01,3,random,mbkmeans,1233.2797058803
2,75000,1000,0.05,3,random,mbkmeans,1422.09795915531
2,75000,1000,0.1,3,random,mbkmeans,1393.44971228221
2,75000,1000,0.2,3,random,mbkmeans,1393.44506598093
2,75000,1000,0.5,3,random,mbkmeans,1507.95848651743
2,75000,1000,0.8,3,random,mbkmeans,1851.43644649097
2,75000,1000,1,3,random,mbkmeans,1507.95363422249
2,1e+05,1000,0.005,3,random,mbkmeans,1529.60859493642
2,1e+05,1000,0.01,3,random,mbkmeans,1525.67778590061
2,1e+05,1000,0.05,3,random,mbkmeans,1510.28669544954
2,1e+05,1000,0.1,3,random,mbkmeans,1739.25381362194
2,1e+05,1000,0.2,3,random,mbkmeans,1739.25310408824
2,1e+05,1000,0.5,3,random,mbkmeans,1891.93060252735
2,1e+05,1000,0.8,3,random,mbkmeans,2349.91987732449
2,1e+05,1000,1,3,random,mbkmeans,1891.92575023241
