"B","observations","genes","batch_size","k","initializer","method","memory"
1,1000,1000,0.005,3,random,kmeans,427.926545802017
1,1000,1000,0.01,3,random,kmeans,443.389428855892
1,1000,1000,0.05,3,random,kmeans,443.389489891048
1,1000,1000,0.1,3,random,kmeans,443.322892905934
1,1000,1000,0.2,3,random,kmeans,443.322953941091
1,1000,1000,0.5,3,random,kmeans,443.38945937347
1,1000,1000,0.8,3,random,kmeans,443.322953941091
1,1000,1000,1,3,random,kmeans,443.322953941091
1,5000,1000,0.005,3,random,kmeans,703.3883846086
1,5000,1000,0.01,3,random,kmeans,703.388323573444
1,5000,1000,0.05,3,random,kmeans,703.3883846086
1,5000,1000,0.1,3,random,kmeans,703.388354091022
1,5000,1000,0.2,3,random,kmeans,703.388293055866
1,5000,1000,0.5,3,random,kmeans,703.388354091022
1,5000,1000,0.8,3,random,kmeans,703.388354091022
1,5000,1000,1,3,random,kmeans,703.388293055866
1,25000,1000,0.005,3,random,kmeans,2079.34220906854
1,25000,1000,0.01,3,random,kmeans,2079.34304067254
1,25000,1000,0.05,3,random,kmeans,2079.34220906854
1,25000,1000,0.1,3,random,kmeans,2079.34304067254
1,25000,1000,0.2,3,random,kmeans,2079.358383385
1,25000,1000,0.5,3,random,kmeans,2079.34336110712
1,25000,1000,0.8,3,random,kmeans,2079.34419271112
1,25000,1000,1,3,random,kmeans,2079.34333058954
1,75000,1000,0.005,3,random,kmeans,5524.37253363499
1,75000,1000,0.01,3,random,kmeans,5524.37253363499
1,75000,1000,0.05,3,random,kmeans,5524.37253363499
1,75000,1000,0.1,3,random,kmeans,5524.37253363499
1,75000,1000,0.2,3,random,kmeans,5524.37253363499
1,75000,1000,0.5,3,random,kmeans,5524.37253363499
1,75000,1000,0.8,3,random,kmeans,5524.37253363499
1,75000,1000,1,3,random,kmeans,5524.4211786547
