"B","observations","genes","batch_size","k","initializer","method","memory"
5,1000,1000,0.005,3,random,kmeans,427.994203272975
5,1000,1000,0.01,3,random,kmeans,443.390641929627
5,1000,1000,0.05,3,random,kmeans,427.994203272975
5,1000,1000,0.1,3,random,kmeans,443.324105979669
5,1000,1000,0.2,3,random,kmeans,443.324105979669
5,1000,1000,0.5,3,random,kmeans,443.324105979669
5,1000,1000,0.8,3,random,kmeans,427.994172755397
5,1000,1000,1,3,random,kmeans,443.390611412049
5,5000,1000,0.005,3,random,kmeans,703.389536647179
5,5000,1000,0.01,3,random,kmeans,703.389536647179
5,5000,1000,0.05,3,random,kmeans,703.389536647179
5,5000,1000,0.1,3,random,kmeans,703.3949764055
5,5000,1000,0.2,3,random,kmeans,703.389506129601
5,5000,1000,0.5,3,random,kmeans,703.389506129601
5,5000,1000,0.8,3,random,kmeans,703.389506129601
5,5000,1000,1,3,random,kmeans,703.3949764055
5,25000,1000,0.005,3,random,kmeans,2079.34413167597
5,25000,1000,0.01,3,random,kmeans,2079.34413167597
5,25000,1000,0.05,3,random,kmeans,2079.34330007196
5,25000,1000,0.1,3,random,kmeans,2079.34419271112
5,25000,1000,0.2,3,random,kmeans,2079.34330007196
5,25000,1000,0.5,3,random,kmeans,2079.34330007196
5,25000,1000,0.8,3,random,kmeans,2079.34336110712
5,25000,1000,1,3,random,kmeans,2079.34326955438
5,75000,1000,0.005,3,random,kmeans,5524.37253363499
5,75000,1000,0.01,3,random,kmeans,5524.37247259983
5,75000,1000,0.05,3,random,kmeans,5524.37253363499
5,75000,1000,0.1,3,random,kmeans,5524.38755591288
5,75000,1000,0.2,3,random,kmeans,5524.37253363499
5,75000,1000,0.5,3,random,kmeans,5524.37253363499
5,75000,1000,0.8,3,random,kmeans,5524.37253363499
5,75000,1000,1,3,random,kmeans,5524.37250311741
5,1e+05,1000,0.005,3,random,kmeans,7246.13615096299
5,1e+05,1000,0.01,3,random,kmeans,7246.13615096299
5,1e+05,1000,0.05,3,random,kmeans,7246.13615096299
5,1e+05,1000,0.1,3,random,kmeans,7246.13615096299
5,1e+05,1000,0.2,3,random,kmeans,7246.20032180063
5,1e+05,1000,0.5,3,random,kmeans,7246.13608992783
5,1e+05,1000,0.8,3,random,kmeans,7246.13615096299
5,1e+05,1000,1,3,random,kmeans,7246.13612044541
