"B","observations","genes","batch_size","k","initializer","method","memory"
2,1000,1000,0.005,3,random,hdf5,588.890291525768
2,1000,1000,0.01,3,random,hdf5,594.030222270234
2,1000,1000,0.05,3,random,hdf5,605.106012717245
2,1000,1000,0.1,3,random,hdf5,525.598787381015
2,1000,1000,0.2,3,random,hdf5,485.302888791667
2,1000,1000,0.5,3,random,hdf5,457.1998842302
2,1000,1000,0.8,3,random,hdf5,470.042032105741
2,1000,1000,1,3,random,hdf5,461.190538236937
2,5000,1000,0.005,3,random,hdf5,629.731066215802
2,5000,1000,0.01,3,random,hdf5,649.013308109752
2,5000,1000,0.05,3,random,hdf5,541.384225978097
2,5000,1000,0.1,3,random,hdf5,516.097284354488
2,5000,1000,0.2,3,random,hdf5,505.509920117814
2,5000,1000,0.5,3,random,hdf5,505.555582044255
2,5000,1000,0.8,3,random,hdf5,505.562196729339
2,5000,1000,1,3,random,hdf5,515.013063464172
2,25000,1000,0.005,3,random,hdf5,849.959399565224
2,25000,1000,0.01,3,random,hdf5,901.077777443401
2,25000,1000,0.05,3,random,hdf5,829.793467787572
2,25000,1000,0.1,3,random,hdf5,829.793467787572
2,25000,1000,0.2,3,random,hdf5,832.270442284211
2,25000,1000,0.5,3,random,hdf5,829.793467787572
2,25000,1000,0.8,3,random,hdf5,927.958736101826
2,25000,1000,1,3,random,hdf5,1033.53969200506
2,75000,1000,0.005,3,random,hdf5,1507.0843715239
2,75000,1000,0.01,3,random,hdf5,1606.68565211163
2,75000,1000,0.05,3,random,hdf5,1488.49063671262
2,75000,1000,0.1,3,random,hdf5,1437.6958748635
2,75000,1000,0.2,3,random,hdf5,1427.28571094488
2,75000,1000,0.5,3,random,hdf5,1497.25253097172
2,75000,1000,0.8,3,random,hdf5,2123.72856177486
2,75000,1000,1,3,random,hdf5,2466.15500807256
