"B","observations","genes","batch_size","k","initializer","method","memory"
4,1000,1000,0.005,3,random,mbkmeans,373.263825869468
4,1000,1000,0.01,3,random,mbkmeans,380.177911283706
4,1000,1000,0.05,3,random,mbkmeans,406.245996098736
4,1000,1000,0.1,3,random,mbkmeans,406.133843998704
4,1000,1000,0.2,3,random,mbkmeans,406.028260807388
4,1000,1000,0.5,3,random,mbkmeans,404.481660459763
4,1000,1000,0.8,3,random,mbkmeans,427.347543419464
4,1000,1000,1,3,random,mbkmeans,404.499559019401
4,5000,1000,0.005,3,random,mbkmeans,412.957566863773
4,5000,1000,0.01,3,random,mbkmeans,434.712388723096
4,5000,1000,0.05,3,random,mbkmeans,435.308061332763
4,5000,1000,0.1,3,random,mbkmeans,439.092607245462
4,5000,1000,0.2,3,random,mbkmeans,442.903978109434
4,5000,1000,0.5,3,random,mbkmeans,473.434656019893
4,5000,1000,0.8,3,random,mbkmeans,488.700006419215
4,5000,1000,1,3,random,mbkmeans,511.613588353705
4,25000,1000,0.005,3,random,mbkmeans,618.195940439912
4,25000,1000,0.01,3,random,mbkmeans,684.946375566937
4,25000,1000,0.05,3,random,mbkmeans,684.807902055673
4,25000,1000,0.1,3,random,mbkmeans,684.815714555702
4,25000,1000,0.2,3,random,mbkmeans,665.71322882698
4,25000,1000,0.5,3,random,mbkmeans,742.044192249385
4,25000,1000,0.8,3,random,mbkmeans,856.543200859565
4,25000,1000,1,3,random,mbkmeans,932.890765844533
4,75000,1000,0.005,3,random,mbkmeans,1159.97224863384
4,75000,1000,0.01,3,random,mbkmeans,1234.298596265
4,75000,1000,0.05,3,random,mbkmeans,1222.75323947101
4,75000,1000,0.1,3,random,mbkmeans,1222.74734957841
4,75000,1000,0.2,3,random,mbkmeans,1394.49265814796
4,75000,1000,0.5,3,random,mbkmeans,1509.0027980448
4,75000,1000,0.8,3,random,mbkmeans,1852.49557430257
4,75000,1000,1,3,random,mbkmeans,1509.00188251746
4,1e+05,1000,0.005,3,random,mbkmeans,1480.51197609906
4,1e+05,1000,0.01,3,random,mbkmeans,1510.90395161642
4,1e+05,1000,0.05,3,random,mbkmeans,1510.81023976304
4,1e+05,1000,0.1,3,random,mbkmeans,1510.8056621263
4,1e+05,1000,0.2,3,random,mbkmeans,1739.80063521824
4,1e+05,1000,0.5,3,random,mbkmeans,1892.46239421637
4,1e+05,1000,0.8,3,random,mbkmeans,2351.22915009554
4,1e+05,1000,1,3,random,mbkmeans,1892.47557781016
