"B","observations","genes","batch_size","k","initializer","method","memory"
3,1000,1000,0.005,3,random,hdf5,504.826005930666
3,1000,1000,0.01,3,random,hdf5,485.574624937711
3,1000,1000,0.2,3,random,hdf5,506.729509355808
3,1000,1000,0.5,3,random,hdf5,479.555726904776
3,1000,1000,0.8,3,random,hdf5,497.912988631667
3,1000,1000,1,3,random,hdf5,489.729509291747
3,5000,1000,0.005,3,random,hdf5,661.602762808072
3,5000,1000,0.01,3,random,hdf5,705.378435885631
3,5000,1000,0.2,3,random,hdf5,716.391077833868
3,5000,1000,0.5,3,random,hdf5,572.978082908677
3,5000,1000,0.8,3,random,hdf5,584.420061406383
3,5000,1000,1,3,random,hdf5,592.042032565477
3,25000,1000,0.005,3,random,hdf5,840.655238458385
3,25000,1000,0.01,3,random,hdf5,841.608882260807
3,25000,1000,0.2,3,random,hdf5,1706.62833284714
3,25000,1000,0.5,3,random,hdf5,1878.28971044714
3,25000,1000,0.8,3,random,hdf5,1520.72829247376
3,25000,1000,1,3,random,hdf5,1507.97862811907
