"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,1000,10,15,kmeans,231347348.066329
2,10000,1000,10,15,kmeans,289208452.685757
3,10000,1000,10,15,kmeans,290704448.005501
4,10000,1000,10,15,kmeans,231347969.401276
5,10000,1000,10,15,kmeans,231267985.727159
6,10000,1000,10,15,kmeans,231347348.066329
7,10000,1000,10,15,kmeans,231063141.715828
8,10000,1000,10,15,kmeans,230720000.082767
9,10000,1000,10,15,kmeans,230832521.472111
10,10000,1000,10,15,kmeans,229829889.982561
11,10000,1000,10,15,kmeans,229789974.28973
12,10000,1000,10,15,kmeans,291630122.029915
13,10000,1000,10,15,kmeans,231290477.859474
14,10000,1000,10,15,kmeans,289206576.936942
15,10000,1000,10,15,kmeans,290722923.171743
16,10000,1000,10,15,kmeans,229327144.180592
17,10000,1000,10,15,kmeans,290722710.427294
18,10000,1000,10,15,kmeans,290727715.562437
19,10000,1000,10,15,kmeans,229326322.399687
20,10000,1000,10,15,kmeans,290702067.315168
21,10000,1000,10,15,kmeans,231357264.559883
22,10000,1000,10,15,kmeans,231347348.066329
23,10000,1000,10,15,kmeans,231347348.066329
24,10000,1000,10,15,kmeans,206862124.534936
25,10000,1000,10,15,kmeans,231355774.888766
26,10000,1000,10,15,kmeans,231345446.679246
27,10000,1000,10,15,kmeans,289290765.089775
28,10000,1000,10,15,kmeans,230722595.493458
29,10000,1000,10,15,kmeans,291862592.490046
30,10000,1000,10,15,kmeans,290724883.238091
31,10000,1000,10,15,kmeans,206862124.534936
32,10000,1000,10,15,kmeans,231347489.494196
33,10000,1000,10,15,kmeans,230108371.096164
34,10000,1000,10,15,kmeans,230713897.630867
35,10000,1000,10,15,kmeans,229326105.34724
36,10000,1000,10,15,kmeans,230722939.779392
37,10000,1000,10,15,kmeans,288748885.0586
38,10000,1000,10,15,kmeans,231310811.53651
39,10000,1000,10,15,kmeans,231345356.411768
40,10000,1000,10,15,kmeans,231267345.637963
41,10000,1000,10,15,kmeans,231345161.897254
42,10000,1000,10,15,kmeans,291851507.187275
43,10000,1000,10,15,kmeans,226615257.981621
44,10000,1000,10,15,kmeans,231347572.741541
45,10000,1000,10,15,kmeans,231345564.521715
46,10000,1000,10,15,kmeans,289210175.589389
47,10000,1000,10,15,kmeans,289205913.659703
48,10000,1000,10,15,kmeans,229483535.73289
49,10000,1000,10,15,kmeans,289825640.58549
50,10000,1000,10,15,kmeans,231267925.888047
1,10000,1000,35,15,kmeans,206867211.828774
2,10000,1000,35,15,kmeans,230710393.198344
3,10000,1000,35,15,kmeans,290680170.391629
4,10000,1000,35,15,kmeans,289618578.517276
5,10000,1000,35,15,kmeans,229874011.503786
6,10000,1000,35,15,kmeans,288745102.771156
7,10000,1000,35,15,kmeans,289209786.608272
8,10000,1000,35,15,kmeans,289205913.659703
9,10000,1000,35,15,kmeans,227420889.742777
10,10000,1000,35,15,kmeans,289578045.473896
11,10000,1000,35,15,kmeans,231345296.285353
12,10000,1000,35,15,kmeans,289271466.80089
13,10000,1000,35,15,kmeans,231345538.539281
14,10000,1000,35,15,kmeans,230175903.489021
15,10000,1000,35,15,kmeans,289301040.912609
16,10000,1000,35,15,kmeans,290785133.507725
17,10000,1000,35,15,kmeans,231347348.066329
18,10000,1000,35,15,kmeans,288747850.510346
19,10000,1000,35,15,kmeans,229326982.227731
20,10000,1000,35,15,kmeans,289311626.835237
21,10000,1000,35,15,kmeans,231347348.066329
22,10000,1000,35,15,kmeans,231345407.864042
23,10000,1000,35,15,kmeans,227420989.537018
24,10000,1000,35,15,kmeans,231294678.031116
25,10000,1000,35,15,kmeans,229789463.880487
26,10000,1000,35,15,kmeans,229504958.573593
27,10000,1000,35,15,kmeans,291850858.059069
28,10000,1000,35,15,kmeans,290706581.70888
29,10000,1000,35,15,kmeans,231404069.342928
30,10000,1000,35,15,kmeans,291588526.808645
31,10000,1000,35,15,kmeans,231296283.214518
32,10000,1000,35,15,kmeans,228036901.176103
33,10000,1000,35,15,kmeans,231345356.411768
34,10000,1000,35,15,kmeans,231345356.411768
35,10000,1000,35,15,kmeans,231345356.411768
36,10000,1000,35,15,kmeans,291787895.126903
37,10000,1000,35,15,kmeans,289825013.463017
38,10000,1000,35,15,kmeans,289222357.692557
39,10000,1000,35,15,kmeans,230717895.396083
40,10000,1000,35,15,kmeans,229326080.334445
41,10000,1000,35,15,kmeans,207487464.646916
42,10000,1000,35,15,kmeans,227478738.885272
43,10000,1000,35,15,kmeans,230715706.962476
44,10000,1000,35,15,kmeans,289789246.903612
45,10000,1000,35,15,kmeans,206862051.014036
46,10000,1000,35,15,kmeans,229326309.335629
47,10000,1000,35,15,kmeans,229310406.955836
48,10000,1000,35,15,kmeans,231345373.09705
49,10000,1000,35,15,kmeans,231345564.521715
50,10000,1000,35,15,kmeans,208118609.367301
1,10000,1000,75,15,kmeans,289208415.639745
2,10000,1000,75,15,kmeans,290922144.144244
3,10000,1000,75,15,kmeans,230150816.133208
4,10000,1000,75,15,kmeans,289210175.589389
5,10000,1000,75,15,kmeans,229326100.143258
6,10000,1000,75,15,kmeans,229326080.334445
7,10000,1000,75,15,kmeans,290865187.328531
8,10000,1000,75,15,kmeans,231215412.442897
9,10000,1000,75,15,kmeans,230832521.472111
10,10000,1000,75,15,kmeans,231347489.494196
11,10000,1000,75,15,kmeans,290724588.877801
12,10000,1000,75,15,kmeans,290676208.578553
13,10000,1000,75,15,kmeans,231347348.066329
14,10000,1000,75,15,kmeans,231345448.573952
15,10000,1000,75,15,kmeans,229326017.528065
16,10000,1000,75,15,kmeans,231346744.934193
17,10000,1000,75,15,kmeans,231267961.348299
18,10000,1000,75,15,kmeans,231403083.130033
19,10000,1000,75,15,kmeans,290736878.9544
20,10000,1000,75,15,kmeans,231268163.586483
21,10000,1000,75,15,kmeans,231345314.738454
22,10000,1000,75,15,kmeans,289352797.225587
23,10000,1000,75,15,kmeans,289824826.790435
24,10000,1000,75,15,kmeans,231267875.753169
25,10000,1000,75,15,kmeans,289436353.373632
26,10000,1000,75,15,kmeans,289131170.323186
27,10000,1000,75,15,kmeans,230724470.713175
28,10000,1000,75,15,kmeans,290695337.070504
29,10000,1000,75,15,kmeans,206119365.128651
30,10000,1000,75,15,kmeans,231268020.578497
31,10000,1000,75,15,kmeans,231347969.401276
32,10000,1000,75,15,kmeans,229326100.143258
33,10000,1000,75,15,kmeans,228169314.182857
34,10000,1000,75,15,kmeans,291417778.632828
35,10000,1000,75,15,kmeans,231268157.58766
36,10000,1000,75,15,kmeans,207284438.503965
37,10000,1000,75,15,kmeans,230720000.082767
38,10000,1000,75,15,kmeans,231345446.679246
39,10000,1000,75,15,kmeans,230832521.472111
40,10000,1000,75,15,kmeans,231345430.023336
41,10000,1000,75,15,kmeans,229326100.143258
42,10000,1000,75,15,kmeans,288745399.006977
43,10000,1000,75,15,kmeans,288749658.857759
44,10000,1000,75,15,kmeans,289208415.639745
45,10000,1000,75,15,kmeans,206862212.787466
46,10000,1000,75,15,kmeans,229326100.143258
47,10000,1000,75,15,kmeans,227478775.0674
48,10000,1000,75,15,kmeans,231356508.862418
49,10000,1000,75,15,kmeans,231345685.439906
50,10000,1000,75,15,kmeans,230709747.04904
1,10000,1000,150,15,kmeans,229326105.34724
2,10000,1000,150,15,kmeans,291630822.369698
