"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,1000,10,15,ClusterR,107241.125
2,5000,1000,10,15,ClusterR,107241.125
3,5000,1000,10,15,ClusterR,107241.125
4,5000,1000,10,15,ClusterR,107241.125
5,5000,1000,10,15,ClusterR,107241.125
6,5000,1000,10,15,ClusterR,107241.125
7,5000,1000,10,15,ClusterR,107241.125
8,5000,1000,10,15,ClusterR,107241.125
9,5000,1000,10,15,ClusterR,107241.125
10,5000,1000,10,15,ClusterR,107241.125
11,5000,1000,10,15,ClusterR,107241.125
12,5000,1000,10,15,ClusterR,107241.125
13,5000,1000,10,15,ClusterR,107241.125
14,5000,1000,10,15,ClusterR,107241.125
15,5000,1000,10,15,ClusterR,107241.125
16,5000,1000,10,15,ClusterR,107241.125
17,5000,1000,10,15,ClusterR,107241.125
18,5000,1000,10,15,ClusterR,107241.125
19,5000,1000,10,15,ClusterR,107241.125
20,5000,1000,10,15,ClusterR,107241.125
21,5000,1000,10,15,ClusterR,107241.125
22,5000,1000,10,15,ClusterR,107241.125
23,5000,1000,10,15,ClusterR,107241.125
24,5000,1000,10,15,ClusterR,107241.125
25,5000,1000,10,15,ClusterR,107241.125
26,5000,1000,10,15,ClusterR,107241.125
27,5000,1000,10,15,ClusterR,107241.125
28,5000,1000,10,15,ClusterR,107241.125
29,5000,1000,10,15,ClusterR,107241.125
30,5000,1000,10,15,ClusterR,107241.125
31,5000,1000,10,15,ClusterR,107241.125
32,5000,1000,10,15,ClusterR,107241.125
33,5000,1000,10,15,ClusterR,107241.125
34,5000,1000,10,15,ClusterR,107241.125
35,5000,1000,10,15,ClusterR,107241.125
36,5000,1000,10,15,ClusterR,107241.125
37,5000,1000,10,15,ClusterR,107241.125
38,5000,1000,10,15,ClusterR,107241.125
39,5000,1000,10,15,ClusterR,107241.125
40,5000,1000,10,15,ClusterR,107241.125
41,5000,1000,10,15,ClusterR,107241.125
42,5000,1000,10,15,ClusterR,107241.125
43,5000,1000,10,15,ClusterR,107241.125
44,5000,1000,10,15,ClusterR,107241.125
45,5000,1000,10,15,ClusterR,107241.125
46,5000,1000,10,15,ClusterR,107241.125
47,5000,1000,10,15,ClusterR,107241.125
48,5000,1000,10,15,ClusterR,107241.125
49,5000,1000,10,15,ClusterR,107241.125
50,5000,1000,10,15,ClusterR,107241.125
1,5000,1000,35,15,ClusterR,424181.052557326
2,5000,1000,35,15,ClusterR,424181.052557326
3,5000,1000,35,15,ClusterR,424181.052557326
4,5000,1000,35,15,ClusterR,424181.052557326
5,5000,1000,35,15,ClusterR,424181.052557326
6,5000,1000,35,15,ClusterR,424181.052557326
7,5000,1000,35,15,ClusterR,424181.052557326
8,5000,1000,35,15,ClusterR,424181.052557326
9,5000,1000,35,15,ClusterR,424181.052557326
10,5000,1000,35,15,ClusterR,424181.052557326
11,5000,1000,35,15,ClusterR,424181.052557326
12,5000,1000,35,15,ClusterR,424181.052557326
13,5000,1000,35,15,ClusterR,424181.052557326
14,5000,1000,35,15,ClusterR,424181.052557326
15,5000,1000,35,15,ClusterR,424181.052557326
16,5000,1000,35,15,ClusterR,424181.052557326
17,5000,1000,35,15,ClusterR,424181.052557326
18,5000,1000,35,15,ClusterR,424181.052557326
19,5000,1000,35,15,ClusterR,424181.052557326
20,5000,1000,35,15,ClusterR,424181.052557326
21,5000,1000,35,15,ClusterR,424181.052557326
22,5000,1000,35,15,ClusterR,424181.052557326
23,5000,1000,35,15,ClusterR,424181.052557326
24,5000,1000,35,15,ClusterR,424181.052557326
25,5000,1000,35,15,ClusterR,424181.052557326
26,5000,1000,35,15,ClusterR,424181.052557326
27,5000,1000,35,15,ClusterR,424181.052557326
28,5000,1000,35,15,ClusterR,424181.052557326
29,5000,1000,35,15,ClusterR,424181.052557326
30,5000,1000,35,15,ClusterR,424181.052557326
31,5000,1000,35,15,ClusterR,424181.052557326
32,5000,1000,35,15,ClusterR,424181.052557326
33,5000,1000,35,15,ClusterR,424181.052557326
34,5000,1000,35,15,ClusterR,424181.052557326
35,5000,1000,35,15,ClusterR,424181.052557326
36,5000,1000,35,15,ClusterR,424181.052557326
37,5000,1000,35,15,ClusterR,424181.052557326
38,5000,1000,35,15,ClusterR,424181.052557326
39,5000,1000,35,15,ClusterR,424181.052557326
40,5000,1000,35,15,ClusterR,424181.052557326
41,5000,1000,35,15,ClusterR,424181.052557326
42,5000,1000,35,15,ClusterR,424181.052557326
43,5000,1000,35,15,ClusterR,424181.052557326
44,5000,1000,35,15,ClusterR,424181.052557326
45,5000,1000,35,15,ClusterR,424181.052557326
46,5000,1000,35,15,ClusterR,424181.052557326
47,5000,1000,35,15,ClusterR,424181.052557326
48,5000,1000,35,15,ClusterR,424181.052557326
49,5000,1000,35,15,ClusterR,424181.052557326
50,5000,1000,35,15,ClusterR,424181.052557326
1,5000,1000,75,15,ClusterR,904791.311742264
2,5000,1000,75,15,ClusterR,904791.311742264
3,5000,1000,75,15,ClusterR,904791.311742264
4,5000,1000,75,15,ClusterR,904791.311742264
5,5000,1000,75,15,ClusterR,904791.311742264
6,5000,1000,75,15,ClusterR,904791.311742264
7,5000,1000,75,15,ClusterR,904791.311742264
8,5000,1000,75,15,ClusterR,904791.311742264
9,5000,1000,75,15,ClusterR,904791.311742264
10,5000,1000,75,15,ClusterR,904791.311742264
11,5000,1000,75,15,ClusterR,904791.311742264
12,5000,1000,75,15,ClusterR,904791.311742264
13,5000,1000,75,15,ClusterR,904791.311742264
14,5000,1000,75,15,ClusterR,904791.311742264
15,5000,1000,75,15,ClusterR,904791.311742264
16,5000,1000,75,15,ClusterR,904791.311742264
17,5000,1000,75,15,ClusterR,904791.311742264
18,5000,1000,75,15,ClusterR,904791.311742264
19,5000,1000,75,15,ClusterR,904791.311742264
20,5000,1000,75,15,ClusterR,904791.311742264
21,5000,1000,75,15,ClusterR,904791.311742264
22,5000,1000,75,15,ClusterR,904791.311742264
23,5000,1000,75,15,ClusterR,904791.311742264
24,5000,1000,75,15,ClusterR,904791.311742264
25,5000,1000,75,15,ClusterR,904791.311742264
26,5000,1000,75,15,ClusterR,904791.311742264
27,5000,1000,75,15,ClusterR,904791.311742264
28,5000,1000,75,15,ClusterR,904791.311742264
29,5000,1000,75,15,ClusterR,904791.311742264
30,5000,1000,75,15,ClusterR,904791.311742264
31,5000,1000,75,15,ClusterR,904791.311742264
32,5000,1000,75,15,ClusterR,904791.311742264
33,5000,1000,75,15,ClusterR,904791.311742264
34,5000,1000,75,15,ClusterR,904791.311742264
35,5000,1000,75,15,ClusterR,904791.311742264
36,5000,1000,75,15,ClusterR,904791.311742264
37,5000,1000,75,15,ClusterR,904791.311742264
38,5000,1000,75,15,ClusterR,904791.311742264
39,5000,1000,75,15,ClusterR,904791.311742264
40,5000,1000,75,15,ClusterR,904791.311742264
41,5000,1000,75,15,ClusterR,904791.311742264
42,5000,1000,75,15,ClusterR,904791.311742264
43,5000,1000,75,15,ClusterR,904791.311742264
44,5000,1000,75,15,ClusterR,904791.311742264
45,5000,1000,75,15,ClusterR,904791.311742264
46,5000,1000,75,15,ClusterR,904791.311742264
47,5000,1000,75,15,ClusterR,904791.311742264
48,5000,1000,75,15,ClusterR,904791.311742264
49,5000,1000,75,15,ClusterR,904791.311742264
50,5000,1000,75,15,ClusterR,904791.311742264
1,5000,1000,150,15,ClusterR,3081965.4711568
2,5000,1000,150,15,ClusterR,3081965.4711568
