"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,1000,10,15,ClusterR,2883496356.5556
2,25000,1000,10,15,ClusterR,3395414434
3,25000,1000,10,15,ClusterR,3337693735.85992
4,25000,1000,10,15,ClusterR,2499477121.30556
5,25000,1000,10,15,ClusterR,1793919667.34375
6,25000,1000,10,15,ClusterR,1546531388.58333
7,25000,1000,10,15,ClusterR,2131302256.09444
8,25000,1000,10,15,ClusterR,1195869824.06482
9,25000,1000,10,15,ClusterR,4011467104.23438
10,25000,1000,10,15,ClusterR,2482169420.62964
11,25000,1000,10,15,ClusterR,1923899238.25
12,25000,1000,10,15,ClusterR,16453146240.9444
13,25000,1000,10,15,ClusterR,4465182510.68212
14,25000,1000,10,15,ClusterR,1317465675.86003
15,25000,1000,10,15,ClusterR,8269940951
16,25000,1000,10,15,ClusterR,1477277772.86111
17,25000,1000,10,15,ClusterR,3746421131.4375
18,25000,1000,10,15,ClusterR,4070809811.76016
19,25000,1000,10,15,ClusterR,4209858493.58322
20,25000,1000,10,15,ClusterR,808577588.280031
21,25000,1000,10,15,ClusterR,2247757601.52222
22,25000,1000,10,15,ClusterR,5099242773.16666
23,25000,1000,10,15,ClusterR,2676543632.96296
24,25000,1000,10,15,ClusterR,1470426149.06
25,25000,1000,10,15,ClusterR,1000144726.57143
26,25000,1000,10,15,ClusterR,4411204383.12243
27,25000,1000,10,15,ClusterR,1117380821.875
28,25000,1000,10,15,ClusterR,4298605216.33339
29,25000,1000,10,15,ClusterR,1823959708.125
30,25000,1000,10,15,ClusterR,1413849613.3125
31,25000,1000,10,15,ClusterR,1596294421.35803
32,25000,1000,10,15,ClusterR,1397327724.5926
33,25000,1000,10,15,ClusterR,4127327328.91667
34,25000,1000,10,15,ClusterR,1699436614.00511
35,25000,1000,10,15,ClusterR,1469500291.42859
36,25000,1000,10,15,ClusterR,1293209064.00001
37,25000,1000,10,15,ClusterR,1829797003.1605
38,25000,1000,10,15,ClusterR,4140312109.75
39,25000,1000,10,15,ClusterR,1217492508.9975
40,25000,1000,10,15,ClusterR,1311645376.59184
41,25000,1000,10,15,ClusterR,1523913068.38889
42,25000,1000,10,15,ClusterR,6668184053.91001
43,25000,1000,10,15,ClusterR,3012132942.26337
44,25000,1000,10,15,ClusterR,2272564668.72001
45,25000,1000,10,15,ClusterR,2424488708.33333
46,25000,1000,10,15,ClusterR,1218765130.91
47,25000,1000,10,15,ClusterR,4058778712.04688
48,25000,1000,10,15,ClusterR,1314402573.09
49,25000,1000,10,15,ClusterR,2509079235.8858
50,25000,1000,10,15,ClusterR,1281802386.36111
1,25000,1000,35,15,ClusterR,1897824730.73211
2,25000,1000,35,15,ClusterR,3331101226.14938
3,25000,1000,35,15,ClusterR,3969103980.61838
4,25000,1000,35,15,ClusterR,4050828864.98334
5,25000,1000,35,15,ClusterR,906612930.909265
6,25000,1000,35,15,ClusterR,1573787142.09786
7,25000,1000,35,15,ClusterR,3990481816.56051
8,25000,1000,35,15,ClusterR,2533301636.025
9,25000,1000,35,15,ClusterR,983150630.48969
10,25000,1000,35,15,ClusterR,11856268762.824
11,25000,1000,35,15,ClusterR,1436813311.50373
12,25000,1000,35,15,ClusterR,1621505914.51926
13,25000,1000,35,15,ClusterR,1016052532.008
14,25000,1000,35,15,ClusterR,1354129404.57861
15,25000,1000,35,15,ClusterR,1976186729.03291
16,25000,1000,35,15,ClusterR,1235820911.21875
17,25000,1000,35,15,ClusterR,2966024952.11733
18,25000,1000,35,15,ClusterR,2344181882.55297
19,25000,1000,35,15,ClusterR,2045760778.32105
20,25000,1000,35,15,ClusterR,952825921.8842
21,25000,1000,35,15,ClusterR,921838057.602209
22,25000,1000,35,15,ClusterR,1422070589.35488
23,25000,1000,35,15,ClusterR,2469858904.99975
24,25000,1000,35,15,ClusterR,1367883365.53338
25,25000,1000,35,15,ClusterR,3243795844.30948
26,25000,1000,35,15,ClusterR,1119078737.64575
27,25000,1000,35,15,ClusterR,50308403526.3995
28,25000,1000,35,15,ClusterR,993421285.098085
29,25000,1000,35,15,ClusterR,27249615467.7069
30,25000,1000,35,15,ClusterR,1357534317.92929
31,25000,1000,35,15,ClusterR,17505847106.5312
32,25000,1000,35,15,ClusterR,857932355.100608
33,25000,1000,35,15,ClusterR,1250564836.5516
34,25000,1000,35,15,ClusterR,1104897714.38134
35,25000,1000,35,15,ClusterR,1494291128.13241
36,25000,1000,35,15,ClusterR,1423030480.51814
37,25000,1000,35,15,ClusterR,833742078.195354
38,25000,1000,35,15,ClusterR,1126924494.80069
39,25000,1000,35,15,ClusterR,981146421.690013
40,25000,1000,35,15,ClusterR,1760584304.17617
41,25000,1000,35,15,ClusterR,1147907616.86297
42,25000,1000,35,15,ClusterR,1340051566.81125
43,25000,1000,35,15,ClusterR,4392317376.38253
44,25000,1000,35,15,ClusterR,1115838379.28563
45,25000,1000,35,15,ClusterR,2348167949.72122
46,25000,1000,35,15,ClusterR,4827226591.24596
47,25000,1000,35,15,ClusterR,1314509482.67793
48,25000,1000,35,15,ClusterR,889835638.641727
49,25000,1000,35,15,ClusterR,3972300810.90509
50,25000,1000,35,15,ClusterR,6391099515.1474
1,25000,1000,75,15,ClusterR,1547165867.07036
2,25000,1000,75,15,ClusterR,1180383427.64984
3,25000,1000,75,15,ClusterR,813414538.256087
4,25000,1000,75,15,ClusterR,1561987513.66347
5,25000,1000,75,15,ClusterR,1294855564.25165
6,25000,1000,75,15,ClusterR,928143977.599439
7,25000,1000,75,15,ClusterR,943799704.82761
8,25000,1000,75,15,ClusterR,1182305317.37599
9,25000,1000,75,15,ClusterR,1358016297.13756
10,25000,1000,75,15,ClusterR,1230384626.95976
11,25000,1000,75,15,ClusterR,1263574211.76878
12,25000,1000,75,15,ClusterR,1183517838.81322
13,25000,1000,75,15,ClusterR,3732141148.08469
14,25000,1000,75,15,ClusterR,110407131343.227
15,25000,1000,75,15,ClusterR,695310476.992459
16,25000,1000,75,15,ClusterR,3991770003.16755
17,25000,1000,75,15,ClusterR,1433648122.83256
18,25000,1000,75,15,ClusterR,828698499.180543
19,25000,1000,75,15,ClusterR,1660274176.16093
20,25000,1000,75,15,ClusterR,1614284972.07919
21,25000,1000,75,15,ClusterR,2261582396.89935
22,25000,1000,75,15,ClusterR,2273471147.28565
23,25000,1000,75,15,ClusterR,859489323.236647
24,25000,1000,75,15,ClusterR,970884902.41087
25,25000,1000,75,15,ClusterR,1319888836.02459
26,25000,1000,75,15,ClusterR,1268138772.65362
27,25000,1000,75,15,ClusterR,1266824284.25733
28,25000,1000,75,15,ClusterR,1347264244.72307
29,25000,1000,75,15,ClusterR,1024934582.73699
30,25000,1000,75,15,ClusterR,1462975721.36697
31,25000,1000,75,15,ClusterR,1329473001.9475
32,25000,1000,75,15,ClusterR,1202124026.94363
33,25000,1000,75,15,ClusterR,1299711094.03789
34,25000,1000,75,15,ClusterR,848059611.505566
35,25000,1000,75,15,ClusterR,946890239.900962
36,25000,1000,75,15,ClusterR,1464422828.65955
37,25000,1000,75,15,ClusterR,1876196363.71829
38,25000,1000,75,15,ClusterR,3549266643.42035
39,25000,1000,75,15,ClusterR,1576793776.15964
40,25000,1000,75,15,ClusterR,672257586.300171
41,25000,1000,75,15,ClusterR,4048409524.96206
42,25000,1000,75,15,ClusterR,930040981.986356
43,25000,1000,75,15,ClusterR,834509380.331104
44,25000,1000,75,15,ClusterR,1371392852.69963
45,25000,1000,75,15,ClusterR,1904308034.02563
46,25000,1000,75,15,ClusterR,1572734432.65416
47,25000,1000,75,15,ClusterR,878678701.741702
48,25000,1000,75,15,ClusterR,1422044274.42718
49,25000,1000,75,15,ClusterR,942888829.724434
50,25000,1000,75,15,ClusterR,1300073101.53334
1,25000,1000,150,15,ClusterR,784933425.790197
2,25000,1000,150,15,ClusterR,1068080341.08787
3,25000,1000,150,15,ClusterR,902738711.792625
4,25000,1000,150,15,ClusterR,683108192.054001
5,25000,1000,150,15,ClusterR,782708131.178593
6,25000,1000,150,15,ClusterR,821223705.748882
7,25000,1000,150,15,ClusterR,1328663573.53371
8,25000,1000,150,15,ClusterR,699588882.566486
9,25000,1000,150,15,ClusterR,800534986.330952
10,25000,1000,150,15,ClusterR,1102870987.9077
11,25000,1000,150,15,ClusterR,1048915280.51048
12,25000,1000,150,15,ClusterR,1108799085.21349
13,25000,1000,150,15,ClusterR,742217305.442223
14,25000,1000,150,15,ClusterR,731176655.794899
15,25000,1000,150,15,ClusterR,670440029.160255
16,25000,1000,150,15,ClusterR,1106749903.973
17,25000,1000,150,15,ClusterR,903440044.827135
18,25000,1000,150,15,ClusterR,914394118.285319
19,25000,1000,150,15,ClusterR,652619400.102942
20,25000,1000,150,15,ClusterR,797488635.685734
21,25000,1000,150,15,ClusterR,1605738259.1459
22,25000,1000,150,15,ClusterR,1013671394.42635
23,25000,1000,150,15,ClusterR,2491194996.09672
24,25000,1000,150,15,ClusterR,685130685.30448
25,25000,1000,150,15,ClusterR,1031649113.41076
26,25000,1000,150,15,ClusterR,672225494.756243
27,25000,1000,150,15,ClusterR,1161097076.45553
28,25000,1000,150,15,ClusterR,762937727.460445
29,25000,1000,150,15,ClusterR,922417477.580275
30,25000,1000,150,15,ClusterR,863825935.619761
31,25000,1000,150,15,ClusterR,1007531651.98047
32,25000,1000,150,15,ClusterR,998356029.722232
33,25000,1000,150,15,ClusterR,886073120.349798
34,25000,1000,150,15,ClusterR,780345893.381788
35,25000,1000,150,15,ClusterR,860330795.960559
36,25000,1000,150,15,ClusterR,842464251.045059
37,25000,1000,150,15,ClusterR,830982194.288091
38,25000,1000,150,15,ClusterR,936351947.094377
39,25000,1000,150,15,ClusterR,579399190.032744
40,25000,1000,150,15,ClusterR,636675876.080573
41,25000,1000,150,15,ClusterR,1239020053.24405
42,25000,1000,150,15,ClusterR,819719201.989837
43,25000,1000,150,15,ClusterR,763136347.70759
44,25000,1000,150,15,ClusterR,792967027.408649
45,25000,1000,150,15,ClusterR,779157255.457663
46,25000,1000,150,15,ClusterR,3359206386.18073
47,25000,1000,150,15,ClusterR,1070867656.36569
48,25000,1000,150,15,ClusterR,1440835593.79495
49,25000,1000,150,15,ClusterR,793027243.961033
50,25000,1000,150,15,ClusterR,1252938803.52069
1,25000,1000,500,15,ClusterR,722318663.839565
2,25000,1000,500,15,ClusterR,791643779.455062
3,25000,1000,500,15,ClusterR,630411821.782995
4,25000,1000,500,15,ClusterR,835960893.490089
5,25000,1000,500,15,ClusterR,772812201.189504
6,25000,1000,500,15,ClusterR,717336204.433954
7,25000,1000,500,15,ClusterR,577869577.341164
8,25000,1000,500,15,ClusterR,622503330.753327
9,25000,1000,500,15,ClusterR,656487828.245241
10,25000,1000,500,15,ClusterR,601763904.181325
11,25000,1000,500,15,ClusterR,1057255613.45149
12,25000,1000,500,15,ClusterR,810554908.319391
13,25000,1000,500,15,ClusterR,717011598.555454
14,25000,1000,500,15,ClusterR,762430816.436154
15,25000,1000,500,15,ClusterR,741318227.090668
16,25000,1000,500,15,ClusterR,668141947.829813
17,25000,1000,500,15,ClusterR,646678249.242852
18,25000,1000,500,15,ClusterR,814235564.322816
19,25000,1000,500,15,ClusterR,832563365.940006
20,25000,1000,500,15,ClusterR,815092922.820263
21,25000,1000,500,15,ClusterR,734318390.700968
22,25000,1000,500,15,ClusterR,689427342.840916
23,25000,1000,500,15,ClusterR,754515807.627487
24,25000,1000,500,15,ClusterR,761088572.996812
25,25000,1000,500,15,ClusterR,591261261.734151
26,25000,1000,500,15,ClusterR,630306323.79986
27,25000,1000,500,15,ClusterR,771365733.657767
28,25000,1000,500,15,ClusterR,719502934.008058
29,25000,1000,500,15,ClusterR,581976113.245075
30,25000,1000,500,15,ClusterR,750286444.957438
31,25000,1000,500,15,ClusterR,603647737.822958
32,25000,1000,500,15,ClusterR,607563354.996264
33,25000,1000,500,15,ClusterR,656061985.198377
34,25000,1000,500,15,ClusterR,760082192.536028
35,25000,1000,500,15,ClusterR,742728748.262613
36,25000,1000,500,15,ClusterR,605810201.764541
