"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,1000,10,15,hdf5,1402942739.6389
2,10000,1000,10,15,hdf5,1846978015.5408
3,10000,1000,10,15,hdf5,1022207873.73
4,10000,1000,10,15,hdf5,406572766.703702
5,10000,1000,10,15,hdf5,605554691.122453
6,10000,1000,10,15,hdf5,700911875.524691
7,10000,1000,10,15,hdf5,1158411636.35714
8,10000,1000,10,15,hdf5,2702817490.45312
9,10000,1000,10,15,hdf5,2125324908.1875
10,10000,1000,10,15,hdf5,761028669.427083
11,10000,1000,10,15,hdf5,645448737.125
12,10000,1000,10,15,hdf5,1848546786.18055
13,10000,1000,10,15,hdf5,2197699132.375
14,10000,1000,10,15,hdf5,491895345.666666
15,10000,1000,10,15,hdf5,566067683.4375
16,10000,1000,10,15,hdf5,544875588.166663
17,10000,1000,10,15,hdf5,580691239.518518
18,10000,1000,10,15,hdf5,623428757.000003
19,10000,1000,10,15,hdf5,815561319.444448
20,10000,1000,10,15,hdf5,2920423012.25
21,10000,1000,10,15,hdf5,566718164.78125
22,10000,1000,10,15,hdf5,589825975.285717
23,10000,1000,10,15,hdf5,520605707.050001
24,10000,1000,10,15,hdf5,612368930.52778
25,10000,1000,10,15,hdf5,617630913.666665
26,10000,1000,10,15,hdf5,620604136.600003
27,10000,1000,10,15,hdf5,451768470.5
28,10000,1000,10,15,hdf5,560043226.061227
29,10000,1000,10,15,hdf5,616193145.463542
30,10000,1000,10,15,hdf5,452607602.774691
31,10000,1000,10,15,hdf5,763899393.416666
32,10000,1000,10,15,hdf5,685605783.596942
33,10000,1000,10,15,hdf5,610810219.611112
34,10000,1000,10,15,hdf5,1866335735.12755
35,10000,1000,10,15,hdf5,606328889.132657
36,10000,1000,10,15,hdf5,601965040.897961
37,10000,1000,10,15,hdf5,572554271.715277
38,10000,1000,10,15,hdf5,985639790.5
39,10000,1000,10,15,hdf5,3698209345.375
40,10000,1000,10,15,hdf5,470919349.75
41,10000,1000,10,15,hdf5,696451947.555554
42,10000,1000,10,15,hdf5,1488116311.125
43,10000,1000,10,15,hdf5,664660013.416666
44,10000,1000,10,15,hdf5,751066134.222223
45,10000,1000,10,15,hdf5,721242843.59375
46,10000,1000,10,15,hdf5,624804508.250004
47,10000,1000,10,15,hdf5,611868241.671875
48,10000,1000,10,15,hdf5,540114596.03125
49,10000,1000,10,15,hdf5,635291509.444443
50,10000,1000,10,15,hdf5,1056258133.83674
1,10000,1000,35,15,hdf5,1034862526.55216
2,10000,1000,35,15,hdf5,574061416.858748
3,10000,1000,35,15,hdf5,418509597.071386
4,10000,1000,35,15,hdf5,357347243.474737
5,10000,1000,35,15,hdf5,687145354.37037
6,10000,1000,35,15,hdf5,596457960.670728
7,10000,1000,35,15,hdf5,620184493.652125
8,10000,1000,35,15,hdf5,640906090.168227
9,10000,1000,35,15,hdf5,601984161.658815
10,10000,1000,35,15,hdf5,368520368.834981
11,10000,1000,35,15,hdf5,440288391.184203
12,10000,1000,35,15,hdf5,394241568.389419
13,10000,1000,35,15,hdf5,1156273890.8125
14,10000,1000,35,15,hdf5,414388758.316539
15,10000,1000,35,15,hdf5,532433294.01667
16,10000,1000,35,15,hdf5,613786272.524693
17,10000,1000,35,15,hdf5,459377912.98301
18,10000,1000,35,15,hdf5,769073245.135583
19,10000,1000,35,15,hdf5,1554808319.99557
20,10000,1000,35,15,hdf5,368305200.576868
21,10000,1000,35,15,hdf5,435126106.05671
22,10000,1000,35,15,hdf5,733390657.615886
23,10000,1000,35,15,hdf5,595351146.551004
24,10000,1000,35,15,hdf5,526920775.274417
25,10000,1000,35,15,hdf5,1216833922.39
26,10000,1000,35,15,hdf5,690748979.960992
27,10000,1000,35,15,hdf5,858977018.13492
28,10000,1000,35,15,hdf5,441589739.919786
29,10000,1000,35,15,hdf5,620999484.746914
30,10000,1000,35,15,hdf5,452329069.873333
31,10000,1000,35,15,hdf5,467481160.529482
32,10000,1000,35,15,hdf5,26925929070.6668
33,10000,1000,35,15,hdf5,379886670.686227
34,10000,1000,35,15,hdf5,387526138.175488
35,10000,1000,35,15,hdf5,400758205.668669
36,10000,1000,35,15,hdf5,545414135.738338
37,10000,1000,35,15,hdf5,391561736.59657
38,10000,1000,35,15,hdf5,422099525.821998
39,10000,1000,35,15,hdf5,436753229.864115
40,10000,1000,35,15,hdf5,1063383623.59896
41,10000,1000,35,15,hdf5,552296148.612222
42,10000,1000,35,15,hdf5,381507103.486399
43,10000,1000,35,15,hdf5,454707702.701389
44,10000,1000,35,15,hdf5,625884169.100548
45,10000,1000,35,15,hdf5,477354680.292061
46,10000,1000,35,15,hdf5,599790726.105604
47,10000,1000,35,15,hdf5,368508129.930105
48,10000,1000,35,15,hdf5,433388348.293723
49,10000,1000,35,15,hdf5,400440605.629262
50,10000,1000,35,15,hdf5,550331403.286209
1,10000,1000,75,15,hdf5,604826883.165096
2,10000,1000,75,15,hdf5,302192076.701367
3,10000,1000,75,15,hdf5,329133785.148064
4,10000,1000,75,15,hdf5,538625979.380617
5,10000,1000,75,15,hdf5,383017618.212919
6,10000,1000,75,15,hdf5,317428420.214221
7,10000,1000,75,15,hdf5,315661183.222769
8,10000,1000,75,15,hdf5,499201343.534788
9,10000,1000,75,15,hdf5,342070746.8789
10,10000,1000,75,15,hdf5,407109095.933528
11,10000,1000,75,15,hdf5,441199726.771281
12,10000,1000,75,15,hdf5,357937067.897778
13,10000,1000,75,15,hdf5,310122745.286281
14,10000,1000,75,15,hdf5,559087658.411163
15,10000,1000,75,15,hdf5,383283672.373591
16,10000,1000,75,15,hdf5,316188527.10759
17,10000,1000,75,15,hdf5,300033861.638136
18,10000,1000,75,15,hdf5,283365420.263123
19,10000,1000,75,15,hdf5,381133824.672542
20,10000,1000,75,15,hdf5,367365828.384969
21,10000,1000,75,15,hdf5,668042168.253619
22,10000,1000,75,15,hdf5,371380237.132583
23,10000,1000,75,15,hdf5,362431159.714112
24,10000,1000,75,15,hdf5,357907373.265413
25,10000,1000,75,15,hdf5,475048135.645321
26,10000,1000,75,15,hdf5,312895299.158985
27,10000,1000,75,15,hdf5,356147824.590171
28,10000,1000,75,15,hdf5,408954875.230779
29,10000,1000,75,15,hdf5,402500262.061443
30,10000,1000,75,15,hdf5,468753233.317184
31,10000,1000,75,15,hdf5,1442014354.84167
32,10000,1000,75,15,hdf5,354685424.986421
33,10000,1000,75,15,hdf5,345418874.315925
34,10000,1000,75,15,hdf5,352058705.149886
35,10000,1000,75,15,hdf5,455214557.783128
36,10000,1000,75,15,hdf5,379062466.58132
37,10000,1000,75,15,hdf5,509670894.807917
38,10000,1000,75,15,hdf5,442673677.879557
39,10000,1000,75,15,hdf5,335692572.132857
40,10000,1000,75,15,hdf5,521706510.724932
41,10000,1000,75,15,hdf5,526013789.462083
42,10000,1000,75,15,hdf5,381177095.945869
43,10000,1000,75,15,hdf5,406919705.475211
44,10000,1000,75,15,hdf5,309651969.372846
45,10000,1000,75,15,hdf5,344129326.770837
46,10000,1000,75,15,hdf5,493293935.941388
47,10000,1000,75,15,hdf5,364294272.491876
48,10000,1000,75,15,hdf5,397848239.309383
49,10000,1000,75,15,hdf5,946150496.429584
50,10000,1000,75,15,hdf5,356424220.83426
1,10000,1000,150,15,hdf5,299831227.300251
2,10000,1000,150,15,hdf5,344162232.668002
3,10000,1000,150,15,hdf5,400177646.450606
4,10000,1000,150,15,hdf5,307752978.056957
5,10000,1000,150,15,hdf5,359329673.147548
6,10000,1000,150,15,hdf5,506973983.777346
7,10000,1000,150,15,hdf5,354852345.645798
8,10000,1000,150,15,hdf5,351460946.525636
9,10000,1000,150,15,hdf5,323202181.899855
10,10000,1000,150,15,hdf5,293289572.137424
11,10000,1000,150,15,hdf5,328225579.588084
12,10000,1000,150,15,hdf5,360777353.048604
13,10000,1000,150,15,hdf5,390478430.730667
14,10000,1000,150,15,hdf5,537123746.833498
15,10000,1000,150,15,hdf5,365058362.51296
16,10000,1000,150,15,hdf5,295765590.767865
17,10000,1000,150,15,hdf5,327029450.862104
18,10000,1000,150,15,hdf5,304153619.28836
19,10000,1000,150,15,hdf5,268850426.025902
20,10000,1000,150,15,hdf5,325427725.740848
21,10000,1000,150,15,hdf5,342724927.126291
22,10000,1000,150,15,hdf5,391005188.917048
23,10000,1000,150,15,hdf5,334338551.425296
24,10000,1000,150,15,hdf5,262092383.478053
25,10000,1000,150,15,hdf5,273441143.689787
26,10000,1000,150,15,hdf5,434923689.788433
27,10000,1000,150,15,hdf5,255577667.215659
28,10000,1000,150,15,hdf5,401108452.760171
29,10000,1000,150,15,hdf5,277600604.864244
30,10000,1000,150,15,hdf5,338100833.867523
31,10000,1000,150,15,hdf5,529256752.161284
32,10000,1000,150,15,hdf5,389386699.345944
33,10000,1000,150,15,hdf5,294762878.462675
34,10000,1000,150,15,hdf5,348987144.242073
35,10000,1000,150,15,hdf5,440884446.329419
36,10000,1000,150,15,hdf5,281714791.165342
37,10000,1000,150,15,hdf5,338693872.943346
38,10000,1000,150,15,hdf5,319409501.621283
39,10000,1000,150,15,hdf5,419602224.75281
40,10000,1000,150,15,hdf5,386363118.84309
41,10000,1000,150,15,hdf5,325942929.620847
42,10000,1000,150,15,hdf5,312507429.695455
43,10000,1000,150,15,hdf5,272470531.617596
44,10000,1000,150,15,hdf5,319370030.533401
45,10000,1000,150,15,hdf5,323987989.60005
46,10000,1000,150,15,hdf5,277881743.380038
47,10000,1000,150,15,hdf5,375932571.733684
48,10000,1000,150,15,hdf5,417533469.128991
49,10000,1000,150,15,hdf5,284214577.67344
50,10000,1000,150,15,hdf5,365787145.764374
1,10000,1000,500,15,hdf5,260827412.417411
2,10000,1000,500,15,hdf5,231498554.887009
3,10000,1000,500,15,hdf5,224590855.312131
4,10000,1000,500,15,hdf5,271321553.675001
5,10000,1000,500,15,hdf5,275042008.762056
6,10000,1000,500,15,hdf5,274426192.588247
7,10000,1000,500,15,hdf5,277662213.801486
8,10000,1000,500,15,hdf5,304948139.450458
9,10000,1000,500,15,hdf5,250711150.577739
10,10000,1000,500,15,hdf5,337015975.508
11,10000,1000,500,15,hdf5,252547395.560518
12,10000,1000,500,15,hdf5,285243313.909971
13,10000,1000,500,15,hdf5,346973237.318802
14,10000,1000,500,15,hdf5,298876420.234155
15,10000,1000,500,15,hdf5,304133741.630977
16,10000,1000,500,15,hdf5,269014802.329684
17,10000,1000,500,15,hdf5,253845456.287979
18,10000,1000,500,15,hdf5,251977325.175649
19,10000,1000,500,15,hdf5,267201179.782941
20,10000,1000,500,15,hdf5,331829377.466971
21,10000,1000,500,15,hdf5,255935176.052344
22,10000,1000,500,15,hdf5,344556435.828063
23,10000,1000,500,15,hdf5,268405040.2382
24,10000,1000,500,15,hdf5,320652482.745398
25,10000,1000,500,15,hdf5,253587183.281589
26,10000,1000,500,15,hdf5,260880528.366417
27,10000,1000,500,15,hdf5,309007937.878536
28,10000,1000,500,15,hdf5,321508804.014802
29,10000,1000,500,15,hdf5,264268972.375489
30,10000,1000,500,15,hdf5,273760187.683219
31,10000,1000,500,15,hdf5,318438696.927244
32,10000,1000,500,15,hdf5,262976040.276062
33,10000,1000,500,15,hdf5,253988051.533251
34,10000,1000,500,15,hdf5,269850692.564301
35,10000,1000,500,15,hdf5,256616063.116095
36,10000,1000,500,15,hdf5,248320397.192903
37,10000,1000,500,15,hdf5,244837454.420609
38,10000,1000,500,15,hdf5,313860958.330965
39,10000,1000,500,15,hdf5,274717115.989184
40,10000,1000,500,15,hdf5,253315456.991456
41,10000,1000,500,15,hdf5,339740339.614308
42,10000,1000,500,15,hdf5,300097267.870347
43,10000,1000,500,15,hdf5,248270273.430364
44,10000,1000,500,15,hdf5,256323858.556787
45,10000,1000,500,15,hdf5,301761564.833699
46,10000,1000,500,15,hdf5,315542169.323599
47,10000,1000,500,15,hdf5,271348368.897596
48,10000,1000,500,15,hdf5,285799405.173523
49,10000,1000,500,15,hdf5,343061091.005562
50,10000,1000,500,15,hdf5,247377629.369791
1,10000,1000,750,15,hdf5,255236819.449617
2,10000,1000,750,15,hdf5,264132770.032067
3,10000,1000,750,15,hdf5,306705712.550419
4,10000,1000,750,15,hdf5,245824523.01668
5,10000,1000,750,15,hdf5,322473494.043438
6,10000,1000,750,15,hdf5,324046611.30939
7,10000,1000,750,15,hdf5,252390450.607406
8,10000,1000,750,15,hdf5,262918738.719989
9,10000,1000,750,15,hdf5,257609299.843771
10,10000,1000,750,15,hdf5,266681293.264631
11,10000,1000,750,15,hdf5,274839017.287413
12,10000,1000,750,15,hdf5,280102370.664218
13,10000,1000,750,15,hdf5,249736871.648219
14,10000,1000,750,15,hdf5,253632260.333967
15,10000,1000,750,15,hdf5,242634775.672129
16,10000,1000,750,15,hdf5,232685696.756585
