"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,1000,10,15,mbkmeans,573082966.499998
2,10000,1000,10,15,mbkmeans,375879640.555554
3,10000,1000,10,15,mbkmeans,670335380.510011
4,10000,1000,10,15,mbkmeans,799930430.384086
5,10000,1000,10,15,mbkmeans,2981698072.75
6,10000,1000,10,15,mbkmeans,1512708436.44444
7,10000,1000,10,15,mbkmeans,635745297.388887
8,10000,1000,10,15,mbkmeans,72409981894.5663
9,10000,1000,10,15,mbkmeans,1346976046.94444
10,10000,1000,10,15,mbkmeans,395989767.777777
11,10000,1000,10,15,mbkmeans,1466260405
12,10000,1000,10,15,mbkmeans,582098503.65625
13,10000,1000,10,15,mbkmeans,864186280.505089
14,10000,1000,10,15,mbkmeans,673127896.30864
15,10000,1000,10,15,mbkmeans,971972107.993056
16,10000,1000,10,15,mbkmeans,642559173.9375
17,10000,1000,10,15,mbkmeans,1025896631.375
18,10000,1000,10,15,mbkmeans,457435606.000005
19,10000,1000,10,15,mbkmeans,706096530.160004
20,10000,1000,10,15,mbkmeans,453577128.612249
21,10000,1000,10,15,mbkmeans,946072747.632654
22,10000,1000,10,15,mbkmeans,2141189420.60938
23,10000,1000,10,15,mbkmeans,415290255.551024
24,10000,1000,10,15,mbkmeans,974115158.050004
25,10000,1000,10,15,mbkmeans,566903696.367359
26,10000,1000,10,15,mbkmeans,1139420108.09445
27,10000,1000,10,15,mbkmeans,500909803.979597
28,10000,1000,10,15,mbkmeans,664709573.21875
29,10000,1000,10,15,mbkmeans,4052190260.3125
30,10000,1000,10,15,mbkmeans,631759028.53125
31,10000,1000,10,15,mbkmeans,547534392.46778
32,10000,1000,10,15,mbkmeans,23433603920
33,10000,1000,10,15,mbkmeans,762002542.120004
34,10000,1000,10,15,mbkmeans,2309367344.22222
35,10000,1000,10,15,mbkmeans,603030293.571434
36,10000,1000,10,15,mbkmeans,1099602924.28572
37,10000,1000,10,15,mbkmeans,794517948.555556
38,10000,1000,10,15,mbkmeans,667752279.999998
39,10000,1000,10,15,mbkmeans,555645439.285717
40,10000,1000,10,15,mbkmeans,433803867.650001
41,10000,1000,10,15,mbkmeans,4214596656.6875
42,10000,1000,10,15,mbkmeans,748306799.125
43,10000,1000,10,15,mbkmeans,529713004.053334
44,10000,1000,10,15,mbkmeans,583771571.945579
45,10000,1000,10,15,mbkmeans,2070812745.83338
46,10000,1000,10,15,mbkmeans,654996456.301027
47,10000,1000,10,15,mbkmeans,422576127.25
48,10000,1000,10,15,mbkmeans,1850236094.27778
49,10000,1000,10,15,mbkmeans,281176343680.833
50,10000,1000,10,15,mbkmeans,473947997.97222
1,10000,1000,35,15,mbkmeans,664896582.565836
2,10000,1000,35,15,mbkmeans,790023112.932212
3,10000,1000,35,15,mbkmeans,733359236.444443
4,10000,1000,35,15,mbkmeans,785716384.220297
5,10000,1000,35,15,mbkmeans,761745736.596606
6,10000,1000,35,15,mbkmeans,545749266.732699
7,10000,1000,35,15,mbkmeans,487276117.753858
8,10000,1000,35,15,mbkmeans,414419439.325829
9,10000,1000,35,15,mbkmeans,462660865.11028
10,10000,1000,35,15,mbkmeans,356680908.143623
11,10000,1000,35,15,mbkmeans,915087330.649485
12,10000,1000,35,15,mbkmeans,475743160.509816
13,10000,1000,35,15,mbkmeans,574491282.687504
14,10000,1000,35,15,mbkmeans,596413818.890192
15,10000,1000,35,15,mbkmeans,557276044.378788
16,10000,1000,35,15,mbkmeans,630218822.222189
17,10000,1000,35,15,mbkmeans,392798210.063327
18,10000,1000,35,15,mbkmeans,414679257.113801
19,10000,1000,35,15,mbkmeans,642277345.084105
20,10000,1000,35,15,mbkmeans,375527475.674557
21,10000,1000,35,15,mbkmeans,382807022.39065
22,10000,1000,35,15,mbkmeans,778550586.777087
23,10000,1000,35,15,mbkmeans,988773703.306684
24,10000,1000,35,15,mbkmeans,596263314.184156
25,10000,1000,35,15,mbkmeans,654106671.191156
26,10000,1000,35,15,mbkmeans,603089130.050658
27,10000,1000,35,15,mbkmeans,548269022.029994
28,10000,1000,35,15,mbkmeans,618972307.723802
29,10000,1000,35,15,mbkmeans,957956392.38334
30,10000,1000,35,15,mbkmeans,545914622.470585
31,10000,1000,35,15,mbkmeans,393105650.938475
32,10000,1000,35,15,mbkmeans,3287421944.38265
33,10000,1000,35,15,mbkmeans,537821175.654489
34,10000,1000,35,15,mbkmeans,470040187.55183
35,10000,1000,35,15,mbkmeans,363423018.577286
36,10000,1000,35,15,mbkmeans,552921554.148237
37,10000,1000,35,15,mbkmeans,531029221.908866
38,10000,1000,35,15,mbkmeans,563156448.703069
39,10000,1000,35,15,mbkmeans,571940797.564445
40,10000,1000,35,15,mbkmeans,606576529.487116
41,10000,1000,35,15,mbkmeans,484566163.94643
42,10000,1000,35,15,mbkmeans,616111937.564451
43,10000,1000,35,15,mbkmeans,700852861.880278
44,10000,1000,35,15,mbkmeans,535371736.437502
45,10000,1000,35,15,mbkmeans,374429952.888888
46,10000,1000,35,15,mbkmeans,344840689.861824
47,10000,1000,35,15,mbkmeans,468688100.457483
48,10000,1000,35,15,mbkmeans,550344598.460434
49,10000,1000,35,15,mbkmeans,458790257.63829
50,10000,1000,35,15,mbkmeans,453782477.938106
1,10000,1000,75,15,mbkmeans,467710422.489727
2,10000,1000,75,15,mbkmeans,269757227.725837
3,10000,1000,75,15,mbkmeans,377829804.98535
4,10000,1000,75,15,mbkmeans,540874839.966141
5,10000,1000,75,15,mbkmeans,413190380.065375
6,10000,1000,75,15,mbkmeans,362075615.007439
7,10000,1000,75,15,mbkmeans,457060894.014082
8,10000,1000,75,15,mbkmeans,374670333.042267
9,10000,1000,75,15,mbkmeans,475916296.886237
10,10000,1000,75,15,mbkmeans,301189648.58241
11,10000,1000,75,15,mbkmeans,919389964.926238
12,10000,1000,75,15,mbkmeans,750458633.093436
13,10000,1000,75,15,mbkmeans,379725692.594023
14,10000,1000,75,15,mbkmeans,426564024.471794
15,10000,1000,75,15,mbkmeans,384954877.975867
16,10000,1000,75,15,mbkmeans,549625306.175467
17,10000,1000,75,15,mbkmeans,429949003.259426
18,10000,1000,75,15,mbkmeans,332686989.844725
19,10000,1000,75,15,mbkmeans,363270287.011726
20,10000,1000,75,15,mbkmeans,360662569.802287
21,10000,1000,75,15,mbkmeans,320607357.588161
22,10000,1000,75,15,mbkmeans,390891445.758324
23,10000,1000,75,15,mbkmeans,342708895.147309
24,10000,1000,75,15,mbkmeans,454091237.69527
25,10000,1000,75,15,mbkmeans,392955853.062455
26,10000,1000,75,15,mbkmeans,353916130.482553
27,10000,1000,75,15,mbkmeans,567509593.509496
28,10000,1000,75,15,mbkmeans,573373378.586169
29,10000,1000,75,15,mbkmeans,463121553.389466
30,10000,1000,75,15,mbkmeans,544665956.084704
31,10000,1000,75,15,mbkmeans,355317294.239011
32,10000,1000,75,15,mbkmeans,373218745.057361
33,10000,1000,75,15,mbkmeans,13870916110.1704
34,10000,1000,75,15,mbkmeans,527055166.423702
35,10000,1000,75,15,mbkmeans,325115183.657219
36,10000,1000,75,15,mbkmeans,341567722.676221
37,10000,1000,75,15,mbkmeans,398089040.883319
38,10000,1000,75,15,mbkmeans,350910095.836458
39,10000,1000,75,15,mbkmeans,345417117.826868
40,10000,1000,75,15,mbkmeans,385853415.260206
41,10000,1000,75,15,mbkmeans,291789459.016898
42,10000,1000,75,15,mbkmeans,448058351.521824
43,10000,1000,75,15,mbkmeans,538989402.716512
44,10000,1000,75,15,mbkmeans,323036417.092376
45,10000,1000,75,15,mbkmeans,291263508.99694
46,10000,1000,75,15,mbkmeans,764190799.071154
47,10000,1000,75,15,mbkmeans,574812280.038907
48,10000,1000,75,15,mbkmeans,343016243.316352
49,10000,1000,75,15,mbkmeans,507541638.126204
