"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,5000,10,15,mbkmeans,220225622.600001
2,5000,5000,10,15,mbkmeans,184226449.560001
3,5000,5000,10,15,mbkmeans,265435640.796875
4,5000,5000,10,15,mbkmeans,197575811.59375
5,5000,5000,10,15,mbkmeans,191569180.913833
6,5000,5000,10,15,mbkmeans,156997702.280002
7,5000,5000,10,15,mbkmeans,378589463.875
8,5000,5000,10,15,mbkmeans,218786120.642859
9,5000,5000,10,15,mbkmeans,308078818.3125
10,5000,5000,10,15,mbkmeans,162369185.222222
11,5000,5000,10,15,mbkmeans,320724724.666664
12,5000,5000,10,15,mbkmeans,264136812.5
13,5000,5000,10,15,mbkmeans,168530754.125
14,5000,5000,10,15,mbkmeans,307901877.320003
15,5000,5000,10,15,mbkmeans,207469830.283951
16,5000,5000,10,15,mbkmeans,153119473.109375
17,5000,5000,10,15,mbkmeans,446239965.333333
18,5000,5000,10,15,mbkmeans,163904228.224492
19,5000,5000,10,15,mbkmeans,262420727.353743
20,5000,5000,10,15,mbkmeans,193089916.138888
21,5000,5000,10,15,mbkmeans,350043575.375
22,5000,5000,10,15,mbkmeans,242937941.984375
23,5000,5000,10,15,mbkmeans,423964007.600008
24,5000,5000,10,15,mbkmeans,579501841.527777
25,5000,5000,10,15,mbkmeans,302176248.081634
26,5000,5000,10,15,mbkmeans,201600261.999998
27,5000,5000,10,15,mbkmeans,195636282.964287
28,5000,5000,10,15,mbkmeans,230663760.111111
29,5000,5000,10,15,mbkmeans,473520312.234694
30,5000,5000,10,15,mbkmeans,211398845.208332
31,5000,5000,10,15,mbkmeans,190971372.666666
32,5000,5000,10,15,mbkmeans,292148866.26
33,5000,5000,10,15,mbkmeans,352188385.71528
34,5000,5000,10,15,mbkmeans,211936305.888888
35,5000,5000,10,15,mbkmeans,209468608.938777
36,5000,5000,10,15,mbkmeans,311110935.5
37,5000,5000,10,15,mbkmeans,165182575.824832
38,5000,5000,10,15,mbkmeans,209814517.047501
39,5000,5000,10,15,mbkmeans,224966664.138888
40,5000,5000,10,15,mbkmeans,298780118.722222
41,5000,5000,10,15,mbkmeans,254338046.25
42,5000,5000,10,15,mbkmeans,230809191.040819
43,5000,5000,10,15,mbkmeans,207434312.1875
44,5000,5000,10,15,mbkmeans,198331357.944445
45,5000,5000,10,15,mbkmeans,228645946.857145
46,5000,5000,10,15,mbkmeans,244683994.25
47,5000,5000,10,15,mbkmeans,303870205.569443
48,5000,5000,10,15,mbkmeans,364907739.609375
49,5000,5000,10,15,mbkmeans,173425891.497167
