"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,1000,10,15,hdf5,524997743.222222
2,5000,1000,10,15,hdf5,440214205.671875
3,5000,1000,10,15,hdf5,308741289.222219
4,5000,1000,10,15,hdf5,336957845.290002
5,5000,1000,10,15,hdf5,348141564.163268
6,5000,1000,10,15,hdf5,231103383.209877
7,5000,1000,10,15,hdf5,366664168.720002
8,5000,1000,10,15,hdf5,322317886.755104
9,5000,1000,10,15,hdf5,305169508.198981
10,5000,1000,10,15,hdf5,446682842.583333
11,5000,1000,10,15,hdf5,325825537.562503
12,5000,1000,10,15,hdf5,321889228.333332
13,5000,1000,10,15,hdf5,363788831.918369
14,5000,1000,10,15,hdf5,255210518.198981
15,5000,1000,10,15,hdf5,1131972949.94444
16,5000,1000,10,15,hdf5,566256308.3125
17,5000,1000,10,15,hdf5,245598272.040818
18,5000,1000,10,15,hdf5,242246350.13719
19,5000,1000,10,15,hdf5,715920687.288892
20,5000,1000,10,15,hdf5,435937259.527776
21,5000,1000,10,15,hdf5,10150052236.9167
22,5000,1000,10,15,hdf5,245464320.055555
23,5000,1000,10,15,hdf5,321933983.25
24,5000,1000,10,15,hdf5,355288606.168369
25,5000,1000,10,15,hdf5,863884997.810185
26,5000,1000,10,15,hdf5,389727290.140001
27,5000,1000,10,15,hdf5,233254117.375
28,5000,1000,10,15,hdf5,217739806.590002
29,5000,1000,10,15,hdf5,310491457.722222
30,5000,1000,10,15,hdf5,294820588.5
31,5000,1000,10,15,hdf5,339837143.53125
32,5000,1000,10,15,hdf5,372594580.670139
33,5000,1000,10,15,hdf5,319307673.450002
34,5000,1000,10,15,hdf5,1128438231.46875
35,5000,1000,10,15,hdf5,326214965.25
36,5000,1000,10,15,hdf5,1048867054.39
37,5000,1000,10,15,hdf5,364684916.938777
38,5000,1000,10,15,hdf5,426978451.5
39,5000,1000,10,15,hdf5,14852598514.875
40,5000,1000,10,15,hdf5,352819714.965278
41,5000,1000,10,15,hdf5,532019145.013319
42,5000,1000,10,15,hdf5,1057388566.22222
43,5000,1000,10,15,hdf5,276699409.953125
44,5000,1000,10,15,hdf5,8058345616.51929
45,5000,1000,10,15,hdf5,267665647.061727
46,5000,1000,10,15,hdf5,368570326.097222
47,5000,1000,10,15,hdf5,303830149.328125
48,5000,1000,10,15,hdf5,613718354.271605
49,5000,1000,10,15,hdf5,294256391.500002
50,5000,1000,10,15,hdf5,69723498329
