"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,1000,10,15,hdf5,1195506875.91667
2,25000,1000,10,15,hdf5,318295868918
3,25000,1000,10,15,hdf5,4024206025.14295
4,25000,1000,10,15,hdf5,1984820969
5,25000,1000,10,15,hdf5,17513119294.9388
6,25000,1000,10,15,hdf5,1363047341.95312
7,25000,1000,10,15,hdf5,2694767490.55552
8,25000,1000,10,15,hdf5,2443725841.70994
9,25000,1000,10,15,hdf5,4075753937.9694
10,25000,1000,10,15,hdf5,26551810279.5
11,25000,1000,10,15,hdf5,999414019.875
12,25000,1000,10,15,hdf5,1326055180.14002
13,25000,1000,10,15,hdf5,2177755085.66667
14,25000,1000,10,15,hdf5,2354679740.50333
15,25000,1000,10,15,hdf5,1963633661.16667
16,25000,1000,10,15,hdf5,1290018635.8125
17,25000,1000,10,15,hdf5,3540263312.08333
18,25000,1000,10,15,hdf5,1339900844.30613
19,25000,1000,10,15,hdf5,1519860156.19002
20,25000,1000,10,15,hdf5,1312104205.95312
21,25000,1000,10,15,hdf5,1451043575.375
22,25000,1000,10,15,hdf5,1241070833
23,25000,1000,10,15,hdf5,4236801645.38889
24,25000,1000,10,15,hdf5,1553556575.66667
25,25000,1000,10,15,hdf5,1320606959.25
26,25000,1000,10,15,hdf5,2077923171.83333
27,25000,1000,10,15,hdf5,1870259381.5
28,25000,1000,10,15,hdf5,1491111825.72842
29,25000,1000,10,15,hdf5,1633716861.27778
30,25000,1000,10,15,hdf5,2427758044.5
31,25000,1000,10,15,hdf5,1259884720.41666
32,25000,1000,10,15,hdf5,1028497823.0625
33,25000,1000,10,15,hdf5,8460046380
34,25000,1000,10,15,hdf5,2080588050.76191
35,25000,1000,10,15,hdf5,1998278095.51021
36,25000,1000,10,15,hdf5,1329806060.59722
37,25000,1000,10,15,hdf5,2188070411.58624
38,25000,1000,10,15,hdf5,1431892785.52778
39,25000,1000,10,15,hdf5,1608894724.5
40,25000,1000,10,15,hdf5,6913965641.83338
41,25000,1000,10,15,hdf5,1270374566.42858
42,25000,1000,10,15,hdf5,1563894709.72222
43,25000,1000,10,15,hdf5,1515738101.30557
44,25000,1000,10,15,hdf5,1398082093.37001
45,25000,1000,10,15,hdf5,1398552550.125
46,25000,1000,10,15,hdf5,2118134321.42859
47,25000,1000,10,15,hdf5,1575918103.75
48,25000,1000,10,15,hdf5,1772402417.03125
49,25000,1000,10,15,hdf5,1443213881.71429
50,25000,1000,10,15,hdf5,1535759881.77779
1,25000,1000,35,15,hdf5,862553949.787034
2,25000,1000,35,15,hdf5,2824305653.88667
3,25000,1000,35,15,hdf5,1254832672.99679
4,25000,1000,35,15,hdf5,1185203769.94048
5,25000,1000,35,15,hdf5,1404767099.32185
6,25000,1000,35,15,hdf5,902608804.626008
7,25000,1000,35,15,hdf5,962911507.054413
8,25000,1000,35,15,hdf5,839897727.453854
9,25000,1000,35,15,hdf5,2592650975.49087
10,25000,1000,35,15,hdf5,904382540.303583
11,25000,1000,35,15,hdf5,1119308013.40583
12,25000,1000,35,15,hdf5,856009568.443606
13,25000,1000,35,15,hdf5,4934076108.54579
14,25000,1000,35,15,hdf5,1199564879.14245
15,25000,1000,35,15,hdf5,1285978546.63439
16,25000,1000,35,15,hdf5,1675188654.17296
17,25000,1000,35,15,hdf5,1097154086.98387
18,25000,1000,35,15,hdf5,849759346.678625
19,25000,1000,35,15,hdf5,1541921290.7184
20,25000,1000,35,15,hdf5,842896625.392585
21,25000,1000,35,15,hdf5,798782957.227431
22,25000,1000,35,15,hdf5,1398312960.02204
23,25000,1000,35,15,hdf5,926733585.871793
24,25000,1000,35,15,hdf5,1169457915.34063
25,25000,1000,35,15,hdf5,854537200.777222
26,25000,1000,35,15,hdf5,880574686.219616
27,25000,1000,35,15,hdf5,1196252432.42355
28,25000,1000,35,15,hdf5,1074282270.97153
29,25000,1000,35,15,hdf5,858751058.312869
30,25000,1000,35,15,hdf5,1008917098.64905
31,25000,1000,35,15,hdf5,973749934.400459
32,25000,1000,35,15,hdf5,1136308523.6214
33,25000,1000,35,15,hdf5,2587446603.42219
34,25000,1000,35,15,hdf5,740462263.7993
35,25000,1000,35,15,hdf5,759953169.621672
36,25000,1000,35,15,hdf5,1281742071.27361
37,25000,1000,35,15,hdf5,651254856.013322
38,25000,1000,35,15,hdf5,1147255089.43586
39,25000,1000,35,15,hdf5,30250817928.927
40,25000,1000,35,15,hdf5,2123354062.52257
41,25000,1000,35,15,hdf5,1304271210.22719
42,25000,1000,35,15,hdf5,855741195.533328
43,25000,1000,35,15,hdf5,1090740720.81224
44,25000,1000,35,15,hdf5,1011628828.35243
45,25000,1000,35,15,hdf5,1393435509.24978
46,25000,1000,35,15,hdf5,1627922483.78912
47,25000,1000,35,15,hdf5,6724891155.41667
48,25000,1000,35,15,hdf5,949760294.645001
49,25000,1000,35,15,hdf5,775293681.638889
50,25000,1000,35,15,hdf5,740373076.689616
1,25000,1000,75,15,hdf5,814115663.750195
2,25000,1000,75,15,hdf5,908184114.259863
3,25000,1000,75,15,hdf5,968764124.208938
4,25000,1000,75,15,hdf5,762608296.955788
5,25000,1000,75,15,hdf5,977420609.452159
6,25000,1000,75,15,hdf5,812308558.637336
7,25000,1000,75,15,hdf5,1288601883.69231
8,25000,1000,75,15,hdf5,755852885.498689
9,25000,1000,75,15,hdf5,740213791.505806
10,25000,1000,75,15,hdf5,823713334.097978
11,25000,1000,75,15,hdf5,785210743.487115
12,25000,1000,75,15,hdf5,924966291.194219
13,25000,1000,75,15,hdf5,988322645.649997
14,25000,1000,75,15,hdf5,1129218799.53872
15,25000,1000,75,15,hdf5,989835599.027366
