"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,5000,10,15,kmeans,114343245.734743
2,5000,5000,10,15,kmeans,145973466.983041
3,5000,5000,10,15,kmeans,114278824.048974
4,5000,5000,10,15,kmeans,146038129.130978
5,5000,5000,10,15,kmeans,114625415.791149
6,5000,5000,10,15,kmeans,114852593.483041
7,5000,5000,10,15,kmeans,114874505.185748
8,5000,5000,10,15,kmeans,146399808.904218
9,5000,5000,10,15,kmeans,146296450.124329
10,5000,5000,10,15,kmeans,114249756.26817
11,5000,5000,10,15,kmeans,145977106.365604
12,5000,5000,10,15,kmeans,145968953.939647
13,5000,5000,10,15,kmeans,145915555.10568
14,5000,5000,10,15,kmeans,106439761.320075
15,5000,5000,10,15,kmeans,114757231.178898
16,5000,5000,10,15,kmeans,145748980.190881
17,5000,5000,10,15,kmeans,146049094.169108
18,5000,5000,10,15,kmeans,114257521.07441
19,5000,5000,10,15,kmeans,114349262.480687
20,5000,5000,10,15,kmeans,114528909.534131
21,5000,5000,10,15,kmeans,146275505.548585
22,5000,5000,10,15,kmeans,145950732.016911
23,5000,5000,10,15,kmeans,114629551.399498
24,5000,5000,10,15,kmeans,146277861.206743
25,5000,5000,10,15,kmeans,146044253.524971
26,5000,5000,10,15,kmeans,114241471.382046
27,5000,5000,10,15,kmeans,114241457.010614
28,5000,5000,10,15,kmeans,146202445.699225
29,5000,5000,10,15,kmeans,114241457.010614
30,5000,5000,10,15,kmeans,114628406.072318
31,5000,5000,10,15,kmeans,146276013.885612
32,5000,5000,10,15,kmeans,146389600.431443
33,5000,5000,10,15,kmeans,145970451.731002
34,5000,5000,10,15,kmeans,114302922.903997
35,5000,5000,10,15,kmeans,146077387.074856
36,5000,5000,10,15,kmeans,114348582.680453
37,5000,5000,10,15,kmeans,145972816.790853
38,5000,5000,10,15,kmeans,146094792.242279
39,5000,5000,10,15,kmeans,146300300.093911
40,5000,5000,10,15,kmeans,114624576.822309
41,5000,5000,10,15,kmeans,114248759.120284
42,5000,5000,10,15,kmeans,114348582.680453
43,5000,5000,10,15,kmeans,146757413.792738
44,5000,5000,10,15,kmeans,114146966.423369
45,5000,5000,10,15,kmeans,145963771.895868
46,5000,5000,10,15,kmeans,146273160.496067
47,5000,5000,10,15,kmeans,146289489.979107
48,5000,5000,10,15,kmeans,146684201.726444
49,5000,5000,10,15,kmeans,114266539.592617
