"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,1000,10,15,ClusterR,114653.04
2,10000,1000,10,15,ClusterR,114653.04
3,10000,1000,10,15,ClusterR,114653.04
4,10000,1000,10,15,ClusterR,114653.04
5,10000,1000,10,15,ClusterR,114653.04
6,10000,1000,10,15,ClusterR,114653.04
7,10000,1000,10,15,ClusterR,114653.04
8,10000,1000,10,15,ClusterR,114653.04
9,10000,1000,10,15,ClusterR,114653.04
10,10000,1000,10,15,ClusterR,114653.04
11,10000,1000,10,15,ClusterR,114653.04
12,10000,1000,10,15,ClusterR,114653.04
13,10000,1000,10,15,ClusterR,114653.04
14,10000,1000,10,15,ClusterR,114653.04
15,10000,1000,10,15,ClusterR,114653.04
16,10000,1000,10,15,ClusterR,114653.04
17,10000,1000,10,15,ClusterR,114653.04
18,10000,1000,10,15,ClusterR,114653.04
19,10000,1000,10,15,ClusterR,114653.04
20,10000,1000,10,15,ClusterR,114653.04
21,10000,1000,10,15,ClusterR,114653.04
22,10000,1000,10,15,ClusterR,114653.04
23,10000,1000,10,15,ClusterR,114653.04
24,10000,1000,10,15,ClusterR,114653.04
25,10000,1000,10,15,ClusterR,114653.04
26,10000,1000,10,15,ClusterR,114653.04
27,10000,1000,10,15,ClusterR,114653.04
28,10000,1000,10,15,ClusterR,114653.04
29,10000,1000,10,15,ClusterR,114653.04
30,10000,1000,10,15,ClusterR,114653.04
31,10000,1000,10,15,ClusterR,114653.04
32,10000,1000,10,15,ClusterR,114653.04
33,10000,1000,10,15,ClusterR,114653.04
34,10000,1000,10,15,ClusterR,114653.04
35,10000,1000,10,15,ClusterR,114653.04
36,10000,1000,10,15,ClusterR,114653.04
37,10000,1000,10,15,ClusterR,114653.04
38,10000,1000,10,15,ClusterR,114653.04
39,10000,1000,10,15,ClusterR,114653.04
40,10000,1000,10,15,ClusterR,114653.04
41,10000,1000,10,15,ClusterR,114653.04
42,10000,1000,10,15,ClusterR,114653.04
43,10000,1000,10,15,ClusterR,114653.04
44,10000,1000,10,15,ClusterR,114653.04
45,10000,1000,10,15,ClusterR,114653.04
46,10000,1000,10,15,ClusterR,114653.04
47,10000,1000,10,15,ClusterR,114653.04
48,10000,1000,10,15,ClusterR,114653.04
49,10000,1000,10,15,ClusterR,114653.04
50,10000,1000,10,15,ClusterR,114653.04
1,10000,1000,35,15,ClusterR,518414.214743588
2,10000,1000,35,15,ClusterR,518414.214743588
3,10000,1000,35,15,ClusterR,518414.214743588
4,10000,1000,35,15,ClusterR,518414.214743588
5,10000,1000,35,15,ClusterR,518414.214743588
6,10000,1000,35,15,ClusterR,518414.214743588
7,10000,1000,35,15,ClusterR,518414.214743588
8,10000,1000,35,15,ClusterR,518414.214743588
9,10000,1000,35,15,ClusterR,518414.214743588
10,10000,1000,35,15,ClusterR,518414.214743588
11,10000,1000,35,15,ClusterR,518414.214743588
12,10000,1000,35,15,ClusterR,518414.214743588
13,10000,1000,35,15,ClusterR,518414.214743588
14,10000,1000,35,15,ClusterR,518414.214743588
15,10000,1000,35,15,ClusterR,518414.214743588
16,10000,1000,35,15,ClusterR,518414.214743588
17,10000,1000,35,15,ClusterR,518414.214743588
18,10000,1000,35,15,ClusterR,518414.214743588
19,10000,1000,35,15,ClusterR,518414.214743588
20,10000,1000,35,15,ClusterR,518414.214743588
21,10000,1000,35,15,ClusterR,518414.214743588
22,10000,1000,35,15,ClusterR,518414.214743588
23,10000,1000,35,15,ClusterR,518414.214743588
24,10000,1000,35,15,ClusterR,518414.214743588
25,10000,1000,35,15,ClusterR,518414.214743588
26,10000,1000,35,15,ClusterR,518414.214743588
27,10000,1000,35,15,ClusterR,518414.214743588
28,10000,1000,35,15,ClusterR,518414.214743588
29,10000,1000,35,15,ClusterR,518414.214743588
30,10000,1000,35,15,ClusterR,518414.214743588
31,10000,1000,35,15,ClusterR,518414.214743588
32,10000,1000,35,15,ClusterR,518414.214743588
33,10000,1000,35,15,ClusterR,518414.214743588
34,10000,1000,35,15,ClusterR,518414.214743588
35,10000,1000,35,15,ClusterR,518414.214743588
36,10000,1000,35,15,ClusterR,518414.214743588
37,10000,1000,35,15,ClusterR,518414.214743588
38,10000,1000,35,15,ClusterR,518414.214743588
39,10000,1000,35,15,ClusterR,518414.214743588
40,10000,1000,35,15,ClusterR,518414.214743588
41,10000,1000,35,15,ClusterR,518414.214743588
42,10000,1000,35,15,ClusterR,518414.214743588
