"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,1000,10,15,kmeans,117535377.978397
2,5000,1000,10,15,kmeans,117626529.493923
3,5000,1000,10,15,kmeans,117988428.811409
4,5000,1000,10,15,kmeans,118224845.380919
5,5000,1000,10,15,kmeans,117536861.792486
6,5000,1000,10,15,kmeans,149795355.126135
7,5000,1000,10,15,kmeans,149947710.604746
8,5000,1000,10,15,kmeans,118014640.780972
9,5000,1000,10,15,kmeans,117684973.716357
10,5000,1000,10,15,kmeans,117968706.227721
11,5000,1000,10,15,kmeans,117914333.547341
12,5000,1000,10,15,kmeans,117683203.332565
13,5000,1000,10,15,kmeans,150258839.752754
14,5000,1000,10,15,kmeans,118066439.777362
15,5000,1000,10,15,kmeans,149652740.862864
16,5000,1000,10,15,kmeans,117626430.507151
17,5000,1000,10,15,kmeans,150013329.149452
18,5000,1000,10,15,kmeans,149644029.456266
19,5000,1000,10,15,kmeans,118013106.603766
20,5000,1000,10,15,kmeans,149597947.046658
21,5000,1000,10,15,kmeans,149473984.493952
22,5000,1000,10,15,kmeans,118008926.431583
23,5000,1000,10,15,kmeans,149598325.214353
24,5000,1000,10,15,kmeans,117959103.206561
25,5000,1000,10,15,kmeans,150073653.119256
26,5000,1000,10,15,kmeans,117853475.573683
27,5000,1000,10,15,kmeans,117815537.193824
28,5000,1000,10,15,kmeans,118319277.778992
29,5000,1000,10,15,kmeans,118162820.011089
30,5000,1000,10,15,kmeans,118166270.133324
31,5000,1000,10,15,kmeans,118014640.780972
32,5000,1000,10,15,kmeans,118296253.115189
33,5000,1000,10,15,kmeans,117801992.660779
34,5000,1000,10,15,kmeans,149652273.904581
35,5000,1000,10,15,kmeans,117983938.755613
36,5000,1000,10,15,kmeans,149896263.697347
37,5000,1000,10,15,kmeans,117688637.826525
38,5000,1000,10,15,kmeans,118238975.926496
39,5000,1000,10,15,kmeans,117687570.113954
40,5000,1000,10,15,kmeans,150126131.103307
41,5000,1000,10,15,kmeans,118047110.861881
42,5000,1000,10,15,kmeans,118332485.436439
43,5000,1000,10,15,kmeans,117815537.193824
44,5000,1000,10,15,kmeans,149618895.850641
45,5000,1000,10,15,kmeans,117739247.345443
46,5000,1000,10,15,kmeans,117697977.479245
47,5000,1000,10,15,kmeans,149751013.43252
48,5000,1000,10,15,kmeans,117583032.384797
49,5000,1000,10,15,kmeans,117739247.345443
50,5000,1000,10,15,kmeans,150360355.241566
1,5000,1000,35,15,kmeans,118152585.523194
2,5000,1000,35,15,kmeans,150187419.204002
3,5000,1000,35,15,kmeans,117789473.642216
4,5000,1000,35,15,kmeans,118384169.796128
5,5000,1000,35,15,kmeans,149984141.62733
6,5000,1000,35,15,kmeans,117634362.185998
7,5000,1000,35,15,kmeans,117817905.143244
8,5000,1000,35,15,kmeans,118124994.149704
9,5000,1000,35,15,kmeans,117701660.470108
10,5000,1000,35,15,kmeans,149599001.168697
11,5000,1000,35,15,kmeans,149668554.320658
12,5000,1000,35,15,kmeans,118015395.16765
13,5000,1000,35,15,kmeans,118105435.05324
14,5000,1000,35,15,kmeans,117627282.017267
15,5000,1000,35,15,kmeans,117923816.292088
16,5000,1000,35,15,kmeans,150472334.594887
17,5000,1000,35,15,kmeans,149597209.638531
18,5000,1000,35,15,kmeans,118469466.214726
19,5000,1000,35,15,kmeans,150255718.402443
20,5000,1000,35,15,kmeans,117817041.863567
21,5000,1000,35,15,kmeans,118066439.777362
22,5000,1000,35,15,kmeans,118244411.277428
23,5000,1000,35,15,kmeans,117811896.561528
24,5000,1000,35,15,kmeans,109312894.95835
25,5000,1000,35,15,kmeans,149733087.026175
26,5000,1000,35,15,kmeans,117765325.782537
27,5000,1000,35,15,kmeans,118152491.52685
28,5000,1000,35,15,kmeans,118015303.352566
29,5000,1000,35,15,kmeans,117742400.943988
30,5000,1000,35,15,kmeans,149627834.614427
31,5000,1000,35,15,kmeans,117634214.507107
32,5000,1000,35,15,kmeans,149892143.028067
33,5000,1000,35,15,kmeans,150241897.172417
34,5000,1000,35,15,kmeans,117536897.95819
35,5000,1000,35,15,kmeans,149892143.028067
36,5000,1000,35,15,kmeans,117783033.556863
37,5000,1000,35,15,kmeans,117739247.345443
38,5000,1000,35,15,kmeans,117641667.429156
39,5000,1000,35,15,kmeans,117741829.44479
40,5000,1000,35,15,kmeans,118066701.642938
41,5000,1000,35,15,kmeans,117989044.802627
42,5000,1000,35,15,kmeans,149892143.028067
43,5000,1000,35,15,kmeans,149652693.738917
44,5000,1000,35,15,kmeans,149669892.112066
45,5000,1000,35,15,kmeans,117905405.169119
46,5000,1000,35,15,kmeans,150257986.123612
47,5000,1000,35,15,kmeans,117971611.387336
48,5000,1000,35,15,kmeans,118066470.904316
49,5000,1000,35,15,kmeans,117814569.730248
50,5000,1000,35,15,kmeans,117783038.275958
1,5000,1000,75,15,kmeans,117843371.425189
2,5000,1000,75,15,kmeans,118013106.603766
3,5000,1000,75,15,kmeans,149595071.467784
4,5000,1000,75,15,kmeans,150320236.446596
5,5000,1000,75,15,kmeans,117913593.00723
6,5000,1000,75,15,kmeans,150037975.251531
7,5000,1000,75,15,kmeans,149732736.368934
8,5000,1000,75,15,kmeans,150000565.397138
9,5000,1000,75,15,kmeans,149882685.923077
10,5000,1000,75,15,kmeans,117739253.265068
11,5000,1000,75,15,kmeans,150050299.508888
12,5000,1000,75,15,kmeans,118166174.388659
13,5000,1000,75,15,kmeans,149668619.051958
14,5000,1000,75,15,kmeans,150029264.354989
15,5000,1000,75,15,kmeans,117988179.741833
16,5000,1000,75,15,kmeans,117788202.844038
17,5000,1000,75,15,kmeans,150254815.05836
18,5000,1000,75,15,kmeans,117786034.128687
19,5000,1000,75,15,kmeans,118052585.209742
20,5000,1000,75,15,kmeans,149904060.056735
21,5000,1000,75,15,kmeans,117739247.345443
22,5000,1000,75,15,kmeans,118245860.650137
23,5000,1000,75,15,kmeans,149963285.246055
24,5000,1000,75,15,kmeans,117957899.457443
25,5000,1000,75,15,kmeans,118482983.102512
26,5000,1000,75,15,kmeans,117988179.741833
27,5000,1000,75,15,kmeans,118085250.383647
