"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,1000,10,15,ClusterR,1760996833.94558
2,5000,1000,10,15,ClusterR,1034557818.16667
3,5000,1000,10,15,ClusterR,208473499.546875
4,5000,1000,10,15,ClusterR,953065041.055555
5,5000,1000,10,15,ClusterR,253626633.730159
6,5000,1000,10,15,ClusterR,797709795.6875
7,5000,1000,10,15,ClusterR,938179154.333332
8,5000,1000,10,15,ClusterR,353363989.796875
9,5000,1000,10,15,ClusterR,371550573.620003
10,5000,1000,10,15,ClusterR,981162658.745
11,5000,1000,10,15,ClusterR,749704475.264173
12,5000,1000,10,15,ClusterR,388264718.163266
13,5000,1000,10,15,ClusterR,1052469730
14,5000,1000,10,15,ClusterR,979904211.875
15,5000,1000,10,15,ClusterR,330358100.000003
16,5000,1000,10,15,ClusterR,421565557.419445
17,5000,1000,10,15,ClusterR,472573890.926668
18,5000,1000,10,15,ClusterR,967389089.905322
19,5000,1000,10,15,ClusterR,664400387
20,5000,1000,10,15,ClusterR,1742329876.02
21,5000,1000,10,15,ClusterR,359615109.997779
22,5000,1000,10,15,ClusterR,349978575.411113
23,5000,1000,10,15,ClusterR,672312691.370381
24,5000,1000,10,15,ClusterR,377610206.048891
25,5000,1000,10,15,ClusterR,344033228.400001
26,5000,1000,10,15,ClusterR,316981846.816328
27,5000,1000,10,15,ClusterR,530637879.800001
28,5000,1000,10,15,ClusterR,311950719.930001
29,5000,1000,10,15,ClusterR,285347755.493827
30,5000,1000,10,15,ClusterR,7066973700
31,5000,1000,10,15,ClusterR,435012389.833333
32,5000,1000,10,15,ClusterR,988416666.1094
33,5000,1000,10,15,ClusterR,955425581.444449
34,5000,1000,10,15,ClusterR,6632688922.66667
35,5000,1000,10,15,ClusterR,290612234.397961
36,5000,1000,10,15,ClusterR,1058000962.29167
37,5000,1000,10,15,ClusterR,591574340.753977
38,5000,1000,10,15,ClusterR,951144313.01997
39,5000,1000,10,15,ClusterR,609609435.450001
40,5000,1000,10,15,ClusterR,636473909.979599
41,5000,1000,10,15,ClusterR,632656094.8125
42,5000,1000,10,15,ClusterR,11434206336.5556
43,5000,1000,10,15,ClusterR,684702772.703125
44,5000,1000,10,15,ClusterR,952710131.333331
45,5000,1000,10,15,ClusterR,518663124.341838
46,5000,1000,10,15,ClusterR,800773280.333326
47,5000,1000,10,15,ClusterR,449127014.875
48,5000,1000,10,15,ClusterR,714972751.152229
49,5000,1000,10,15,ClusterR,1181174003.83333
50,5000,1000,10,15,ClusterR,319412496.5
1,5000,1000,35,15,ClusterR,213848859.021112
2,5000,1000,35,15,ClusterR,515096819.953814
3,5000,1000,35,15,ClusterR,197658926.162537
4,5000,1000,35,15,ClusterR,230426619.492283
5,5000,1000,35,15,ClusterR,308426162.081198
6,5000,1000,35,15,ClusterR,363006783.976732
7,5000,1000,35,15,ClusterR,256111873.940984
8,5000,1000,35,15,ClusterR,375849441.995834
9,5000,1000,35,15,ClusterR,940215985.130026
10,5000,1000,35,15,ClusterR,176446539.560826
11,5000,1000,35,15,ClusterR,322927973.291668
12,5000,1000,35,15,ClusterR,972503328.743198
13,5000,1000,35,15,ClusterR,817125830.197922
14,5000,1000,35,15,ClusterR,320998519.527391
15,5000,1000,35,15,ClusterR,201481246.116667
16,5000,1000,35,15,ClusterR,290537559.15389
17,5000,1000,35,15,ClusterR,939797513.229243
18,5000,1000,35,15,ClusterR,451033411.164931
19,5000,1000,35,15,ClusterR,250453121.349499
20,5000,1000,35,15,ClusterR,223456296.910749
21,5000,1000,35,15,ClusterR,351957503.126758
22,5000,1000,35,15,ClusterR,7535911771.8024
23,5000,1000,35,15,ClusterR,156802213.945987
24,5000,1000,35,15,ClusterR,181436915.796823
25,5000,1000,35,15,ClusterR,366148162.344136
26,5000,1000,35,15,ClusterR,360674524.426906
27,5000,1000,35,15,ClusterR,638537206.929074
28,5000,1000,35,15,ClusterR,283168977.433552
29,5000,1000,35,15,ClusterR,594958265.388889
