"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,5000,10,15,mbkmeans,392073405.31057
2,10000,5000,10,15,mbkmeans,569389332.938779
3,10000,5000,10,15,mbkmeans,407192372.311227
4,10000,5000,10,15,mbkmeans,466596828.198984
5,10000,5000,10,15,mbkmeans,426623575.979595
6,10000,5000,10,15,mbkmeans,355125817.948983
7,10000,5000,10,15,mbkmeans,612192825.377554
8,10000,5000,10,15,mbkmeans,348840926.5
9,10000,5000,10,15,mbkmeans,504260775.654323
10,10000,5000,10,15,mbkmeans,535002970.777778
11,10000,5000,10,15,mbkmeans,410623923.187501
12,10000,5000,10,15,mbkmeans,407191094.833333
13,10000,5000,10,15,mbkmeans,476084399.916667
14,10000,5000,10,15,mbkmeans,472394659.444443
15,10000,5000,10,15,mbkmeans,615971685.1875
16,10000,5000,10,15,mbkmeans,545633203.72109
17,10000,5000,10,15,mbkmeans,667112572.755552
18,10000,5000,10,15,mbkmeans,452998576.46875
19,10000,5000,10,15,mbkmeans,473586368.266669
20,10000,5000,10,15,mbkmeans,466973222.421875
21,10000,5000,10,15,mbkmeans,420651472.959187
22,10000,5000,10,15,mbkmeans,515791174.923473
23,10000,5000,10,15,mbkmeans,585222693.244902
24,10000,5000,10,15,mbkmeans,459081552.9375
25,10000,5000,10,15,mbkmeans,359207100.556125
26,10000,5000,10,15,mbkmeans,683576206.741115
27,10000,5000,10,15,mbkmeans,474089873.265312
28,10000,5000,10,15,mbkmeans,476498384.270831
29,10000,5000,10,15,mbkmeans,436163364.213335
30,10000,5000,10,15,mbkmeans,475557975.900002
31,10000,5000,10,15,mbkmeans,376386560.481481
32,10000,5000,10,15,mbkmeans,391507091.580004
33,10000,5000,10,15,mbkmeans,441367066.224493
34,10000,5000,10,15,mbkmeans,445308085.341113
35,10000,5000,10,15,mbkmeans,620771909.749999
36,10000,5000,10,15,mbkmeans,381792369.944442
37,10000,5000,10,15,mbkmeans,519212291.10716
38,10000,5000,10,15,mbkmeans,714994883.390625
39,10000,5000,10,15,mbkmeans,482784110.972221
40,10000,5000,10,15,mbkmeans,340770339.796875
41,10000,5000,10,15,mbkmeans,659075501.037779
42,10000,5000,10,15,mbkmeans,625610513.0625
43,10000,5000,10,15,mbkmeans,549077989.030007
44,10000,5000,10,15,mbkmeans,360863421.233335
45,10000,5000,10,15,mbkmeans,750566013.860002
46,10000,5000,10,15,mbkmeans,447059402.734697
47,10000,5000,10,15,mbkmeans,1155299839.62222
48,10000,5000,10,15,mbkmeans,628022385.75694
49,10000,5000,10,15,mbkmeans,622722013.846942
50,10000,5000,10,15,mbkmeans,437924476.416666
1,10000,5000,35,15,mbkmeans,368927203.327778
2,10000,5000,35,15,mbkmeans,419319922.799168
3,10000,5000,35,15,mbkmeans,488636772.393007
4,10000,5000,35,15,mbkmeans,379308542.254491
5,10000,5000,35,15,mbkmeans,354932853.784011
6,10000,5000,35,15,mbkmeans,387004479.231591
7,10000,5000,35,15,mbkmeans,375858683.314953
8,10000,5000,35,15,mbkmeans,596923447.354938
9,10000,5000,35,15,mbkmeans,442128969.317223
10,10000,5000,35,15,mbkmeans,334795600.268781
11,10000,5000,35,15,mbkmeans,766137123.740441
12,10000,5000,35,15,mbkmeans,382982469.50631
13,10000,5000,35,15,mbkmeans,438584971.703605
14,10000,5000,35,15,mbkmeans,418911836.135298
15,10000,5000,35,15,mbkmeans,554720762.391669
16,10000,5000,35,15,mbkmeans,424002579.25344
17,10000,5000,35,15,mbkmeans,379613851.55102
18,10000,5000,35,15,mbkmeans,325313778.885203
19,10000,5000,35,15,mbkmeans,307839035.541531
20,10000,5000,35,15,mbkmeans,472186796.017914
21,10000,5000,35,15,mbkmeans,468904066.869819
22,10000,5000,35,15,mbkmeans,453297100.763889
23,10000,5000,35,15,mbkmeans,718698996.306713
24,10000,5000,35,15,mbkmeans,379834264.320239
25,10000,5000,35,15,mbkmeans,445523345.036458
26,10000,5000,35,15,mbkmeans,359686411.288889
27,10000,5000,35,15,mbkmeans,397489688.383218
28,10000,5000,35,15,mbkmeans,884784653.291056
29,10000,5000,35,15,mbkmeans,375670090.663989
30,10000,5000,35,15,mbkmeans,300998965.774445
31,10000,5000,35,15,mbkmeans,499757771.136831
32,10000,5000,35,15,mbkmeans,407046834.177152
33,10000,5000,35,15,mbkmeans,313100405.814234
34,10000,5000,35,15,mbkmeans,372748282.809026
35,10000,5000,35,15,mbkmeans,315085559.793727
36,10000,5000,35,15,mbkmeans,299446229.771592
37,10000,5000,35,15,mbkmeans,401933487.225805
38,10000,5000,35,15,mbkmeans,390908247.108503
39,10000,5000,35,15,mbkmeans,327148534.662309
40,10000,5000,35,15,mbkmeans,403308150.333439
41,10000,5000,35,15,mbkmeans,526785302.996328
42,10000,5000,35,15,mbkmeans,312232804.049831
43,10000,5000,35,15,mbkmeans,410478768.475155
44,10000,5000,35,15,mbkmeans,470024507.212447
45,10000,5000,35,15,mbkmeans,482804873.311252
46,10000,5000,35,15,mbkmeans,336686543.230678
47,10000,5000,35,15,mbkmeans,396314834.297055
48,10000,5000,35,15,mbkmeans,376493323.406443
49,10000,5000,35,15,mbkmeans,557658969.678888
50,10000,5000,35,15,mbkmeans,348319464.307956
1,10000,5000,75,15,mbkmeans,350739927.976938
2,10000,5000,75,15,mbkmeans,303283394.409722
3,10000,5000,75,15,mbkmeans,354021089.93395
4,10000,5000,75,15,mbkmeans,363629784.575408
5,10000,5000,75,15,mbkmeans,353913047.627172
6,10000,5000,75,15,mbkmeans,306373643.574156
7,10000,5000,75,15,mbkmeans,328160856.504551
8,10000,5000,75,15,mbkmeans,410811712.993862
9,10000,5000,75,15,mbkmeans,372261072.518088
10,10000,5000,75,15,mbkmeans,329765877.710587
11,10000,5000,75,15,mbkmeans,379254125.082191
12,10000,5000,75,15,mbkmeans,367057972.177118
13,10000,5000,75,15,mbkmeans,386693083.31404
14,10000,5000,75,15,mbkmeans,288193785.214164
15,10000,5000,75,15,mbkmeans,388718768.183012
16,10000,5000,75,15,mbkmeans,376424350.398886
17,10000,5000,75,15,mbkmeans,307417530.88911
18,10000,5000,75,15,mbkmeans,324907295.964378
19,10000,5000,75,15,mbkmeans,406908715.750826
20,10000,5000,75,15,mbkmeans,325443741.794005
21,10000,5000,75,15,mbkmeans,357003572.37956
22,10000,5000,75,15,mbkmeans,401515585.273417
23,10000,5000,75,15,mbkmeans,386101028.133734
24,10000,5000,75,15,mbkmeans,309994741.492638
25,10000,5000,75,15,mbkmeans,438339047.282463
26,10000,5000,75,15,mbkmeans,523347261.718711
27,10000,5000,75,15,mbkmeans,388124067.77934
28,10000,5000,75,15,mbkmeans,359692729.590245
29,10000,5000,75,15,mbkmeans,301343399.897438
30,10000,5000,75,15,mbkmeans,356773156.163064
31,10000,5000,75,15,mbkmeans,312458575.629862
32,10000,5000,75,15,mbkmeans,338197665.447606
33,10000,5000,75,15,mbkmeans,388003117.628349
34,10000,5000,75,15,mbkmeans,328157735.157217
35,10000,5000,75,15,mbkmeans,307109935.623196
36,10000,5000,75,15,mbkmeans,375363356.288292
37,10000,5000,75,15,mbkmeans,483099617.091864
38,10000,5000,75,15,mbkmeans,313520090.217254
39,10000,5000,75,15,mbkmeans,310815292.434208
40,10000,5000,75,15,mbkmeans,269087368.03038
41,10000,5000,75,15,mbkmeans,512802841.106336
42,10000,5000,75,15,mbkmeans,365657532.736956
43,10000,5000,75,15,mbkmeans,307877073.221044
44,10000,5000,75,15,mbkmeans,319372140.981827
45,10000,5000,75,15,mbkmeans,407066730.391688
46,10000,5000,75,15,mbkmeans,358962907.068278
47,10000,5000,75,15,mbkmeans,513044198.720862
48,10000,5000,75,15,mbkmeans,282917291.14894
