"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,1000,10,15,ClusterR,308067310.666667
2,5000,1000,10,15,ClusterR,608015174
3,5000,1000,10,15,ClusterR,219601874.326532
4,5000,1000,10,15,ClusterR,356151161.305555
5,5000,1000,10,15,ClusterR,438983741.083333
6,5000,1000,10,15,ClusterR,1350189366.375
7,5000,1000,10,15,ClusterR,848138075.25
8,5000,1000,10,15,ClusterR,1335959439.99998
9,5000,1000,10,15,ClusterR,1072534442
10,5000,1000,10,15,ClusterR,1137311702.47959
11,5000,1000,10,15,ClusterR,1087991661.41667
12,5000,1000,10,15,ClusterR,1099478196.75
13,5000,1000,10,15,ClusterR,1352257298.54321
14,5000,1000,10,15,ClusterR,237052938.870001
15,5000,1000,10,15,ClusterR,389047558.796875
16,5000,1000,10,15,ClusterR,951326333.244885
17,5000,1000,10,15,ClusterR,948478366.500001
18,5000,1000,10,15,ClusterR,392577146.690001
19,5000,1000,10,15,ClusterR,303105638.520832
20,5000,1000,10,15,ClusterR,354960324.938777
21,5000,1000,10,15,ClusterR,931554092.8125
22,5000,1000,10,15,ClusterR,468971396.25
23,5000,1000,10,15,ClusterR,2897159429.33333
24,5000,1000,10,15,ClusterR,958086568.166667
25,5000,1000,10,15,ClusterR,1476278327.4
26,5000,1000,10,15,ClusterR,804765565.623318
27,5000,1000,10,15,ClusterR,1870904997.97998
28,5000,1000,10,15,ClusterR,436011162.3125
29,5000,1000,10,15,ClusterR,1225802266.75
30,5000,1000,10,15,ClusterR,965194031.571425
31,5000,1000,10,15,ClusterR,363126982.796875
32,5000,1000,10,15,ClusterR,1071168786.22917
33,5000,1000,10,15,ClusterR,573523291.074074
34,5000,1000,10,15,ClusterR,598211010.5
35,5000,1000,10,15,ClusterR,1036491662.44444
36,5000,1000,10,15,ClusterR,880166332.819438
37,5000,1000,10,15,ClusterR,2685648118.16667
38,5000,1000,10,15,ClusterR,944533766.166667
39,5000,1000,10,15,ClusterR,349274132.75
40,5000,1000,10,15,ClusterR,415834063.969391
41,5000,1000,10,15,ClusterR,978140724.054983
42,5000,1000,10,15,ClusterR,60619753001.625
43,5000,1000,10,15,ClusterR,824859285.897954
44,5000,1000,10,15,ClusterR,665395077.083333
45,5000,1000,10,15,ClusterR,696697181.742631
46,5000,1000,10,15,ClusterR,308467322.999999
47,5000,1000,10,15,ClusterR,533139908
48,5000,1000,10,15,ClusterR,800381509.208326
49,5000,1000,10,15,ClusterR,344184072.5
50,5000,1000,10,15,ClusterR,953098916.666698
1,5000,1000,35,15,ClusterR,353337273.406087
2,5000,1000,35,15,ClusterR,217991129.976449
3,5000,1000,35,15,ClusterR,308294354.909687
4,5000,1000,35,15,ClusterR,788236647.336262
5,5000,1000,35,15,ClusterR,930007499.981231
6,5000,1000,35,15,ClusterR,252621556.323141
7,5000,1000,35,15,ClusterR,328446104.582767
8,5000,1000,35,15,ClusterR,377968623.520839
9,5000,1000,35,15,ClusterR,363504322.664682
10,5000,1000,35,15,ClusterR,398019146.532672
11,5000,1000,35,15,ClusterR,199446196.776805
12,5000,1000,35,15,ClusterR,335247056.540845
13,5000,1000,35,15,ClusterR,13988899289.5502
14,5000,1000,35,15,ClusterR,304274516.908861
15,5000,1000,35,15,ClusterR,391598494.805254
16,5000,1000,35,15,ClusterR,314570718.730276
17,5000,1000,35,15,ClusterR,423410686.093927
18,5000,1000,35,15,ClusterR,557267418.526219
19,5000,1000,35,15,ClusterR,1101315595.19655
20,5000,1000,35,15,ClusterR,422166082.836429
21,5000,1000,35,15,ClusterR,3807710467.0102
