"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,1000,10,15,kmeans,675685639.454596
2,25000,1000,10,15,kmeans,672395539.744798
3,25000,1000,10,15,kmeans,671201340.708035
4,25000,1000,10,15,kmeans,548464525.383347
5,25000,1000,10,15,kmeans,672514115.225417
6,25000,1000,10,15,kmeans,671201161.999681
7,25000,1000,10,15,kmeans,672180784.442266
8,25000,1000,10,15,kmeans,674708085.590432
9,25000,1000,10,15,kmeans,672393013.568526
10,25000,1000,10,15,kmeans,671179743.431416
11,25000,1000,10,15,kmeans,672276436.46436
12,25000,1000,10,15,kmeans,549028807.588151
13,25000,1000,10,15,kmeans,547789551.135129
14,25000,1000,10,15,kmeans,547925306.924817
15,25000,1000,10,15,kmeans,547789966.660763
16,25000,1000,10,15,kmeans,547789957.281793
17,25000,1000,10,15,kmeans,673305436.330441
18,25000,1000,10,15,kmeans,548683469.263958
19,25000,1000,10,15,kmeans,548679949.426312
20,25000,1000,10,15,kmeans,548679988.192495
21,25000,1000,10,15,kmeans,549040214.074146
22,25000,1000,10,15,kmeans,674014160.006816
23,25000,1000,10,15,kmeans,672522340.621033
24,25000,1000,10,15,kmeans,547782923.645675
25,25000,1000,10,15,kmeans,674913731.772455
26,25000,1000,10,15,kmeans,672407516.10295
27,25000,1000,10,15,kmeans,550435591.530306
28,25000,1000,10,15,kmeans,672507217.060417
29,25000,1000,10,15,kmeans,672514153.578398
30,25000,1000,10,15,kmeans,549109784.423135
31,25000,1000,10,15,kmeans,673904401.757761
32,25000,1000,10,15,kmeans,674024609.828955
33,25000,1000,10,15,kmeans,674914965.608099
34,25000,1000,10,15,kmeans,672524030.191782
35,25000,1000,10,15,kmeans,546816389.1044
36,25000,1000,10,15,kmeans,547789072.716237
37,25000,1000,10,15,kmeans,672178381.247781
38,25000,1000,10,15,kmeans,672173342.536162
39,25000,1000,10,15,kmeans,549028874.923573
40,25000,1000,10,15,kmeans,672155608.41301
41,25000,1000,10,15,kmeans,549033534.981311
42,25000,1000,10,15,kmeans,672403234.531771
43,25000,1000,10,15,kmeans,671179871.982256
44,25000,1000,10,15,kmeans,672178478.974281
45,25000,1000,10,15,kmeans,675223063.223145
46,25000,1000,10,15,kmeans,547599090.805512
47,25000,1000,10,15,kmeans,670519895.163326
48,25000,1000,10,15,kmeans,672403348.567627
49,25000,1000,10,15,kmeans,674025678.145107
50,25000,1000,10,15,kmeans,672156389.681451
1,25000,1000,35,15,kmeans,547624452.10875
2,25000,1000,35,15,kmeans,672424065.108915
3,25000,1000,35,15,kmeans,672179560.734776
4,25000,1000,35,15,kmeans,674403954.73657
5,25000,1000,35,15,kmeans,671179743.431416
6,25000,1000,35,15,kmeans,547624993.97216
7,25000,1000,35,15,kmeans,547782945.379326
8,25000,1000,35,15,kmeans,672516464.604101
9,25000,1000,35,15,kmeans,672513919.348806
10,25000,1000,35,15,kmeans,547789967.46312
11,25000,1000,35,15,kmeans,547272785.053789
12,25000,1000,35,15,kmeans,670518887.206675
13,25000,1000,35,15,kmeans,672512651.790597
14,25000,1000,35,15,kmeans,672179612.473166
15,25000,1000,35,15,kmeans,671179781.488842
16,25000,1000,35,15,kmeans,671201414.265071
17,25000,1000,35,15,kmeans,544152021.928298
18,25000,1000,35,15,kmeans,673029959.235046
19,25000,1000,35,15,kmeans,674013220.695738
20,25000,1000,35,15,kmeans,672506013.825275
21,25000,1000,35,15,kmeans,671179780.287907
