"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,1000,10,15,kmeans,672155398.920442
2,25000,1000,10,15,kmeans,671501528.770213
3,25000,1000,10,15,kmeans,673298828.620083
4,25000,1000,10,15,kmeans,674945879.548181
5,25000,1000,10,15,kmeans,672516062.891949
6,25000,1000,10,15,kmeans,549005186.098318
7,25000,1000,10,15,kmeans,672506295.929199
8,25000,1000,10,15,kmeans,672178351.221306
9,25000,1000,10,15,kmeans,674012990.570255
10,25000,1000,10,15,kmeans,674914622.233201
11,25000,1000,10,15,kmeans,671779782.294138
12,25000,1000,10,15,kmeans,548683469.263958
13,25000,1000,10,15,kmeans,545842549.169248
14,25000,1000,10,15,kmeans,548679593.543541
15,25000,1000,10,15,kmeans,547772603.450967
16,25000,1000,10,15,kmeans,674104284.151443
17,25000,1000,10,15,kmeans,548679988.192495
18,25000,1000,10,15,kmeans,670518408.050612
19,25000,1000,10,15,kmeans,671487771.767422
20,25000,1000,10,15,kmeans,674012911.312939
21,25000,1000,10,15,kmeans,547788986.126618
22,25000,1000,10,15,kmeans,672522340.621033
23,25000,1000,10,15,kmeans,672178471.600398
24,25000,1000,10,15,kmeans,677112943.687689
25,25000,1000,10,15,kmeans,670518826.369877
26,25000,1000,10,15,kmeans,674036774.135008
27,25000,1000,10,15,kmeans,672178828.095054
28,25000,1000,10,15,kmeans,672178407.410892
29,25000,1000,10,15,kmeans,671201335.546421
30,25000,1000,10,15,kmeans,546897753.043225
31,25000,1000,10,15,kmeans,674018535.950547
32,25000,1000,10,15,kmeans,548956334.378794
33,25000,1000,10,15,kmeans,547599085.247303
34,25000,1000,10,15,kmeans,674024745.106075
35,25000,1000,10,15,kmeans,548956824.994136
36,25000,1000,10,15,kmeans,546879655.210209
37,25000,1000,10,15,kmeans,671093884.144351
38,25000,1000,10,15,kmeans,674379885.777229
39,25000,1000,10,15,kmeans,548679489.466623
40,25000,1000,10,15,kmeans,674013220.695738
41,25000,1000,10,15,kmeans,672511432.984716
42,25000,1000,10,15,kmeans,548680260.241245
43,25000,1000,10,15,kmeans,549033581.025802
44,25000,1000,10,15,kmeans,672182321.079547
45,25000,1000,10,15,kmeans,671179829.361926
46,25000,1000,10,15,kmeans,674033794.750395
47,25000,1000,10,15,kmeans,671179743.431416
48,25000,1000,10,15,kmeans,549039838.698358
49,25000,1000,10,15,kmeans,675282991.745423
50,25000,1000,10,15,kmeans,671493129.731406
