"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,5000,10,15,kmeans,300353203.212978
2,10000,5000,10,15,kmeans,300620055.827617
3,10000,5000,10,15,kmeans,237856298.278705
4,10000,5000,10,15,kmeans,299785229.440805
5,10000,5000,10,15,kmeans,237381943.175644
6,10000,5000,10,15,kmeans,237930944.100787
7,10000,5000,10,15,kmeans,300324533.924373
8,10000,5000,10,15,kmeans,238687811.96601
9,10000,5000,10,15,kmeans,237791348.040411
10,10000,5000,10,15,kmeans,238344487.619228
11,10000,5000,10,15,kmeans,237842845.363691
12,10000,5000,10,15,kmeans,237790113.064126
13,10000,5000,10,15,kmeans,300324533.924373
14,10000,5000,10,15,kmeans,237936219.638163
15,10000,5000,10,15,kmeans,299583909.016686
16,10000,5000,10,15,kmeans,238893019.144749
17,10000,5000,10,15,kmeans,300321105.662134
18,10000,5000,10,15,kmeans,300218924.778576
19,10000,5000,10,15,kmeans,300222688.846963
20,10000,5000,10,15,kmeans,300156193.703012
21,10000,5000,10,15,kmeans,299750368.738557
22,10000,5000,10,15,kmeans,238281837.020975
23,10000,5000,10,15,kmeans,237381739.057182
24,10000,5000,10,15,kmeans,238370696.271445
25,10000,5000,10,15,kmeans,300223902.032377
26,10000,5000,10,15,kmeans,300515548.19151
27,10000,5000,10,15,kmeans,300157177.276686
28,10000,5000,10,15,kmeans,299620550.961455
29,10000,5000,10,15,kmeans,238392309.620534
30,10000,5000,10,15,kmeans,237862577.329271
31,10000,5000,10,15,kmeans,300489573.477784
32,10000,5000,10,15,kmeans,238371505.682506
33,10000,5000,10,15,kmeans,238370696.271445
34,10000,5000,10,15,kmeans,237623705.561404
35,10000,5000,10,15,kmeans,299726067.212656
36,10000,5000,10,15,kmeans,237791348.040411
37,10000,5000,10,15,kmeans,237382465.831734
38,10000,5000,10,15,kmeans,237408390.034972
39,10000,5000,10,15,kmeans,237382465.831734
40,10000,5000,10,15,kmeans,237381943.175644
41,10000,5000,10,15,kmeans,238315106.600201
42,10000,5000,10,15,kmeans,300417442.813189
43,10000,5000,10,15,kmeans,300430468.124298
44,10000,5000,10,15,kmeans,238142093.82597
