"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,1000,10,15,ClusterR,114650.879999999
2,10000,1000,10,15,ClusterR,114650.879999999
3,10000,1000,10,15,ClusterR,114650.879999999
4,10000,1000,10,15,ClusterR,114650.879999999
5,10000,1000,10,15,ClusterR,114650.879999999
6,10000,1000,10,15,ClusterR,114650.879999999
7,10000,1000,10,15,ClusterR,114650.879999999
8,10000,1000,10,15,ClusterR,114650.879999999
9,10000,1000,10,15,ClusterR,114650.879999999
10,10000,1000,10,15,ClusterR,114650.879999999
11,10000,1000,10,15,ClusterR,114650.879999999
12,10000,1000,10,15,ClusterR,114650.879999999
13,10000,1000,10,15,ClusterR,114650.879999999
14,10000,1000,10,15,ClusterR,114650.879999999
15,10000,1000,10,15,ClusterR,114650.879999999
16,10000,1000,10,15,ClusterR,114650.879999999
17,10000,1000,10,15,ClusterR,114650.879999999
18,10000,1000,10,15,ClusterR,114650.879999999
19,10000,1000,10,15,ClusterR,114650.879999999
20,10000,1000,10,15,ClusterR,114650.879999999
21,10000,1000,10,15,ClusterR,114650.879999999
22,10000,1000,10,15,ClusterR,114650.879999999
23,10000,1000,10,15,ClusterR,114650.879999999
24,10000,1000,10,15,ClusterR,114650.879999999
25,10000,1000,10,15,ClusterR,114650.879999999
26,10000,1000,10,15,ClusterR,114650.879999999
27,10000,1000,10,15,ClusterR,114650.879999999
28,10000,1000,10,15,ClusterR,114650.879999999
29,10000,1000,10,15,ClusterR,114650.879999999
30,10000,1000,10,15,ClusterR,114650.879999999
31,10000,1000,10,15,ClusterR,114650.879999999
32,10000,1000,10,15,ClusterR,114650.879999999
33,10000,1000,10,15,ClusterR,114650.879999999
34,10000,1000,10,15,ClusterR,114650.879999999
35,10000,1000,10,15,ClusterR,114650.879999999
36,10000,1000,10,15,ClusterR,114650.879999999
37,10000,1000,10,15,ClusterR,114650.879999999
38,10000,1000,10,15,ClusterR,114650.879999999
39,10000,1000,10,15,ClusterR,114650.879999999
40,10000,1000,10,15,ClusterR,114650.879999999
41,10000,1000,10,15,ClusterR,114650.879999999
42,10000,1000,10,15,ClusterR,114650.879999999
43,10000,1000,10,15,ClusterR,114650.879999999
44,10000,1000,10,15,ClusterR,114650.879999999
45,10000,1000,10,15,ClusterR,114650.879999999
46,10000,1000,10,15,ClusterR,114650.879999999
47,10000,1000,10,15,ClusterR,114650.879999999
48,10000,1000,10,15,ClusterR,114650.879999999
49,10000,1000,10,15,ClusterR,114650.879999999
50,10000,1000,10,15,ClusterR,114650.879999999
1,10000,1000,35,15,ClusterR,518385.151216303
2,10000,1000,35,15,ClusterR,518385.151216303
3,10000,1000,35,15,ClusterR,518385.151216303
4,10000,1000,35,15,ClusterR,518385.151216303
5,10000,1000,35,15,ClusterR,518385.151216303
6,10000,1000,35,15,ClusterR,518385.151216303
7,10000,1000,35,15,ClusterR,518385.151216303
8,10000,1000,35,15,ClusterR,518385.151216303
9,10000,1000,35,15,ClusterR,518385.151216303
10,10000,1000,35,15,ClusterR,518385.151216303
11,10000,1000,35,15,ClusterR,518385.151216303
12,10000,1000,35,15,ClusterR,518385.151216303
13,10000,1000,35,15,ClusterR,518385.151216303
14,10000,1000,35,15,ClusterR,518385.151216303
15,10000,1000,35,15,ClusterR,518385.151216303
16,10000,1000,35,15,ClusterR,518385.151216303
17,10000,1000,35,15,ClusterR,518385.151216303
18,10000,1000,35,15,ClusterR,518385.151216303
19,10000,1000,35,15,ClusterR,518385.151216303
20,10000,1000,35,15,ClusterR,518385.151216303
21,10000,1000,35,15,ClusterR,518385.151216303
22,10000,1000,35,15,ClusterR,518385.151216303
23,10000,1000,35,15,ClusterR,518385.151216303
24,10000,1000,35,15,ClusterR,518385.151216303
25,10000,1000,35,15,ClusterR,518385.151216303
26,10000,1000,35,15,ClusterR,518385.151216303
27,10000,1000,35,15,ClusterR,518385.151216303
28,10000,1000,35,15,ClusterR,518385.151216303
29,10000,1000,35,15,ClusterR,518385.151216303
30,10000,1000,35,15,ClusterR,518385.151216303
31,10000,1000,35,15,ClusterR,518385.151216303
32,10000,1000,35,15,ClusterR,518385.151216303
33,10000,1000,35,15,ClusterR,518385.151216303
34,10000,1000,35,15,ClusterR,518385.151216303
35,10000,1000,35,15,ClusterR,518385.151216303
36,10000,1000,35,15,ClusterR,518385.151216303
37,10000,1000,35,15,ClusterR,518385.151216303
38,10000,1000,35,15,ClusterR,518385.151216303
39,10000,1000,35,15,ClusterR,518385.151216303
40,10000,1000,35,15,ClusterR,518385.151216303
41,10000,1000,35,15,ClusterR,518385.151216303
42,10000,1000,35,15,ClusterR,518385.151216303
43,10000,1000,35,15,ClusterR,518385.151216303
44,10000,1000,35,15,ClusterR,518385.151216303
45,10000,1000,35,15,ClusterR,518385.151216303
46,10000,1000,35,15,ClusterR,518385.151216303
47,10000,1000,35,15,ClusterR,518385.151216303
48,10000,1000,35,15,ClusterR,518385.151216303
49,10000,1000,35,15,ClusterR,518385.151216303
50,10000,1000,35,15,ClusterR,518385.151216303
1,10000,1000,75,15,ClusterR,1173961.22105271
2,10000,1000,75,15,ClusterR,1173961.22105271
3,10000,1000,75,15,ClusterR,1173961.22105271
4,10000,1000,75,15,ClusterR,1173961.22105271
5,10000,1000,75,15,ClusterR,1173961.22105271
6,10000,1000,75,15,ClusterR,1173961.22105271
7,10000,1000,75,15,ClusterR,1173961.22105271
8,10000,1000,75,15,ClusterR,1173961.22105271
9,10000,1000,75,15,ClusterR,1173961.22105271
10,10000,1000,75,15,ClusterR,1173961.22105271
11,10000,1000,75,15,ClusterR,1173961.22105271
12,10000,1000,75,15,ClusterR,1173961.22105271
13,10000,1000,75,15,ClusterR,1173961.22105271
14,10000,1000,75,15,ClusterR,1173961.22105271
15,10000,1000,75,15,ClusterR,1173961.22105271
16,10000,1000,75,15,ClusterR,1173961.22105271
17,10000,1000,75,15,ClusterR,1173961.22105271
18,10000,1000,75,15,ClusterR,1173961.22105271
19,10000,1000,75,15,ClusterR,1173961.22105271
20,10000,1000,75,15,ClusterR,1173961.22105271
21,10000,1000,75,15,ClusterR,1173961.22105271
22,10000,1000,75,15,ClusterR,1173961.22105271
23,10000,1000,75,15,ClusterR,1173961.22105271
24,10000,1000,75,15,ClusterR,1173961.22105271
25,10000,1000,75,15,ClusterR,1173961.22105271
26,10000,1000,75,15,ClusterR,1173961.22105271
27,10000,1000,75,15,ClusterR,1173961.22105271
28,10000,1000,75,15,ClusterR,1173961.22105271
29,10000,1000,75,15,ClusterR,1173961.22105271
30,10000,1000,75,15,ClusterR,1173961.22105271
31,10000,1000,75,15,ClusterR,1173961.22105271
32,10000,1000,75,15,ClusterR,1173961.22105271
33,10000,1000,75,15,ClusterR,1173961.22105271
34,10000,1000,75,15,ClusterR,1173961.22105271
35,10000,1000,75,15,ClusterR,1173961.22105271
36,10000,1000,75,15,ClusterR,1173961.22105271
37,10000,1000,75,15,ClusterR,1173961.22105271
38,10000,1000,75,15,ClusterR,1173961.22105271
39,10000,1000,75,15,ClusterR,1173961.22105271
40,10000,1000,75,15,ClusterR,1173961.22105271
41,10000,1000,75,15,ClusterR,1173961.22105271
42,10000,1000,75,15,ClusterR,1173961.22105271
43,10000,1000,75,15,ClusterR,1173961.22105271
44,10000,1000,75,15,ClusterR,1173961.22105271
45,10000,1000,75,15,ClusterR,1173961.22105271
46,10000,1000,75,15,ClusterR,1173961.22105271
47,10000,1000,75,15,ClusterR,1173961.22105271
48,10000,1000,75,15,ClusterR,1173961.22105271
49,10000,1000,75,15,ClusterR,1173961.22105271
50,10000,1000,75,15,ClusterR,1173961.22105271
1,10000,1000,150,15,ClusterR,2297420.83586782
2,10000,1000,150,15,ClusterR,2297420.83586782
3,10000,1000,150,15,ClusterR,2297420.83586782
4,10000,1000,150,15,ClusterR,2297420.83586782
5,10000,1000,150,15,ClusterR,2297420.83586782
6,10000,1000,150,15,ClusterR,2297420.83586782
7,10000,1000,150,15,ClusterR,2297420.83586782
8,10000,1000,150,15,ClusterR,2297420.83586782
9,10000,1000,150,15,ClusterR,2297420.83586782
10,10000,1000,150,15,ClusterR,2297420.83586782
11,10000,1000,150,15,ClusterR,2297420.83586782
12,10000,1000,150,15,ClusterR,2297420.83586782
13,10000,1000,150,15,ClusterR,2297420.83586782
14,10000,1000,150,15,ClusterR,2297420.83586782
15,10000,1000,150,15,ClusterR,2297420.83586782
16,10000,1000,150,15,ClusterR,2297420.83586782
17,10000,1000,150,15,ClusterR,2297420.83586782
18,10000,1000,150,15,ClusterR,2297420.83586782
19,10000,1000,150,15,ClusterR,2297420.83586782
20,10000,1000,150,15,ClusterR,2297420.83586782
21,10000,1000,150,15,ClusterR,2297420.83586782
22,10000,1000,150,15,ClusterR,2297420.83586782
23,10000,1000,150,15,ClusterR,2297420.83586782
24,10000,1000,150,15,ClusterR,2297420.83586782
25,10000,1000,150,15,ClusterR,2297420.83586782
26,10000,1000,150,15,ClusterR,2297420.83586782
27,10000,1000,150,15,ClusterR,2297420.83586782
28,10000,1000,150,15,ClusterR,2297420.83586782
29,10000,1000,150,15,ClusterR,2297420.83586782
30,10000,1000,150,15,ClusterR,2297420.83586782
31,10000,1000,150,15,ClusterR,2297420.83586782
32,10000,1000,150,15,ClusterR,2297420.83586782
33,10000,1000,150,15,ClusterR,2297420.83586782
34,10000,1000,150,15,ClusterR,2297420.83586782
35,10000,1000,150,15,ClusterR,2297420.83586782
36,10000,1000,150,15,ClusterR,2297420.83586782
37,10000,1000,150,15,ClusterR,2297420.83586782
38,10000,1000,150,15,ClusterR,2297420.83586782
39,10000,1000,150,15,ClusterR,2297420.83586782
40,10000,1000,150,15,ClusterR,2297420.83586782
41,10000,1000,150,15,ClusterR,2297420.83586782
42,10000,1000,150,15,ClusterR,2297420.83586782
43,10000,1000,150,15,ClusterR,2297420.83586782
44,10000,1000,150,15,ClusterR,2297420.83586782
45,10000,1000,150,15,ClusterR,2297420.83586782
46,10000,1000,150,15,ClusterR,2297420.83586782
47,10000,1000,150,15,ClusterR,2297420.83586782
48,10000,1000,150,15,ClusterR,2297420.83586782
49,10000,1000,150,15,ClusterR,2297420.83586782
50,10000,1000,150,15,ClusterR,2297420.83586782
1,10000,1000,500,15,ClusterR,8291477.29888687
2,10000,1000,500,15,ClusterR,8291477.29888687
3,10000,1000,500,15,ClusterR,8291477.29888687
4,10000,1000,500,15,ClusterR,8291477.29888687
5,10000,1000,500,15,ClusterR,8291477.29888687
6,10000,1000,500,15,ClusterR,8291477.29888687
7,10000,1000,500,15,ClusterR,8291477.29888687
8,10000,1000,500,15,ClusterR,8291477.29888687
9,10000,1000,500,15,ClusterR,8291477.29888687
10,10000,1000,500,15,ClusterR,8291477.29888687
11,10000,1000,500,15,ClusterR,8291477.29888687
12,10000,1000,500,15,ClusterR,8291477.29888687
13,10000,1000,500,15,ClusterR,8291477.29888687
14,10000,1000,500,15,ClusterR,8291477.29888687
15,10000,1000,500,15,ClusterR,8291477.29888687
16,10000,1000,500,15,ClusterR,8291477.29888687
17,10000,1000,500,15,ClusterR,8291477.29888687
18,10000,1000,500,15,ClusterR,8291477.29888687
19,10000,1000,500,15,ClusterR,8291477.29888687
20,10000,1000,500,15,ClusterR,8291477.29888687
21,10000,1000,500,15,ClusterR,8291477.29888687
22,10000,1000,500,15,ClusterR,8291477.29888687
23,10000,1000,500,15,ClusterR,8291477.29888687
24,10000,1000,500,15,ClusterR,8291477.29888687
25,10000,1000,500,15,ClusterR,8291477.29888687
26,10000,1000,500,15,ClusterR,8291477.29888687
27,10000,1000,500,15,ClusterR,8291477.29888687
28,10000,1000,500,15,ClusterR,8291477.29888687
29,10000,1000,500,15,ClusterR,8291477.29888687
30,10000,1000,500,15,ClusterR,8291477.29888687
31,10000,1000,500,15,ClusterR,8291477.29888687
32,10000,1000,500,15,ClusterR,8291477.29888687
33,10000,1000,500,15,ClusterR,8291477.29888687
34,10000,1000,500,15,ClusterR,8291477.29888687
35,10000,1000,500,15,ClusterR,8291477.29888687
36,10000,1000,500,15,ClusterR,8291477.29888687
37,10000,1000,500,15,ClusterR,8291477.29888687
38,10000,1000,500,15,ClusterR,8291477.29888687
39,10000,1000,500,15,ClusterR,8291477.29888687
40,10000,1000,500,15,ClusterR,8291477.29888687
41,10000,1000,500,15,ClusterR,8291477.29888687
42,10000,1000,500,15,ClusterR,8291477.29888687
43,10000,1000,500,15,ClusterR,8291477.29888687
44,10000,1000,500,15,ClusterR,8291477.29888687
45,10000,1000,500,15,ClusterR,8291477.29888687
46,10000,1000,500,15,ClusterR,8291477.29888687
47,10000,1000,500,15,ClusterR,8291477.29888687
48,10000,1000,500,15,ClusterR,8291477.29888687
49,10000,1000,500,15,ClusterR,8291477.29888687
50,10000,1000,500,15,ClusterR,8291477.29888687
1,10000,1000,750,15,ClusterR,14656914.018229
2,10000,1000,750,15,ClusterR,14656914.018229
3,10000,1000,750,15,ClusterR,14656914.018229
4,10000,1000,750,15,ClusterR,14656914.018229
5,10000,1000,750,15,ClusterR,14656914.018229
6,10000,1000,750,15,ClusterR,14656914.018229
7,10000,1000,750,15,ClusterR,14656914.018229
8,10000,1000,750,15,ClusterR,14656914.018229
9,10000,1000,750,15,ClusterR,14656914.018229
10,10000,1000,750,15,ClusterR,14656914.018229
11,10000,1000,750,15,ClusterR,14656914.018229
12,10000,1000,750,15,ClusterR,14656914.018229
13,10000,1000,750,15,ClusterR,14656914.018229
14,10000,1000,750,15,ClusterR,14656914.018229
15,10000,1000,750,15,ClusterR,14656914.018229
16,10000,1000,750,15,ClusterR,14656914.018229
17,10000,1000,750,15,ClusterR,14656914.018229
18,10000,1000,750,15,ClusterR,14656914.018229
19,10000,1000,750,15,ClusterR,14656914.018229
20,10000,1000,750,15,ClusterR,14656914.018229
21,10000,1000,750,15,ClusterR,14656914.018229
22,10000,1000,750,15,ClusterR,14656914.018229
23,10000,1000,750,15,ClusterR,14656914.018229
24,10000,1000,750,15,ClusterR,14656914.018229
25,10000,1000,750,15,ClusterR,14656914.018229
26,10000,1000,750,15,ClusterR,14656914.018229
27,10000,1000,750,15,ClusterR,14656914.018229
28,10000,1000,750,15,ClusterR,14656914.018229
29,10000,1000,750,15,ClusterR,14656914.018229
30,10000,1000,750,15,ClusterR,14656914.018229
31,10000,1000,750,15,ClusterR,14656914.018229
32,10000,1000,750,15,ClusterR,14656914.018229
33,10000,1000,750,15,ClusterR,14656914.018229
34,10000,1000,750,15,ClusterR,14656914.018229
35,10000,1000,750,15,ClusterR,14656914.018229
36,10000,1000,750,15,ClusterR,14656914.018229
37,10000,1000,750,15,ClusterR,14656914.018229
38,10000,1000,750,15,ClusterR,14656914.018229
39,10000,1000,750,15,ClusterR,14656914.018229
40,10000,1000,750,15,ClusterR,14656914.018229
41,10000,1000,750,15,ClusterR,14656914.018229
42,10000,1000,750,15,ClusterR,14656914.018229
43,10000,1000,750,15,ClusterR,14656914.018229
44,10000,1000,750,15,ClusterR,14656914.018229
45,10000,1000,750,15,ClusterR,14656914.018229
46,10000,1000,750,15,ClusterR,14656914.018229
47,10000,1000,750,15,ClusterR,14656914.018229
48,10000,1000,750,15,ClusterR,14656914.018229
49,10000,1000,750,15,ClusterR,14656914.018229
50,10000,1000,750,15,ClusterR,14656914.018229
1,10000,1000,1000,15,ClusterR,19692063.9078389
2,10000,1000,1000,15,ClusterR,19692063.9078389
3,10000,1000,1000,15,ClusterR,19692063.9078389
4,10000,1000,1000,15,ClusterR,19692063.9078389
5,10000,1000,1000,15,ClusterR,19692063.9078389
6,10000,1000,1000,15,ClusterR,19692063.9078389
7,10000,1000,1000,15,ClusterR,19692063.9078389
8,10000,1000,1000,15,ClusterR,19692063.9078389
9,10000,1000,1000,15,ClusterR,19692063.9078389
10,10000,1000,1000,15,ClusterR,19692063.9078389
11,10000,1000,1000,15,ClusterR,19692063.9078389
12,10000,1000,1000,15,ClusterR,19692063.9078389
13,10000,1000,1000,15,ClusterR,19692063.9078389
14,10000,1000,1000,15,ClusterR,19692063.9078389
15,10000,1000,1000,15,ClusterR,19692063.9078389
16,10000,1000,1000,15,ClusterR,19692063.9078389
17,10000,1000,1000,15,ClusterR,19692063.9078389
18,10000,1000,1000,15,ClusterR,19692063.9078389
19,10000,1000,1000,15,ClusterR,19692063.9078389
20,10000,1000,1000,15,ClusterR,19692063.9078389
21,10000,1000,1000,15,ClusterR,19692063.9078389
22,10000,1000,1000,15,ClusterR,19692063.9078389
23,10000,1000,1000,15,ClusterR,19692063.9078389
24,10000,1000,1000,15,ClusterR,19692063.9078389
25,10000,1000,1000,15,ClusterR,19692063.9078389
26,10000,1000,1000,15,ClusterR,19692063.9078389
27,10000,1000,1000,15,ClusterR,19692063.9078389
28,10000,1000,1000,15,ClusterR,19692063.9078389
29,10000,1000,1000,15,ClusterR,19692063.9078389
30,10000,1000,1000,15,ClusterR,19692063.9078389
31,10000,1000,1000,15,ClusterR,19692063.9078389
32,10000,1000,1000,15,ClusterR,19692063.9078389
33,10000,1000,1000,15,ClusterR,19692063.9078389
34,10000,1000,1000,15,ClusterR,19692063.9078389
35,10000,1000,1000,15,ClusterR,19692063.9078389
36,10000,1000,1000,15,ClusterR,19692063.9078389
37,10000,1000,1000,15,ClusterR,19692063.9078389
38,10000,1000,1000,15,ClusterR,19692063.9078389
39,10000,1000,1000,15,ClusterR,19692063.9078389
40,10000,1000,1000,15,ClusterR,19692063.9078389
41,10000,1000,1000,15,ClusterR,19692063.9078389
42,10000,1000,1000,15,ClusterR,19692063.9078389
43,10000,1000,1000,15,ClusterR,19692063.9078389
44,10000,1000,1000,15,ClusterR,19692063.9078389
45,10000,1000,1000,15,ClusterR,19692063.9078389
46,10000,1000,1000,15,ClusterR,19692063.9078389
47,10000,1000,1000,15,ClusterR,19692063.9078389
48,10000,1000,1000,15,ClusterR,19692063.9078389
49,10000,1000,1000,15,ClusterR,19692063.9078389
50,10000,1000,1000,15,ClusterR,19692063.9078389
