"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,1000,10,15,mbkmeans,3621350577
2,25000,1000,10,15,mbkmeans,5800533951.29583
3,25000,1000,10,15,mbkmeans,4100837973.88777
4,25000,1000,10,15,mbkmeans,2570907525.7
5,25000,1000,10,15,mbkmeans,2492493342.1875
6,25000,1000,10,15,mbkmeans,959583335.407403
7,25000,1000,10,15,mbkmeans,3312676944.05567
8,25000,1000,10,15,mbkmeans,2453739896.36113
9,25000,1000,10,15,mbkmeans,32035753679.4167
10,25000,1000,10,15,mbkmeans,2584676649.32639
11,25000,1000,10,15,mbkmeans,2326391292.02778
12,25000,1000,10,15,mbkmeans,1341671326.63889
13,25000,1000,10,15,mbkmeans,1336572015.125
14,25000,1000,10,15,mbkmeans,2381493587
15,25000,1000,10,15,mbkmeans,58867109748.4444
16,25000,1000,10,15,mbkmeans,1393489035.0889
17,25000,1000,10,15,mbkmeans,1406553097.35714
18,25000,1000,10,15,mbkmeans,1917408779.72222
19,25000,1000,10,15,mbkmeans,1276996676.5
20,25000,1000,10,15,mbkmeans,1710215113.11001
21,25000,1000,10,15,mbkmeans,2559529386.08333
22,25000,1000,10,15,mbkmeans,3273314887.44444
23,25000,1000,10,15,mbkmeans,1432119520.24112
24,25000,1000,10,15,mbkmeans,1330617287.94444
25,25000,1000,10,15,mbkmeans,1425034256.42858
26,25000,1000,10,15,mbkmeans,1848370008.92188
27,25000,1000,10,15,mbkmeans,1988018470.4694
28,25000,1000,10,15,mbkmeans,1255264757.47222
29,25000,1000,10,15,mbkmeans,1285332170.27777
30,25000,1000,10,15,mbkmeans,1925048313.83333
31,25000,1000,10,15,mbkmeans,10817223652
32,25000,1000,10,15,mbkmeans,1482817481.70501
33,25000,1000,10,15,mbkmeans,1636227083.38001
34,25000,1000,10,15,mbkmeans,7729474025.77778
35,25000,1000,10,15,mbkmeans,1378855655.27667
36,25000,1000,10,15,mbkmeans,4038293935.73611
37,25000,1000,10,15,mbkmeans,2042481816.875
38,25000,1000,10,15,mbkmeans,879687419.250012
39,25000,1000,10,15,mbkmeans,1272261010.84001
40,25000,1000,10,15,mbkmeans,3626352396.55557
41,25000,1000,10,15,mbkmeans,1717961581.73355
42,25000,1000,10,15,mbkmeans,2168958788.34375
43,25000,1000,10,15,mbkmeans,1370256359.04167
44,25000,1000,10,15,mbkmeans,1619257946.44445
45,25000,1000,10,15,mbkmeans,3993225374.93888
46,25000,1000,10,15,mbkmeans,3131896939.5
47,25000,1000,10,15,mbkmeans,1459833983.77776
48,25000,1000,10,15,mbkmeans,4153472283.75
49,25000,1000,10,15,mbkmeans,1003999960.25
50,25000,1000,10,15,mbkmeans,2138309861.41362
1,25000,1000,35,15,mbkmeans,834207753.743205
2,25000,1000,35,15,mbkmeans,927757245.687931
3,25000,1000,35,15,mbkmeans,1003462779.86685
4,25000,1000,35,15,mbkmeans,1182363999.72251
5,25000,1000,35,15,mbkmeans,992379900.030587
6,25000,1000,35,15,mbkmeans,1368199941.38772
7,25000,1000,35,15,mbkmeans,805132525.591131
8,25000,1000,35,15,mbkmeans,889161094.140729
9,25000,1000,35,15,mbkmeans,1325454696.38195
10,25000,1000,35,15,mbkmeans,2180535137.90749
11,25000,1000,35,15,mbkmeans,953337935.111576
12,25000,1000,35,15,mbkmeans,1036358553.266
13,25000,1000,35,15,mbkmeans,919534414.826766
14,25000,1000,35,15,mbkmeans,1254138877.21003
15,25000,1000,35,15,mbkmeans,153069704510.882
16,25000,1000,35,15,mbkmeans,765642448.848029
17,25000,1000,35,15,mbkmeans,1019770847.69111
18,25000,1000,35,15,mbkmeans,690990034.157635
19,25000,1000,35,15,mbkmeans,953394424.281754
20,25000,1000,35,15,mbkmeans,1716559543.59999
21,25000,1000,35,15,mbkmeans,1489491330.26679
22,25000,1000,35,15,mbkmeans,1418702841.675
23,25000,1000,35,15,mbkmeans,1128606759.22214
24,25000,1000,35,15,mbkmeans,917813725.626549
25,25000,1000,35,15,mbkmeans,1311486492.71161
26,25000,1000,35,15,mbkmeans,1365171319.27405
27,25000,1000,35,15,mbkmeans,840864145.166261
28,25000,1000,35,15,mbkmeans,1166651025.34551
29,25000,1000,35,15,mbkmeans,1156643545.12787
30,25000,1000,35,15,mbkmeans,901018122.540797
31,25000,1000,35,15,mbkmeans,857525360.692225
32,25000,1000,35,15,mbkmeans,1472661223.04342
33,25000,1000,35,15,mbkmeans,1033742063.48371
34,25000,1000,35,15,mbkmeans,1206871681.80421
35,25000,1000,35,15,mbkmeans,876341446.317708
36,25000,1000,35,15,mbkmeans,1087407493.46493
37,25000,1000,35,15,mbkmeans,1329981277.75618
38,25000,1000,35,15,mbkmeans,976181112.375003
39,25000,1000,35,15,mbkmeans,1103192180.45192
40,25000,1000,35,15,mbkmeans,1640769422.29345
41,25000,1000,35,15,mbkmeans,1277354513.41143
42,25000,1000,35,15,mbkmeans,885131120.235676
43,25000,1000,35,15,mbkmeans,849554901.349217
44,25000,1000,35,15,mbkmeans,1035584691.77315
45,25000,1000,35,15,mbkmeans,876369586.961972
46,25000,1000,35,15,mbkmeans,781149367.229312
47,25000,1000,35,15,mbkmeans,976445232.972503
48,25000,1000,35,15,mbkmeans,2908947196.74219
49,25000,1000,35,15,mbkmeans,900298072.949954
50,25000,1000,35,15,mbkmeans,1226017248.00214
1,25000,1000,75,15,mbkmeans,917304844.142401
2,25000,1000,75,15,mbkmeans,781902342.135518
3,25000,1000,75,15,mbkmeans,1333322112.75372
4,25000,1000,75,15,mbkmeans,914097581.063643
5,25000,1000,75,15,mbkmeans,4153100496.79767
6,25000,1000,75,15,mbkmeans,934389917.749405
7,25000,1000,75,15,mbkmeans,715743224.196744
8,25000,1000,75,15,mbkmeans,12262752254.4261
9,25000,1000,75,15,mbkmeans,1009657741.52111
10,25000,1000,75,15,mbkmeans,930528295.270577
11,25000,1000,75,15,mbkmeans,1143147596.46266
12,25000,1000,75,15,mbkmeans,887360634.367284
13,25000,1000,75,15,mbkmeans,967356062.236876
14,25000,1000,75,15,mbkmeans,736123936.444555
15,25000,1000,75,15,mbkmeans,996164810.611458
16,25000,1000,75,15,mbkmeans,889760199.788409
17,25000,1000,75,15,mbkmeans,946688303.456845
18,25000,1000,75,15,mbkmeans,1199398977.5409
19,25000,1000,75,15,mbkmeans,989155266.18402
20,25000,1000,75,15,mbkmeans,781951501.396853
21,25000,1000,75,15,mbkmeans,1130764133.68093
22,25000,1000,75,15,mbkmeans,1195933421.39742
23,25000,1000,75,15,mbkmeans,940873250.805647
24,25000,1000,75,15,mbkmeans,1010651846.10991
25,25000,1000,75,15,mbkmeans,795769084.571507
26,25000,1000,75,15,mbkmeans,836452337.75772
27,25000,1000,75,15,mbkmeans,809392039.397905
28,25000,1000,75,15,mbkmeans,888690224.738889
29,25000,1000,75,15,mbkmeans,904726930.431552
30,25000,1000,75,15,mbkmeans,1038120526.15164
31,25000,1000,75,15,mbkmeans,873670393.581145
32,25000,1000,75,15,mbkmeans,1014594588.39316
33,25000,1000,75,15,mbkmeans,1200776434.21314
34,25000,1000,75,15,mbkmeans,814190699.197992
35,25000,1000,75,15,mbkmeans,902955182.385159
36,25000,1000,75,15,mbkmeans,1258263695.32624
37,25000,1000,75,15,mbkmeans,788354728.228331
38,25000,1000,75,15,mbkmeans,782986023.322475
39,25000,1000,75,15,mbkmeans,915734239.287237
40,25000,1000,75,15,mbkmeans,58451469544.2723
41,25000,1000,75,15,mbkmeans,694994355.607426
42,25000,1000,75,15,mbkmeans,849730865.336637
43,25000,1000,75,15,mbkmeans,684771838.177125
44,25000,1000,75,15,mbkmeans,721987973.398043
45,25000,1000,75,15,mbkmeans,727531391.867811
46,25000,1000,75,15,mbkmeans,912321736.000214
47,25000,1000,75,15,mbkmeans,860609497.953741
48,25000,1000,75,15,mbkmeans,868807464.695747
49,25000,1000,75,15,mbkmeans,811904730.262326
50,25000,1000,75,15,mbkmeans,867425651.728114
1,25000,1000,150,15,mbkmeans,739737096.358551
2,25000,1000,150,15,mbkmeans,759505842.814688
3,25000,1000,150,15,mbkmeans,691891320.809262
4,25000,1000,150,15,mbkmeans,669019242.098589
5,25000,1000,150,15,mbkmeans,1302522779.11147
6,25000,1000,150,15,mbkmeans,647983765.430742
7,25000,1000,150,15,mbkmeans,713375779.598947
8,25000,1000,150,15,mbkmeans,678248407.298403
9,25000,1000,150,15,mbkmeans,823597956.774392
10,25000,1000,150,15,mbkmeans,746343323.164883
11,25000,1000,150,15,mbkmeans,886650066.803663
12,25000,1000,150,15,mbkmeans,793694690.345191
13,25000,1000,150,15,mbkmeans,827787430.127028
14,25000,1000,150,15,mbkmeans,677793329.924987
15,25000,1000,150,15,mbkmeans,750518663.889948
16,25000,1000,150,15,mbkmeans,848140502.010684
17,25000,1000,150,15,mbkmeans,839053711.068648
18,25000,1000,150,15,mbkmeans,716520769.18191
19,25000,1000,150,15,mbkmeans,825060288.101788
20,25000,1000,150,15,mbkmeans,804375004.999024
