B,observations,genes,batch_size,k,initializer,method,memory,max_iters,num_init
1,1.00E+05,1000,0.01,2,random,kmeans,7246.059125,10,1
1,1.00E+05,1000,0.01,3,random,kmeans,7246.279179,10,1
1,1.00E+05,1000,0.01,4,random,kmeans,7246.363209,10,1
1,1.00E+05,1000,0.01,5,random,kmeans,7246.448491,10,1
1,1.00E+05,1000,0.01,6,random,kmeans,7246.532353,10,1
1,1.00E+05,1000,0.01,7,random,kmeans,7246.616276,10,1
1,1.00E+05,1000,0.01,8,random,kmeans,7242.778134,10,1
1,1.00E+05,1000,0.01,9,random,kmeans,7246.787114,10,1
1,1.00E+05,1000,0.01,10,random,kmeans,7246.871037,10,1
1,1.00E+05,1000,0.01,11,random,kmeans,7246.954899,10,1
1,1.00E+05,1000,0.01,12,random,kmeans,7247.038823,10,1
1,1.00E+05,1000,0.01,13,random,kmeans,6474.05446,10,1
1,1.00E+05,1000,0.01,14,random,kmeans,7245.35471,10,1
1,1.00E+05,1000,0.01,15,random,kmeans,7247.290654,10,1
1,1.00E+05,1000,0.01,16,random,kmeans,7247.375249,10,1
1,1.00E+05,1000,0.01,17,random,kmeans,7247.461156,10,1
1,1.00E+05,1000,0.01,18,random,kmeans,7247.545231,10,1
1,1.00E+05,1000,0.01,19,random,kmeans,6474.1924,10,1
1,1.00E+05,1000,0.01,20,random,kmeans,7245.855527,10,1
1,1.00E+05,1000,0.1,2,random,kmeans,7246.059186,10,1
1,1.00E+05,1000,0.1,3,random,kmeans,7246.279179,10,1
1,1.00E+05,1000,0.1,4,random,kmeans,7246.363209,10,1
1,1.00E+05,1000,0.1,5,random,kmeans,7246.448491,10,1
1,1.00E+05,1000,0.1,6,random,kmeans,7246.532414,10,1
1,1.00E+05,1000,0.1,7,random,kmeans,5717.078826,10,1
1,1.00E+05,1000,0.1,8,random,kmeans,7242.778134,10,1
1,1.00E+05,1000,0.1,9,random,kmeans,7246.787114,10,1
1,1.00E+05,1000,0.1,10,random,kmeans,6473.985796,10,1
1,1.00E+05,1000,0.1,11,random,kmeans,7246.954899,10,1
1,1.00E+05,1000,0.1,12,random,kmeans,5717.386107,10,1
1,1.00E+05,1000,0.1,13,random,kmeans,7240.962796,10,1
1,1.00E+05,1000,0.1,14,random,kmeans,7243.191922,10,1
1,1.00E+05,1000,0.1,15,random,kmeans,6474.100236,10,1
1,1.00E+05,1000,0.1,16,random,kmeans,7247.375249,10,1
1,1.00E+05,1000,0.1,17,random,kmeans,7245.608739,10,1
1,1.00E+05,1000,0.1,18,random,kmeans,7241.230397,10,1
1,1.00E+05,1000,0.1,19,random,kmeans,7247.629429,10,1
1,1.00E+05,1000,0.1,20,random,kmeans,7247.713566,10,1
