B,observations,genes,batch_size,k,initializer,method,memory,max_iters,num_init
1,1.00E+05,1000,0.01,2,random,kmeans,4945.568386,1,1
1,1.00E+05,1000,0.01,3,random,kmeans,4945.598583,1,1
1,1.00E+05,1000,0.01,4,random,kmeans,4945.613857,1,1
1,1.00E+05,1000,0.01,5,random,kmeans,4945.629283,1,1
1,1.00E+05,1000,0.01,6,random,kmeans,4945.644542,1,1
1,1.00E+05,1000,0.01,7,random,kmeans,4945.65974,1,1
1,1.00E+05,1000,0.01,8,random,kmeans,4945.67509,1,1
1,1.00E+05,1000,0.01,9,random,kmeans,4945.690685,1,1
1,1.00E+05,1000,0.01,10,random,kmeans,4945.705944,1,1
1,1.00E+05,1000,0.01,11,random,kmeans,4945.721141,1,1
1,1.00E+05,1000,0.01,12,random,kmeans,4945.736461,1,1
1,1.00E+05,1000,0.01,13,random,kmeans,4945.75172,1,1
1,1.00E+05,1000,0.01,14,random,kmeans,4945.766979,1,1
1,1.00E+05,1000,0.01,15,random,kmeans,4945.782238,1,1
1,1.00E+05,1000,0.01,16,random,kmeans,4945.797557,1,1
1,1.00E+05,1000,0.01,17,random,kmeans,4945.812969,1,1
1,1.00E+05,1000,0.01,18,random,kmeans,4945.828258,1,1
1,1.00E+05,1000,0.01,19,random,kmeans,4945.843608,1,1
1,1.00E+05,1000,0.01,20,random,kmeans,4945.858898,1,1
1,1.00E+05,1000,0.1,2,random,kmeans,4945.568386,1,1
1,1.00E+05,1000,0.1,3,random,kmeans,4945.598583,1,1
1,1.00E+05,1000,0.1,4,random,kmeans,4945.613796,1,1
1,1.00E+05,1000,0.1,5,random,kmeans,4945.629283,1,1
1,1.00E+05,1000,0.1,6,random,kmeans,4945.644481,1,1
1,1.00E+05,1000,0.1,7,random,kmeans,4945.65974,1,1
1,1.00E+05,1000,0.1,8,random,kmeans,4945.67509,1,1
1,1.00E+05,1000,0.1,9,random,kmeans,4945.690624,1,1
1,1.00E+05,1000,0.1,10,random,kmeans,4945.705944,1,1
1,1.00E+05,1000,0.1,11,random,kmeans,4945.721141,1,1
1,1.00E+05,1000,0.1,12,random,kmeans,4945.7364,1,1
1,1.00E+05,1000,0.1,13,random,kmeans,4945.75172,1,1
1,1.00E+05,1000,0.1,14,random,kmeans,4945.766979,1,1
1,1.00E+05,1000,0.1,15,random,kmeans,4945.782238,1,1
1,1.00E+05,1000,0.1,16,random,kmeans,4945.797557,1,1
1,1.00E+05,1000,0.1,17,random,kmeans,4945.81303,1,1
1,1.00E+05,1000,0.1,18,random,kmeans,4945.828258,1,1
1,1.00E+05,1000,0.1,19,random,kmeans,4945.843608,1,1
1,1.00E+05,1000,0.1,20,random,kmeans,4945.858837,1,1
