B,observations,genes,batch_size,k,initializer,method,memory,max_iters,num_init
1,1.00E+05,1000,0.001,2,random,hdf5,935.0809285,1,1
1,1.00E+05,1000,0.001,3,random,hdf5,935.0886189,1,1
1,1.00E+05,1000,0.001,4,random,hdf5,935.0961873,1,1
1,1.00E+05,1000,0.001,5,random,hdf5,935.1039388,1,1
1,1.00E+05,1000,0.001,6,random,hdf5,935.1114461,1,1
1,1.00E+05,1000,0.001,7,random,hdf5,935.1191976,1,1
1,1.00E+05,1000,0.001,8,random,hdf5,935.1268269,1,1
1,1.00E+05,1000,0.001,9,random,hdf5,935.1344563,1,1
1,1.00E+05,1000,0.001,10,random,hdf5,935.1420857,1,1
1,1.00E+05,1000,0.001,11,random,hdf5,935.1497151,1,1
1,1.00E+05,1000,0.001,12,random,hdf5,935.1572225,1,1
1,1.00E+05,1000,0.001,13,random,hdf5,935.1649739,1,1
1,1.00E+05,1000,0.001,14,random,hdf5,935.1724812,1,1
1,1.00E+05,1000,0.001,15,random,hdf5,935.1802327,1,1
1,1.00E+05,1000,0.001,16,random,hdf5,935.1878621,1,1
1,1.00E+05,1000,0.001,17,random,hdf5,935.1954915,1,1
1,1.00E+05,1000,0.001,18,random,hdf5,935.2031209,1,1
1,1.00E+05,1000,0.001,19,random,hdf5,935.2106282,1,1
1,1.00E+05,1000,0.001,20,random,hdf5,935.2183797,1,1
1,1.00E+05,1000,0.2,2,random,hdf5,935.399532,1,1
1,1.00E+05,1000,0.2,3,random,hdf5,935.4072225,1,1
1,1.00E+05,1000,0.2,4,random,hdf5,935.3155248,1,1
1,1.00E+05,1000,0.2,5,random,hdf5,935.4224812,1,1
1,1.00E+05,1000,0.2,6,random,hdf5,935.4301106,1,1
1,1.00E+05,1000,0.2,7,random,hdf5,935.43774,1,1
1,1.00E+05,1000,0.2,8,random,hdf5,935.4453694,1,1
1,1.00E+05,1000,0.2,9,random,hdf5,935.4529988,1,1
1,1.00E+05,1000,0.2,10,random,hdf5,935.4605061,1,1
1,1.00E+05,1000,0.2,11,random,hdf5,935.3689305,1,1
1,1.00E+05,1000,0.2,12,random,hdf5,935.475887,1,1
1,1.00E+05,1000,0.2,13,random,hdf5,935.4834554,1,1
1,1.00E+05,1000,0.2,14,random,hdf5,935.4911458,1,1
1,1.00E+05,1000,0.2,15,random,hdf5,935.3994481,1,1
1,1.00E+05,1000,0.2,16,random,hdf5,935.5063436,1,1
1,1.00E+05,1000,0.2,17,random,hdf5,935.514034,1,1
1,1.00E+05,1000,0.2,18,random,hdf5,935.5216634,1,1
1,1.00E+05,1000,0.2,19,random,hdf5,935.5291707,1,1
1,1.00E+05,1000,0.2,20,random,hdf5,935.4375951,1,1
