"B","observations","genes","batch_size","k","initializer","method","memory"
5,1000,1000,0.005,3,random,hdf5,514.032907515654
5,1000,1000,0.01,3,random,hdf5,500.977624873684
5,1000,1000,0.05,3,random,hdf5,513.414506939593
5,1000,1000,0.1,3,random,hdf5,478.43906582879
5,1000,1000,0.2,3,random,hdf5,482.207353501682
5,1000,1000,0.5,3,random,hdf5,498.369928330654
5,1000,1000,0.8,3,random,hdf5,525.042238306652
5,1000,1000,1,3,random,hdf5,481.659532454696
5,5000,1000,0.005,3,random,hdf5,661.604464163059
5,5000,1000,0.01,3,random,hdf5,738.459666173866
5,5000,1000,0.05,3,random,hdf5,704.918009553329
5,5000,1000,0.1,3,random,hdf5,747.32467932983
5,5000,1000,0.2,3,random,hdf5,718.582056846031
5,5000,1000,0.5,3,random,hdf5,572.365366231563
5,5000,1000,0.8,3,random,hdf5,583.410410218497
5,5000,1000,1,3,random,hdf5,590.455202420337
5,25000,1000,0.005,3,random,hdf5,840.65742046523
5,25000,1000,0.01,3,random,hdf5,841.986644103051
5,25000,1000,0.05,3,random,hdf5,1239.37808694576
5,25000,1000,0.1,3,random,hdf5,1537.83354003577
5,25000,1000,0.2,3,random,hdf5,1575.98254225472
5,25000,1000,0.5,3,random,hdf5,1689.94872920762
5,25000,1000,0.8,3,random,hdf5,1709.45068240611
5,25000,1000,1,3,random,hdf5,1689.70474879899
5,75000,1000,0.005,3,random,hdf5,1701.09639618078
5,75000,1000,0.01,3,random,hdf5,1706.78656649031
5,75000,1000,0.05,3,random,hdf5,1876.54972020621
5,75000,1000,0.1,3,random,hdf5,1962.38040900621
5,75000,1000,0.2,3,random,hdf5,1924.22431145031
5,75000,1000,0.5,3,random,hdf5,2553.68155106596
5,75000,1000,0.8,3,random,hdf5,2875.81598221151
5,75000,1000,1,3,random,hdf5,3508.37941538134
