"B","observations","genes","batch_size","k","initializer","method","memory"
6,1000,1000,0.005,3,random,kmeans,420.171617183927
6,1000,1000,0.01,3,random,kmeans,443.08488631324
6,1000,1000,0.05,3,random,kmeans,443.08488631324
6,1000,1000,0.1,3,random,kmeans,443.084855795662
6,1000,1000,0.2,3,random,kmeans,435.454469414369
6,1000,1000,0.5,3,random,kmeans,420.191507015545
6,1000,1000,0.8,3,random,kmeans,443.084855795662
6,1000,1000,1,3,random,kmeans,420.171586666349
6,5000,1000,0.005,3,random,kmeans,657.313738438883
6,5000,1000,0.01,3,random,kmeans,657.122156712087
6,5000,1000,0.05,3,random,kmeans,657.108286472776
6,5000,1000,0.1,3,random,kmeans,657.108255955198
6,5000,1000,0.2,3,random,kmeans,657.108255955198
6,5000,1000,0.5,3,random,kmeans,657.108255955198
6,5000,1000,0.8,3,random,kmeans,657.108255955198
6,5000,1000,1,3,random,kmeans,657.122126194508
6,25000,1000,0.005,3,random,kmeans,1881.88880103687
6,25000,1000,0.01,3,random,kmeans,1881.88880103687
6,25000,1000,0.05,3,random,kmeans,2071.53660601178
6,25000,1000,0.1,3,random,kmeans,2071.53577440777
6,25000,1000,0.2,3,random,kmeans,2071.53660601178
6,25000,1000,0.5,3,random,kmeans,2071.53577440777
6,25000,1000,0.8,3,random,kmeans,2071.53577440777
6,25000,1000,1,3,random,kmeans,2071.53574389019
6,75000,1000,0.005,3,random,kmeans,5516.56494693564
6,75000,1000,0.01,3,random,kmeans,5516.56494693564
6,75000,1000,0.05,3,random,kmeans,5516.56494693564
6,75000,1000,0.1,3,random,kmeans,5516.66286258543
6,75000,1000,0.2,3,random,kmeans,5516.56494693564
6,75000,1000,0.5,3,random,kmeans,5516.56494693564
6,75000,1000,0.8,3,random,kmeans,5512.20198610377
6,75000,1000,1,3,random,kmeans,5516.56491641806
