"B","observations","genes","batch_size","k","initializer","method","memory"
2,1000,1000,0.005,3,random,hdf5,509.669687284368
2,1000,1000,0.01,3,random,hdf5,489.668115553722
2,1000,1000,0.05,3,random,hdf5,502.154054626652
2,1000,1000,0.1,3,random,hdf5,475.063348652984
2,1000,1000,0.2,3,random,hdf5,480.228700540124
2,1000,1000,0.5,3,random,hdf5,502.522142396594
2,1000,1000,0.8,3,random,hdf5,498.492753953676
2,1000,1000,1,3,random,hdf5,485.742822570181
2,5000,1000,0.005,3,random,hdf5,700.873636979495
2,5000,1000,0.01,3,random,hdf5,664.472399354531
2,5000,1000,0.05,3,random,hdf5,665.03976691038
2,5000,1000,0.1,3,random,hdf5,748.984911880032
2,5000,1000,0.2,3,random,hdf5,680.361719787942
2,5000,1000,0.5,3,random,hdf5,568.535631414885
2,5000,1000,0.8,3,random,hdf5,582.827928832024
2,5000,1000,1,3,random,hdf5,590.456270535575
2,25000,1000,0.005,3,random,hdf5,840.97845775892
2,25000,1000,0.01,3,random,hdf5,841.986644103051
2,25000,1000,0.05,3,random,hdf5,1518.76005363577
2,25000,1000,0.1,3,random,hdf5,1638.12126014025
2,25000,1000,0.2,3,random,hdf5,1806.91631235103
2,25000,1000,0.5,3,random,hdf5,1690.06434505279
2,25000,1000,0.8,3,random,hdf5,1709.45068240611
2,25000,1000,1,3,random,hdf5,1785.74462800611
2,75000,1000,0.005,3,random,hdf5,1889.33615824267
2,75000,1000,0.01,3,random,hdf5,1895.05817364509
2,75000,1000,0.05,3,random,hdf5,1843.16010978986
2,75000,1000,0.1,3,random,hdf5,1809.78339305031
2,75000,1000,0.2,3,random,hdf5,1924.22431145031
2,75000,1000,0.5,3,random,hdf5,2265.22201628755
2,75000,1000,0.8,3,random,hdf5,2892.12767355715
2,75000,1000,1,3,random,hdf5,3311.74471005052
