"B","observations","genes","batch_size","k","initializer","method","memory"
3,1000,1000,0.005,3,random,hdf5,509.572183621891
3,1000,1000,0.01,3,random,hdf5,500.933893184066
3,1000,1000,0.05,3,random,hdf5,515.155908618518
3,1000,1000,0.1,3,random,hdf5,481.413705732578
3,1000,1000,0.2,3,random,hdf5,508.280870445638
3,1000,1000,0.5,3,random,hdf5,511.502481480728
3,1000,1000,0.8,3,random,hdf5,505.548067090614
3,1000,1000,1,3,random,hdf5,481.659593489852
3,5000,1000,0.005,3,random,hdf5,700.873698014652
3,5000,1000,0.01,3,random,hdf5,740.458285260987
3,5000,1000,0.05,3,random,hdf5,827.118167179346
3,5000,1000,0.1,3,random,hdf5,712.657450500463
3,5000,1000,0.2,3,random,hdf5,712.628603759631
3,5000,1000,0.5,3,random,hdf5,571.382837541337
3,5000,1000,0.8,3,random,hdf5,584.414881047477
3,5000,1000,1,3,random,hdf5,590.456331570732
3,25000,1000,0.005,3,random,hdf5,841.033061335786
3,25000,1000,0.01,3,random,hdf5,841.986705138207
3,25000,1000,0.05,3,random,hdf5,1518.76011467093
3,25000,1000,0.1,3,random,hdf5,1537.83360107093
3,25000,1000,0.2,3,random,hdf5,1706.63057588914
3,25000,1000,0.5,3,random,hdf5,1692.4299990534
3,25000,1000,0.8,3,random,hdf5,1709.45074344127
3,25000,1000,1,3,random,hdf5,1687.78565852076
3,75000,1000,0.005,3,random,hdf5,1884.45845741863
3,75000,1000,0.01,3,random,hdf5,1706.81847261836
3,75000,1000,0.05,3,random,hdf5,1876.54978124136
3,75000,1000,0.1,3,random,hdf5,1809.78345408547
3,75000,1000,0.2,3,random,hdf5,1924.22437248547
3,75000,1000,0.5,3,random,hdf5,2459.17570659362
3,75000,1000,0.8,3,random,hdf5,3110.62422589419
3,75000,1000,1,3,random,hdf5,3502.66390022308
