"B","observations","genes","batch_size","k","initializer","method","memory"
1,1000,1000,0.005,3,random,kmeans,435.454499931948
1,1000,1000,0.01,3,random,kmeans,443.08488631324
1,1000,1000,0.05,3,random,kmeans,420.191537533123
1,1000,1000,0.1,3,random,kmeans,435.454469414369
1,1000,1000,0.2,3,random,kmeans,443.084855795662
1,1000,1000,0.5,3,random,kmeans,443.085298300547
1,1000,1000,0.8,3,random,kmeans,435.454469414369
1,1000,1000,1,3,random,kmeans,435.454469414369
1,5000,1000,0.005,3,random,kmeans,657.313738438883
1,5000,1000,0.01,3,random,kmeans,657.313738438883
1,5000,1000,0.05,3,random,kmeans,657.313738438883
1,5000,1000,0.1,3,random,kmeans,657.122126194508
1,5000,1000,0.2,3,random,kmeans,657.108255955198
1,5000,1000,0.5,3,random,kmeans,657.313707921304
1,5000,1000,0.8,3,random,kmeans,657.108255955198
1,5000,1000,1,3,random,kmeans,657.122126194508
1,25000,1000,0.005,3,random,kmeans,2071.53577440777
1,25000,1000,0.01,3,random,kmeans,2071.53660601178
1,25000,1000,0.05,3,random,kmeans,1881.88880103687
1,25000,1000,0.1,3,random,kmeans,2071.53577440777
1,25000,1000,0.2,3,random,kmeans,2071.53577440777
1,25000,1000,0.5,3,random,kmeans,2071.53660601178
1,25000,1000,0.8,3,random,kmeans,2071.53660601178
1,25000,1000,1,3,random,kmeans,2071.5365754942
1,75000,1000,0.005,3,random,kmeans,5516.56494693564
1,75000,1000,0.01,3,random,kmeans,5516.56494693564
1,75000,1000,0.05,3,random,kmeans,5516.56494693564
1,75000,1000,0.1,3,random,kmeans,5516.56494693564
1,75000,1000,0.2,3,random,kmeans,5516.56494693564
1,75000,1000,0.5,3,random,kmeans,5512.20281770778
1,75000,1000,0.8,3,random,kmeans,5512.20281770778
1,75000,1000,1,3,random,kmeans,5516.56491641806
