"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS"
10,75000,1000,0.01,3,random,kmeans,0.989013005375888,147809141.241108
11,75000,1000,0.01,3,random,kmeans,0.987829681801709,148177820.036342
12,75000,1000,0.01,3,random,kmeans,0.989878843965076,147893512.735004
13,75000,1000,0.01,3,random,kmeans,0.98880041865718,147905332.972777
14,75000,1000,0.01,3,random,kmeans,0.98968863335641,151493892.427588
15,75000,1000,0.01,3,random,kmeans,0.989401539243917,155118842.166253
16,75000,1000,0.01,3,random,kmeans,0.989870570138716,154103388.031912
17,75000,1000,0.01,3,random,kmeans,0.990450435594075,150202186.586737
18,75000,1000,0.01,3,random,kmeans,0.988955030087485,149405108.071589
19,75000,1000,0.01,3,random,kmeans,0.989441119836748,151214907.089482
20,75000,1000,0.01,3,random,kmeans,0.990798115337291,150169049.213972
21,75000,1000,0.01,3,random,kmeans,0.989951365903843,144810421.105845
22,75000,1000,0.01,3,random,kmeans,0.988464452577497,150645655.207942
23,75000,1000,0.01,3,random,kmeans,0.987979556444166,154039197.526906
24,75000,1000,0.01,3,random,kmeans,0.988749256961527,145543036.306867
25,75000,1000,0.01,3,random,kmeans,0.989392686381705,150167824.960887
26,75000,1000,0.01,3,random,kmeans,0.989137904288919,154051214.410167
27,75000,1000,0.01,3,random,kmeans,0.989252058833547,151649988.80323
28,75000,1000,0.01,3,random,kmeans,0.99044185445695,148850896.980184
29,75000,1000,0.01,3,random,kmeans,0.988807508191604,149276639.573012
30,75000,1000,0.01,3,random,kmeans,0.988719900158037,149605075.457068
31,75000,1000,0.01,3,random,kmeans,0.988472103178714,145951446.774555
32,75000,1000,0.01,3,random,kmeans,0.989835035425225,154683385.146431
33,75000,1000,0.01,3,random,kmeans,0.989308361438811,149106484.495414
34,75000,1000,0.01,3,random,kmeans,0.98823424171474,153330762.678251
35,75000,1000,0.01,3,random,kmeans,0.990011641245992,147192659.847331
36,75000,1000,0.01,3,random,kmeans,0.989734525209797,145005157.032232
37,75000,1000,0.01,3,random,kmeans,0.990426501039535,149021029.546577
38,75000,1000,0.01,3,random,kmeans,0.988990304433889,146546948.61578
39,75000,1000,0.01,3,random,kmeans,0.988633743416727,152403578.487966
40,75000,1000,0.01,3,random,kmeans,0.989295387623724,152590753.923764
41,75000,1000,0.01,3,random,kmeans,0.99012850863068,149094434.256779
42,75000,1000,0.01,3,random,kmeans,0.990281417889385,153763805.592763
43,75000,1000,0.01,3,random,kmeans,0.989780682520026,148428990.280039
44,75000,1000,0.01,3,random,kmeans,0.989341882210943,149348847.061282
45,75000,1000,0.01,3,random,kmeans,0.989243251489779,150638892.042927
46,75000,1000,0.01,3,random,kmeans,0.989834465072391,149972860.727824
47,75000,1000,0.01,3,random,kmeans,0.98952701305071,150273116.799419
48,75000,1000,0.01,3,random,kmeans,0.989024023015486,144745220.601973
49,75000,1000,0.01,3,random,kmeans,0.988219833885726,142682981.276612
50,75000,1000,0.01,3,random,kmeans,0.989484695856649,147416825.582733
51,75000,1000,0.01,3,random,kmeans,0.990075317759704,149760481.517552
52,75000,1000,0.01,3,random,kmeans,0.988793369421137,148288938.847666
53,75000,1000,0.01,3,random,kmeans,0.9890741283153,149810809.838725
54,75000,1000,0.01,3,random,kmeans,0.989818917427075,153356561.237082
55,75000,1000,0.01,3,random,kmeans,0.989419603631447,144878948.365031
56,75000,1000,0.01,3,random,kmeans,0.989896813191195,148199433.257149
57,75000,1000,0.01,3,random,kmeans,0.990142760907671,152780164.067427
58,75000,1000,0.01,3,random,kmeans,0.989653961372777,152254370.246939
59,75000,1000,0.01,3,random,kmeans,0.988777154242363,147217198.453817
60,75000,1000,0.01,3,random,kmeans,0.988334822081584,150191635.016593
61,75000,1000,0.01,3,random,kmeans,0.988892339745831,149131639.084075
62,75000,1000,0.01,3,random,kmeans,0.988270205866087,148084606.983626
63,75000,1000,0.01,3,random,kmeans,0.989810824725117,148937740.843574
64,75000,1000,0.01,3,random,kmeans,0.989559720636677,152807424.458813
65,75000,1000,0.01,3,random,kmeans,0.989761940165627,147610612.343578
66,75000,1000,0.01,3,random,kmeans,0.990104328686793,150166367.775617
67,75000,1000,0.01,3,random,kmeans,0.988246458328102,154032839.158303
68,75000,1000,0.01,3,random,kmeans,0.987842631649031,148036505.573704
69,75000,1000,0.01,3,random,kmeans,0.989473168931844,150795469.816748
70,75000,1000,0.01,3,random,kmeans,0.989826910159507,148385054.574196
71,75000,1000,0.01,3,random,kmeans,0.989853896642977,150966478.407286
72,75000,1000,0.01,3,random,kmeans,0.989392909714855,152164493.558389
73,75000,1000,0.01,3,random,kmeans,0.989379826690908,148145044.387678
74,75000,1000,0.01,3,random,kmeans,0.989626021785268,149550073.098666
75,75000,1000,0.01,3,random,kmeans,0.988874132511516,150475447.042626
76,75000,1000,0.01,3,random,kmeans,0.989628130547163,153165174.469501
77,75000,1000,0.01,3,random,kmeans,0.989543600643172,147534870.64071
78,75000,1000,0.01,3,random,kmeans,0.989935288093681,150523696.07363
79,75000,1000,0.01,3,random,kmeans,0.988462307524305,147833571.265485
80,75000,1000,0.01,3,random,kmeans,0.989598859953339,149383076.222191
1,75000,1000,0.05,3,random,kmeans,0.989092752356693,151259271.063186
2,75000,1000,0.05,3,random,kmeans,0.989406210541464,152893581.473319
3,75000,1000,0.05,3,random,kmeans,0.989039928438371,152532117.754451
4,75000,1000,0.05,3,random,kmeans,0.991020339178442,143824908.35815
5,75000,1000,0.05,3,random,kmeans,0.988884360893591,151590324.483069
6,75000,1000,0.05,3,random,kmeans,0.988708664135177,150592717.580474
7,75000,1000,0.05,3,random,kmeans,0.989292575377478,149405399.117982
8,75000,1000,0.05,3,random,kmeans,0.989532491077309,152081472.729043
9,75000,1000,0.05,3,random,kmeans,0.989315926956777,154672378.949307
10,75000,1000,0.05,3,random,kmeans,0.989065083720193,148051371.014903
11,75000,1000,0.05,3,random,kmeans,0.989761271996492,147923620.433615
12,75000,1000,0.05,3,random,kmeans,0.989914958521416,151091446.720532
13,75000,1000,0.05,3,random,kmeans,0.989896080218367,145102842.732362
14,75000,1000,0.05,3,random,kmeans,0.988983817520239,151296320.023224
15,75000,1000,0.05,3,random,kmeans,0.98935385782617,145642204.366893
16,75000,1000,0.05,3,random,kmeans,0.989010970250193,149249327.045242
17,75000,1000,0.05,3,random,kmeans,0.990427931073373,152550653.172887
18,75000,1000,0.05,3,random,kmeans,0.989017266265102,152448835.253104
19,75000,1000,0.05,3,random,kmeans,0.989002848395971,150024358.858734
20,75000,1000,0.05,3,random,kmeans,0.990022250361022,150510688.28404
21,75000,1000,0.05,3,random,kmeans,0.988523414603186,150410021.335003
22,75000,1000,0.05,3,random,kmeans,0.990506456200754,147195662.860238
23,75000,1000,0.05,3,random,kmeans,0.988884038883905,147010961.003597
24,75000,1000,0.05,3,random,kmeans,0.990349646953546,150799514.793881
25,75000,1000,0.05,3,random,kmeans,0.990199119845652,150504863.614591
26,75000,1000,0.05,3,random,kmeans,0.989194044720994,149117379.739411
27,75000,1000,0.05,3,random,kmeans,0.98920713396874,144171660.462089
28,75000,1000,0.05,3,random,kmeans,0.989037506552349,146825978.341908
29,75000,1000,0.05,3,random,kmeans,0.989743623215192,149155087.70783
30,75000,1000,0.05,3,random,kmeans,0.988953095019936,146723353.473294
31,75000,1000,0.05,3,random,kmeans,0.990032284038712,148656948.794424
32,75000,1000,0.05,3,random,kmeans,0.988965343737285,148743934.887377
33,75000,1000,0.05,3,random,kmeans,0.989538130927402,150028974.061018
34,75000,1000,0.05,3,random,kmeans,0.99002103176821,146341088.303505
35,75000,1000,0.05,3,random,kmeans,0.987749666368593,148313567.703895
36,75000,1000,0.05,3,random,kmeans,0.988505954392931,147252654.619959
37,75000,1000,0.05,3,random,kmeans,0.989083950763309,153293376.427727
38,75000,1000,0.05,3,random,kmeans,0.988594932404319,148507171.636549
39,75000,1000,0.05,3,random,kmeans,0.989953956401709,144896107.576337
40,75000,1000,0.05,3,random,kmeans,0.988214682062377,150094022.727652
41,75000,1000,0.05,3,random,kmeans,0.989916446081196,146225310.739578
42,75000,1000,0.05,3,random,kmeans,0.990604839669441,150720069.175275
43,75000,1000,0.05,3,random,kmeans,0.99034037256701,151261304.987464
44,75000,1000,0.05,3,random,kmeans,0.989217774081164,145908405.773239
45,75000,1000,0.05,3,random,kmeans,0.988936067124934,156595246.374371
46,75000,1000,0.05,3,random,kmeans,0.989833026091609,147674930.876577
47,75000,1000,0.05,3,random,kmeans,0.990090322718166,154057222.852986
48,75000,1000,0.05,3,random,kmeans,0.989296204090556,155264170.161695
49,75000,1000,0.05,3,random,kmeans,0.989277134492199,151628861.832725
50,75000,1000,0.05,3,random,kmeans,0.988460609659273,152413045.538594
51,75000,1000,0.05,3,random,kmeans,0.989383773540763,147928671.269204
52,75000,1000,0.05,3,random,kmeans,0.989877025958403,147886107.873257
53,75000,1000,0.05,3,random,kmeans,0.990022373341348,144906051.596015
54,75000,1000,0.05,3,random,kmeans,0.989372809186729,149478985.126979
55,75000,1000,0.05,3,random,kmeans,0.989478822638952,147976115.695655
56,75000,1000,0.05,3,random,kmeans,0.989190977073033,144467518.28128
57,75000,1000,0.05,3,random,kmeans,0.990430109789336,149654638.625104
58,75000,1000,0.05,3,random,kmeans,0.989562708640485,147923241.057335
59,75000,1000,0.05,3,random,kmeans,0.988874882802471,152554863.572371
60,75000,1000,0.05,3,random,kmeans,0.990127433032292,149634756.014708
61,75000,1000,0.05,3,random,kmeans,0.989150850041496,151143175.13711
62,75000,1000,0.05,3,random,kmeans,0.990094308193849,150008166.814926
63,75000,1000,0.05,3,random,kmeans,0.990026110966552,148262935.233292
64,75000,1000,0.05,3,random,kmeans,0.98989132134318,151075400.537094
65,75000,1000,0.05,3,random,kmeans,0.989489003370309,152001065.844158
66,75000,1000,0.05,3,random,kmeans,0.98928809819428,149813791.494795
67,75000,1000,0.05,3,random,kmeans,0.989468700064678,151943494.800451
68,75000,1000,0.05,3,random,kmeans,0.989323464943134,147634431.87506
69,75000,1000,0.05,3,random,kmeans,0.989102021820873,150755954.035232
70,75000,1000,0.05,3,random,kmeans,0.989125760378494,148610289.274494
71,75000,1000,0.05,3,random,kmeans,0.988781434776908,148469135.031464
72,75000,1000,0.05,3,random,kmeans,0.989761669808463,149796530.595816
73,75000,1000,0.05,3,random,kmeans,0.989354805178109,149630434.495009
74,75000,1000,0.05,3,random,kmeans,0.99042043881565,149812631.959214
75,75000,1000,0.05,3,random,kmeans,0.988103315406463,147978960.128412
76,75000,1000,0.05,3,random,kmeans,0.989997399660868,151753728.835262
77,75000,1000,0.05,3,random,kmeans,0.988645819908333,146698078.023189
78,75000,1000,0.05,3,random,kmeans,0.989572208508352,146889167.188104
79,75000,1000,0.05,3,random,kmeans,0.988662273670051,144693568.597868
80,75000,1000,0.05,3,random,kmeans,0.988987777098636,149273983.007155
1,75000,1000,0.1,3,random,kmeans,0.991063455350464,151082341.226796
2,75000,1000,0.1,3,random,kmeans,0.988508571367111,152424610.346987
3,75000,1000,0.1,3,random,kmeans,0.989975700115888,148300353.608582
4,75000,1000,0.1,3,random,kmeans,0.98963173011874,150308661.625701
5,75000,1000,0.1,3,random,kmeans,0.989764696852131,154163730.644231
6,75000,1000,0.1,3,random,kmeans,0.988473664164288,150308556.891328
7,75000,1000,0.1,3,random,kmeans,0.989114214540552,150700028.672679
8,75000,1000,0.1,3,random,kmeans,0.989635691955641,149458027.313261
9,75000,1000,0.1,3,random,kmeans,0.989159492333802,149957727.156846
10,75000,1000,0.1,3,random,kmeans,0.990038842108437,149509528.48315
11,75000,1000,0.1,3,random,kmeans,0.988915400031871,153160318.459878
12,75000,1000,0.1,3,random,kmeans,0.987770336051148,150150568.25842
13,75000,1000,0.1,3,random,kmeans,0.988916027327104,152919751.136417
14,75000,1000,0.1,3,random,kmeans,0.989802405404935,155848550.010796
15,75000,1000,0.1,3,random,kmeans,0.989144037704265,150125672.054543
16,75000,1000,0.1,3,random,kmeans,0.99079482497332,146624990.107789
17,75000,1000,0.1,3,random,kmeans,0.989629027683702,154238647.069196
18,75000,1000,0.1,3,random,kmeans,0.988921362116757,150177389.194944
19,75000,1000,0.1,3,random,kmeans,0.988904875884039,146150965.310515
20,75000,1000,0.1,3,random,kmeans,0.990476166327969,150289726.500633
21,75000,1000,0.1,3,random,kmeans,0.990526461357537,148440495.792299
22,75000,1000,0.1,3,random,kmeans,0.988744351006342,150526841.351217
23,75000,1000,0.1,3,random,kmeans,0.988654853193716,150921547.741672
24,75000,1000,0.1,3,random,kmeans,0.987957386081964,150021012.927602
25,75000,1000,0.1,3,random,kmeans,0.990687973169201,149750231.818501
26,75000,1000,0.1,3,random,kmeans,0.990104095273445,145648123.402453
27,75000,1000,0.1,3,random,kmeans,0.99063579923506,150065307.525402
28,75000,1000,0.1,3,random,kmeans,0.989528553757515,153359687.043273
29,75000,1000,0.1,3,random,kmeans,0.988069660934057,150282882.903391
30,75000,1000,0.1,3,random,kmeans,0.98876923171032,150948163.698647
31,75000,1000,0.1,3,random,kmeans,0.989198688682256,150716153.365587
32,75000,1000,0.1,3,random,kmeans,0.987286864059852,149262221.184518
33,75000,1000,0.1,3,random,kmeans,0.988215178700616,148893310.529167
34,75000,1000,0.1,3,random,kmeans,0.988521452759232,148992182.515164
35,75000,1000,0.1,3,random,kmeans,0.989221463215446,148486613.498644
36,75000,1000,0.1,3,random,kmeans,0.989648856989617,149354700.68078
37,75000,1000,0.1,3,random,kmeans,0.990051157228955,145111262.983841
38,75000,1000,0.1,3,random,kmeans,0.989725664794224,152240864.128582
39,75000,1000,0.1,3,random,kmeans,0.989234775308576,149984922.069485
40,75000,1000,0.1,3,random,kmeans,0.988978271731343,149976113.519176
41,75000,1000,0.1,3,random,kmeans,0.988557747629044,152975684.522828
42,75000,1000,0.1,3,random,kmeans,0.99014199328967,154892258.271469
43,75000,1000,0.1,3,random,kmeans,0.989104984663826,148561161.79349
44,75000,1000,0.1,3,random,kmeans,0.990866142933494,148088690.045964
45,75000,1000,0.1,3,random,kmeans,0.990019092359655,150476647.574201
46,75000,1000,0.1,3,random,kmeans,0.989564435152666,149880249.768928
47,75000,1000,0.1,3,random,kmeans,0.990372296240453,145978367.799217
48,75000,1000,0.1,3,random,kmeans,0.988998439777708,152347900.591711
49,75000,1000,0.1,3,random,kmeans,0.989709737283924,149093552.777339
50,75000,1000,0.1,3,random,kmeans,0.989248698473047,151366066.316161
51,75000,1000,0.1,3,random,kmeans,0.989416069748305,154046529.610557
52,75000,1000,0.1,3,random,kmeans,0.989842694349382,152675276.639123
53,75000,1000,0.1,3,random,kmeans,0.988978536455163,148741341.878879
54,75000,1000,0.1,3,random,kmeans,0.99180077590829,150997979.28162
55,75000,1000,0.1,3,random,kmeans,0.99025665655128,149633420.100192
56,75000,1000,0.1,3,random,kmeans,0.989293930643566,143996497.940275
57,75000,1000,0.1,3,random,kmeans,0.990096349661319,151165895.990519
58,75000,1000,0.1,3,random,kmeans,0.988200435892618,151887799.792743
59,75000,1000,0.1,3,random,kmeans,0.988732366925993,154579959.578611
60,75000,1000,0.1,3,random,kmeans,0.989964536858234,153062547.349291
61,75000,1000,0.1,3,random,kmeans,0.990228657035858,146525312.198285
62,75000,1000,0.1,3,random,kmeans,0.989372235939957,150402530.979064
63,75000,1000,0.1,3,random,kmeans,0.988976161589884,147680442.612519
64,75000,1000,0.1,3,random,kmeans,0.988838821121961,149571497.959233
65,75000,1000,0.1,3,random,kmeans,0.990301934079277,148758270.74374
66,75000,1000,0.1,3,random,kmeans,0.990131831953376,152060517.955823
67,75000,1000,0.1,3,random,kmeans,0.98908952644088,146115118.825729
68,75000,1000,0.1,3,random,kmeans,0.99031395867131,150839464.665001
69,75000,1000,0.1,3,random,kmeans,0.988522090474977,149324922.119441
70,75000,1000,0.1,3,random,kmeans,0.990022050010962,145949112.35315
71,75000,1000,0.1,3,random,kmeans,0.989643016966668,150922039.651961
72,75000,1000,0.1,3,random,kmeans,0.988471564317368,151221674.927549
73,75000,1000,0.1,3,random,kmeans,0.989352868177773,147944499.017501
74,75000,1000,0.1,3,random,kmeans,0.990034502858093,151454602.630024
75,75000,1000,0.1,3,random,kmeans,0.989491117836457,151263745.835739
76,75000,1000,0.1,3,random,kmeans,0.989165167159239,149060239.86562
77,75000,1000,0.1,3,random,kmeans,0.989159141984267,148502773.622051
78,75000,1000,0.1,3,random,kmeans,0.989969695265146,148835842.653754
79,75000,1000,0.1,3,random,kmeans,0.989845499592112,153387326.170184
80,75000,1000,0.1,3,random,kmeans,0.990954006250305,150104156.198366
1,75000,1000,0.2,3,random,kmeans,0.988838687109385,148486092.312995
2,75000,1000,0.2,3,random,kmeans,0.99052378083193,150014875.74361
3,75000,1000,0.2,3,random,kmeans,0.98861406440633,151523961.653855
4,75000,1000,0.2,3,random,kmeans,0.990380681218769,151273447.399281
5,75000,1000,0.2,3,random,kmeans,0.988717343160753,150139467.781672
6,75000,1000,0.2,3,random,kmeans,0.990520972717554,151769240.369256
7,75000,1000,0.2,3,random,kmeans,0.989618756611474,149367114.646773
8,75000,1000,0.2,3,random,kmeans,0.989989450965072,150258160.24183
9,75000,1000,0.2,3,random,kmeans,0.989675298601105,152411776.61387
10,75000,1000,0.2,3,random,kmeans,0.988748011736989,147419748.152574
11,75000,1000,0.2,3,random,kmeans,0.989645731965957,150423691.116888
12,75000,1000,0.2,3,random,kmeans,0.990751656702711,148719298.217479
13,75000,1000,0.2,3,random,kmeans,0.989607023006457,152971030.531374
14,75000,1000,0.2,3,random,kmeans,0.989385245906135,153757805.279442
15,75000,1000,0.2,3,random,kmeans,0.988975834185138,149293543.218123
16,75000,1000,0.2,3,random,kmeans,0.988619429035779,148975283.448033
17,75000,1000,0.2,3,random,kmeans,0.989166552866397,147429775.136554
18,75000,1000,0.2,3,random,kmeans,0.989416364864896,148497228.598028
19,75000,1000,0.2,3,random,kmeans,0.989543455771068,149223184.286011
20,75000,1000,0.2,3,random,kmeans,0.989651864568585,150010584.088759
21,75000,1000,0.2,3,random,kmeans,0.989792237351385,152108719.173024
22,75000,1000,0.2,3,random,kmeans,0.990219597383922,149555875.532329
23,75000,1000,0.2,3,random,kmeans,0.989699856125835,152236356.652393
24,75000,1000,0.2,3,random,kmeans,0.989395174042722,147294180.003252
25,75000,1000,0.2,3,random,kmeans,0.989680836186696,153175469.982659
26,75000,1000,0.2,3,random,kmeans,0.989062856230091,148897958.558734
27,75000,1000,0.2,3,random,kmeans,0.989277054166658,152114411.914478
28,75000,1000,0.2,3,random,kmeans,0.989081931314599,145396284.459355
29,75000,1000,0.2,3,random,kmeans,0.990268669749402,146658143.833372
30,75000,1000,0.2,3,random,kmeans,0.98935957731325,154224307.203565
31,75000,1000,0.2,3,random,kmeans,0.988917138329319,148854091.993194
32,75000,1000,0.2,3,random,kmeans,0.9907514254336,149451928.718315
33,75000,1000,0.2,3,random,kmeans,0.990479884229399,150849508.376306
34,75000,1000,0.2,3,random,kmeans,0.989844189550913,153464427.769954
35,75000,1000,0.2,3,random,kmeans,0.99080121957391,148277653.56384
36,75000,1000,0.2,3,random,kmeans,0.989622239440574,151126289.672011
37,75000,1000,0.2,3,random,kmeans,0.988192408464524,150260959.323386
38,75000,1000,0.2,3,random,kmeans,0.989017181820443,150149540.511999
39,75000,1000,0.2,3,random,kmeans,0.988278249378174,149157254.478242
40,75000,1000,0.2,3,random,kmeans,0.988626988994191,154812669.528331
41,75000,1000,0.2,3,random,kmeans,0.98886959812163,152293520.790026
42,75000,1000,0.2,3,random,kmeans,0.988403176601198,152798546.225164
43,75000,1000,0.2,3,random,kmeans,0.989196485254165,150492603.109571
44,75000,1000,0.2,3,random,kmeans,0.98908040341892,149830986.387597
45,75000,1000,0.2,3,random,kmeans,0.988968672670413,152776308.495153
46,75000,1000,0.2,3,random,kmeans,0.990055880442355,154131274.383637
47,75000,1000,0.2,3,random,kmeans,0.990019873534687,150075987.292332
48,75000,1000,0.2,3,random,kmeans,0.988793638282027,149164206.98113
49,75000,1000,0.2,3,random,kmeans,0.989889270548671,149795717.024638
50,75000,1000,0.2,3,random,kmeans,0.990804910155827,145609341.462733
51,75000,1000,0.2,3,random,kmeans,0.989051133736328,152257759.646875
52,75000,1000,0.2,3,random,kmeans,0.988872674468046,153073103.609167
53,75000,1000,0.2,3,random,kmeans,0.991564312221985,149563470.948539
54,75000,1000,0.2,3,random,kmeans,0.98870033770886,152385860.581893
55,75000,1000,0.2,3,random,kmeans,0.989997643736802,145618344.227772
56,75000,1000,0.2,3,random,kmeans,0.988547719411111,148755490.82416
57,75000,1000,0.2,3,random,kmeans,0.989726909845583,149251851.469804
58,75000,1000,0.2,3,random,kmeans,0.989377135573548,147954117.36169
59,75000,1000,0.2,3,random,kmeans,0.989701750237485,148924871.039552
60,75000,1000,0.2,3,random,kmeans,0.990082913314846,147992338.709147
61,75000,1000,0.2,3,random,kmeans,0.989044278964215,150625976.350819
62,75000,1000,0.2,3,random,kmeans,0.9891462185557,149055711.698889
63,75000,1000,0.2,3,random,kmeans,0.990365904886417,145548176.827401
64,75000,1000,0.2,3,random,kmeans,0.990471291824383,148908219.831997
65,75000,1000,0.2,3,random,kmeans,0.988129343362823,151475335.068627
66,75000,1000,0.2,3,random,kmeans,0.990448777974351,153026361.495343
