"B","observations","genes","batch_size","k","initializer","method","memory"
5,1000,1000,0.005,3,random,kmeans,435.454499931948
5,1000,1000,0.01,3,random,kmeans,435.454499931948
5,1000,1000,0.05,3,random,kmeans,443.08488631324
5,1000,1000,0.1,3,random,kmeans,435.454469414369
5,1000,1000,0.2,3,random,kmeans,443.085298300547
5,1000,1000,0.5,3,random,kmeans,435.454576225893
5,1000,1000,0.8,3,random,kmeans,443.084855795662
5,1000,1000,1,3,random,kmeans,420.19133153947
5,5000,1000,0.005,3,random,kmeans,657.108286472776
5,5000,1000,0.01,3,random,kmeans,657.122156712087
5,5000,1000,0.05,3,random,kmeans,657.108286472776
5,5000,1000,0.1,3,random,kmeans,657.108255955198
5,5000,1000,0.2,3,random,kmeans,657.108255955198
5,5000,1000,0.5,3,random,kmeans,657.122126194508
5,5000,1000,0.8,3,random,kmeans,657.108255955198
5,5000,1000,1,3,random,kmeans,657.108255955198
5,25000,1000,0.005,3,random,kmeans,2071.53660601178
5,25000,1000,0.01,3,random,kmeans,2071.53660601178
5,25000,1000,0.05,3,random,kmeans,2071.53660601178
5,25000,1000,0.1,3,random,kmeans,2071.53577440777
5,25000,1000,0.2,3,random,kmeans,2071.53660601178
5,25000,1000,0.5,3,random,kmeans,2071.53577440777
5,25000,1000,0.8,3,random,kmeans,2071.53660601178
5,25000,1000,1,3,random,kmeans,2071.55159777209
5,75000,1000,0.005,3,random,kmeans,5516.56494693564
5,75000,1000,0.01,3,random,kmeans,5516.56494693564
5,75000,1000,0.05,3,random,kmeans,5516.56494693564
5,75000,1000,0.1,3,random,kmeans,5516.57996921353
5,75000,1000,0.2,3,random,kmeans,5516.56494693564
5,75000,1000,0.5,3,random,kmeans,5516.61369876688
5,75000,1000,0.8,3,random,kmeans,5516.56494693564
5,75000,1000,1,3,random,kmeans,5516.56491641806
