"B","observations","genes","batch_size","k","initializer","method","memory"
4,1000,1000,0.005,3,random,mbkmeans,366.159402319747
4,1000,1000,0.01,3,random,mbkmeans,375.475266917841
4,1000,1000,0.05,3,random,mbkmeans,421.595857301599
4,1000,1000,0.1,3,random,mbkmeans,421.848840395814
4,1000,1000,0.2,3,random,mbkmeans,421.485856690833
4,1000,1000,0.5,3,random,mbkmeans,419.678674372011
4,1000,1000,0.8,3,random,mbkmeans,419.620584161831
4,1000,1000,1,3,random,mbkmeans,419.63456884206
4,5000,1000,0.005,3,random,mbkmeans,425.177240066559
4,5000,1000,0.01,3,random,mbkmeans,455.182878302189
4,5000,1000,0.05,3,random,mbkmeans,454.534509464296
4,5000,1000,0.1,3,random,mbkmeans,454.351907534897
4,5000,1000,0.2,3,random,mbkmeans,488.589090281102
4,5000,1000,0.5,3,random,mbkmeans,484.708833613647
4,5000,1000,0.8,3,random,mbkmeans,480.882432842392
4,5000,1000,1,3,random,mbkmeans,465.613756027043
4,25000,1000,0.005,3,random,mbkmeans,638.915972256273
4,25000,1000,0.01,3,random,mbkmeans,639.281244779622
4,25000,1000,0.05,3,random,mbkmeans,705.680857456595
4,25000,1000,0.1,3,random,mbkmeans,696.066401243606
4,25000,1000,0.2,3,random,mbkmeans,696.033686399733
4,25000,1000,0.5,3,random,mbkmeans,734.173396016112
4,25000,1000,0.8,3,random,mbkmeans,848.603679040095
4,25000,1000,1,3,random,mbkmeans,924.907275824214
4,75000,1000,0.005,3,random,mbkmeans,1227.34644017191
4,75000,1000,0.01,3,random,mbkmeans,1226.78976139784
4,75000,1000,0.05,3,random,mbkmeans,1415.21455153659
4,75000,1000,0.1,3,random,mbkmeans,1386.52840183133
4,75000,1000,0.2,3,random,mbkmeans,1386.49389407973
4,75000,1000,0.5,3,random,mbkmeans,1500.91870682782
4,75000,1000,0.8,3,random,mbkmeans,1844.24146202782
4,75000,1000,1,3,random,mbkmeans,1500.93370621752
