"B","observations","genes","batch_size","k","initializer","method","memory"
2,1000,1000,0.005,3,random,mbkmeans,366.133729407053
2,1000,1000,0.01,3,random,mbkmeans,371.939996213601
2,1000,1000,0.05,3,random,mbkmeans,421.173860229696
2,1000,1000,0.1,3,random,mbkmeans,421.885125796341
2,1000,1000,0.2,3,random,mbkmeans,421.458467164362
2,1000,1000,0.5,3,random,mbkmeans,419.706391962447
2,1000,1000,0.8,3,random,mbkmeans,419.620584161831
2,1000,1000,1,3,random,mbkmeans,419.63456884206
2,5000,1000,0.005,3,random,mbkmeans,431.165475562758
2,5000,1000,0.01,3,random,mbkmeans,455.932611276205
2,5000,1000,0.05,3,random,mbkmeans,454.508256717615
2,5000,1000,0.1,3,random,mbkmeans,454.352716250721
2,5000,1000,0.2,3,random,mbkmeans,488.58893769321
2,5000,1000,0.5,3,random,mbkmeans,484.709970393437
2,5000,1000,0.8,3,random,mbkmeans,480.882104778426
2,5000,1000,1,3,random,mbkmeans,465.61309989911
2,25000,1000,0.005,3,random,mbkmeans,638.85325863299
2,25000,1000,0.01,3,random,mbkmeans,639.312174345168
2,25000,1000,0.05,3,random,mbkmeans,638.889383816231
2,25000,1000,0.1,3,random,mbkmeans,696.078348875487
2,25000,1000,0.2,3,random,mbkmeans,696.033686399733
2,25000,1000,0.5,3,random,mbkmeans,734.169787312485
2,25000,1000,0.8,3,random,mbkmeans,848.604815819885
2,25000,1000,1,3,random,mbkmeans,924.898761419885
2,75000,1000,0.005,3,random,mbkmeans,1227.31467900236
2,75000,1000,0.01,3,random,mbkmeans,1226.79426274063
2,75000,1000,0.05,3,random,mbkmeans,1329.36641431124
2,75000,1000,0.1,3,random,mbkmeans,1386.5277457034
2,75000,1000,0.2,3,random,mbkmeans,1386.49487827163
2,75000,1000,0.5,3,random,mbkmeans,1500.91805069989
2,75000,1000,0.8,3,random,mbkmeans,1844.24439934472
2,75000,1000,1,3,random,mbkmeans,1500.9190043742
