"B","observations","genes","batch_size","k","initializer","method","memory"
3,1000,1000,0.005,3,random,mbkmeans,367.570062115102
3,1000,1000,0.01,3,random,mbkmeans,378.967172143402
3,1000,1000,0.05,3,random,mbkmeans,421.986261050629
3,1000,1000,0.1,3,random,mbkmeans,421.9132324859
3,1000,1000,0.2,3,random,mbkmeans,421.458200135553
3,1000,1000,0.5,3,random,mbkmeans,419.705644281781
3,1000,1000,0.8,3,random,mbkmeans,419.621453912811
3,1000,1000,1,3,random,mbkmeans,419.634629877216
3,5000,1000,0.005,3,random,mbkmeans,422.183183353617
3,5000,1000,0.01,3,random,mbkmeans,455.224679754983
3,5000,1000,0.05,3,random,mbkmeans,454.507158084799
3,5000,1000,0.1,3,random,mbkmeans,454.320207400501
3,5000,1000,0.2,3,random,mbkmeans,488.589151316258
3,5000,1000,0.5,3,random,mbkmeans,484.713296809465
3,5000,1000,0.8,3,random,mbkmeans,480.875795269125
3,5000,1000,1,3,random,mbkmeans,465.613817062199
3,25000,1000,0.005,3,random,mbkmeans,638.916842007253
3,25000,1000,0.01,3,random,mbkmeans,639.308695341249
3,25000,1000,0.05,3,random,mbkmeans,705.690089024012
3,25000,1000,0.1,3,random,mbkmeans,696.078081846678
3,25000,1000,0.2,3,random,mbkmeans,696.04127764732
3,25000,1000,0.5,3,random,mbkmeans,734.171816731438
3,25000,1000,0.8,3,random,mbkmeans,848.604068139218
3,25000,1000,1,3,random,mbkmeans,924.898166327109
3,75000,1000,0.005,3,random,mbkmeans,1227.34650120707
3,75000,1000,0.01,3,random,mbkmeans,1226.82158360255
3,75000,1000,0.05,3,random,mbkmeans,1415.1828514022
3,75000,1000,0.1,3,random,mbkmeans,1386.52846286648
3,75000,1000,0.2,3,random,mbkmeans,1386.49526737075
3,75000,1000,0.5,3,random,mbkmeans,1500.91811173504
3,75000,1000,0.8,3,random,mbkmeans,1844.24152306297
3,75000,1000,1,3,random,mbkmeans,1500.9148005778
