"B","observations","genes","batch_size","k","initializer","method","memory"
6,1000,1000,0.005,3,random,mbkmeans,367.105142069405
6,1000,1000,0.01,3,random,mbkmeans,374.112657049425
6,1000,1000,0.05,3,random,mbkmeans,421.596025148279
6,1000,1000,0.1,3,random,mbkmeans,421.9132324859
6,1000,1000,0.2,3,random,mbkmeans,421.485109010166
6,1000,1000,0.5,3,random,mbkmeans,419.673883112227
6,1000,1000,0.8,3,random,mbkmeans,419.620645196988
6,1000,1000,1,3,random,mbkmeans,419.635438593039
6,5000,1000,0.005,3,random,mbkmeans,428.570634549562
6,5000,1000,0.01,3,random,mbkmeans,455.900911141809
6,5000,1000,0.05,3,random,mbkmeans,454.509454532561
6,5000,1000,0.1,3,random,mbkmeans,454.326852603162
6,5000,1000,0.2,3,random,mbkmeans,488.631723337903
6,5000,1000,0.5,3,random,mbkmeans,484.710031428593
6,5000,1000,0.8,3,random,mbkmeans,480.876123333091
6,5000,1000,1,3,random,mbkmeans,465.615457382029
6,25000,1000,0.005,3,random,mbkmeans,638.853319668146
6,25000,1000,0.01,3,random,mbkmeans,639.339647794979
6,25000,1000,0.05,3,random,mbkmeans,705.680109775928
6,25000,1000,0.1,3,random,mbkmeans,696.077753782712
6,25000,1000,0.2,3,random,mbkmeans,696.042261839219
6,25000,1000,0.5,3,random,mbkmeans,734.169848347642
6,25000,1000,0.8,3,random,mbkmeans,848.61175093954
6,25000,1000,1,3,random,mbkmeans,924.905368475574
6,75000,1000,0.005,3,random,mbkmeans,1227.34650120707
6,75000,1000,0.01,3,random,mbkmeans,1226.789822433
6,75000,1000,0.05,3,random,mbkmeans,1415.21461257175
6,75000,1000,0.1,3,random,mbkmeans,1386.52879093045
6,75000,1000,0.2,3,random,mbkmeans,1386.49428317886
6,75000,1000,0.5,3,random,mbkmeans,1500.92203324385
6,75000,1000,0.8,3,random,mbkmeans,1844.24152306297
6,75000,1000,1,3,random,mbkmeans,1500.91316025797
