B,observations,genes,batch_size,k,initializer,method,ARI,WCSS,iterations,fault
1,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.08783864,3622711524,14,NA
2,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.086835858,3491638887,16,NA
3,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.086587351,3583155087,18,NA
4,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.086928025,3382763319,31,NA
5,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.087193219,3764335343,14,NA
6,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.086678043,3570191211,15,NA
7,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.087641503,3661239196,32,NA
8,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.086853196,3581316048,22,NA
9,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.0870625,3650547234,20,NA
10,1.00E+05,1000,0.001,2,kmeans++,hdf5,0.087414052,3508470684,26,NA
1,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.221954749,1663001170,35,NA
2,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.222199193,1651911103,15,NA
3,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.218432115,1833582011,16,NA
4,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.212898651,1844824428,18,NA
5,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.222105421,1672635797,18,NA
6,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.225413468,1716743210,36,NA
7,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.225478408,1679216154,31,NA
8,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.220163497,1680115720,27,NA
9,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.223437486,1712862459,12,NA
10,1.00E+05,1000,0.001,3,kmeans++,hdf5,0.215854487,1729256250,14,NA
1,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.321950774,1217626817,23,NA
2,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.34274858,1211391635,23,NA
3,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.329350163,1147815752,21,NA
4,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.346589992,1149187683,20,NA
5,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.328622964,1178387835,16,NA
6,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.344826042,1131289418,18,NA
7,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.341351183,1184204582,26,NA
8,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.264239587,1315527693,23,NA
9,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.344824967,1130408262,20,NA
10,1.00E+05,1000,0.001,4,kmeans++,hdf5,0.333370084,1182470879,18,NA
1,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.408482644,752461662.2,32,NA
2,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.418289143,742816022,13,NA
3,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.42290745,767513754.7,43,NA
4,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.421317231,764160552.6,15,NA
5,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.419500592,779814975,20,NA
6,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.411296967,762691247.9,28,NA
7,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.424180343,835160232.5,23,NA
8,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.425629393,813038357.5,28,NA
9,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.421348071,791623218.1,21,NA
10,1.00E+05,1000,0.001,5,kmeans++,hdf5,0.409471037,765801830.6,32,NA
1,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.458804887,583502909.2,24,NA
2,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.500967389,633878931.8,42,NA
3,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.462313314,556242580.9,30,NA
4,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.487264194,627664917.2,20,NA
5,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.50411415,609314135.4,26,NA
6,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.450741752,577199101.2,24,NA
7,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.502145735,634856447.6,16,NA
8,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.501216145,587329951.7,34,NA
9,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.505115719,644937140.9,24,NA
10,1.00E+05,1000,0.001,6,kmeans++,hdf5,0.461995633,582033840.7,14,NA
1,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.556474642,438875111.4,37,NA
2,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.555637134,414820605.2,35,NA
3,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.556589463,422873117.3,27,NA
4,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.555493373,421757757.3,17,NA
5,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.555874995,400921478.8,20,NA
6,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.557001469,447276315,12,NA
7,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.55604019,441746730.5,23,NA
8,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.555934744,424730256.6,14,NA
9,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.555979906,448630979.6,26,NA
10,1.00E+05,1000,0.001,7,kmeans++,hdf5,0.552026638,422098366.6,23,NA
1,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.582540034,346276566,15,NA
2,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.597906954,373134859.4,24,NA
3,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.58312538,367217755.5,25,NA
4,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.596155835,405160495.3,37,NA
5,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.611403698,397259597,24,NA
6,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.566837723,423516320.4,17,NA
7,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.583629789,367656304.8,14,NA
8,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.607654947,389355344.6,24,NA
9,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.583529543,347012954.8,21,NA
10,1.00E+05,1000,0.001,8,kmeans++,hdf5,0.605783878,421675759.7,22,NA
1,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.634518845,352554242.1,17,NA
2,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.644671775,329282060.7,22,NA
3,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.632865863,316246607.9,17,NA
4,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.633890644,341085129.3,22,NA
5,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.62917926,326304595.6,21,NA
6,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.631082038,319180799.3,47,NA
7,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.639757108,312727824.9,39,NA
8,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.613460101,333984217,17,NA
9,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.629569172,338832027,23,NA
10,1.00E+05,1000,0.001,9,kmeans++,hdf5,0.642518227,323090509.3,24,NA
1,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.651930545,292565234.3,17,NA
2,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.69359026,291221019.5,18,NA
3,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.66225399,306574558.7,22,NA
4,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.676693435,291002029.8,16,NA
5,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.646641352,294345402.9,20,NA
6,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.673809564,295598349.7,19,NA
7,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.67054397,298957273.6,25,NA
8,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.693581517,307181849.3,19,NA
9,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.666387022,315452077.4,19,NA
10,1.00E+05,1000,0.001,10,kmeans++,hdf5,0.664869261,307219575.5,37,NA
1,1.00E+05,1000,0.001,11,kmeans++,hdf5,0.711811219,269610049,24,NA
2,1.00E+05,1000,0.001,11,kmeans++,hdf5,0.701627164,269011361.6,23,NA
3,1.00E+05,1000,0.001,11,kmeans++,hdf5,0.65650635,291675772.5,27,NA
4,1.00E+05,1000,0.001,11,kmeans++,hdf5,0.662187573,279670993.5,28,NA
5,1.00E+05,1000,0.001,11,kmeans++,hdf5,0.68745259,290216482.4,24,NA
