"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,5e+05,1000,0.005,3,random,mbkmeans,121.874,2.246,124.298
2,5e+05,1000,0.005,3,random,mbkmeans,121.016,2.911,124.125
3,5e+05,1000,0.005,3,random,mbkmeans,123.149,2.617,125.957
1,5e+05,1000,0.01,3,random,mbkmeans,166.181,7.355,173.783
2,5e+05,1000,0.01,3,random,mbkmeans,149.071,5.624,154.91
3,5e+05,1000,0.01,3,random,mbkmeans,156.154,6.465,162.86
1,5e+05,1000,0.05,3,random,mbkmeans,386.184,17.744,404.512
2,5e+05,1000,0.05,3,random,mbkmeans,410.021,19.104,429.76
3,5e+05,1000,0.05,3,random,mbkmeans,390.932,17.476,408.991
1,5e+05,1000,0.1,3,random,mbkmeans,843.24,44.056,888.592
2,5e+05,1000,0.1,3,random,mbkmeans,655.965,33.037,690.006
3,5e+05,1000,0.1,3,random,mbkmeans,752.248,37.896,791.265
1,5e+05,1000,0.2,3,random,mbkmeans,1502.077,95.339,1599.679
2,5e+05,1000,0.2,3,random,mbkmeans,1518.553,75.079,1595.977
3,5e+05,1000,0.2,3,random,mbkmeans,1659.647,82.073,1744.222
1,5e+05,1000,0.5,3,random,mbkmeans,3022.404,202.267,3229.603
2,5e+05,1000,0.5,3,random,mbkmeans,2794.099,187.027,2985.702
3,5e+05,1000,0.5,3,random,mbkmeans,3098.496,196.954,3300.461
1,5e+05,1000,0.8,3,random,mbkmeans,5785.945,495.424,6291.369
2,5e+05,1000,0.8,3,random,mbkmeans,4700.181,421.904,5130.32
3,5e+05,1000,0.8,3,random,mbkmeans,4960.455,434.207,5403.649
