"B","observations","genes","batch_size","k","initializer","method","memory"
1,25000,1000,75,2,kmeans++,hdf5,932.205699618807
1,25000,1000,75,3,kmeans++,hdf5,932.213329013367
1,25000,1000,80,2,kmeans++,hdf5,932.205699618807
1,25000,1000,80,3,kmeans++,hdf5,932.213329013367
