"B","observations","genes","batch_size","k","initializer","method","memory"
1,1e+05,1000,0.01,2,random,kmeans,4945.56823305299
1,1e+05,1000,0.01,3,random,kmeans,4945.59843019666
1,1e+05,1000,0.01,2,random,kmeans,7246.05897200762
1,1e+05,1000,0.01,4,random,kmeans,4945.61370424457
1,1e+05,1000,0.01,5,random,kmeans,4945.62913088037
1,1e+05,1000,0.01,3,random,kmeans,7246.27902663491
1,1e+05,1000,0.01,6,random,kmeans,4945.64432863433
1,1e+05,1000,0.01,7,random,kmeans,4945.65958742345
1,1e+05,1000,0.01,8,random,kmeans,4945.6749377653
1,1e+05,1000,0.01,4,random,kmeans,7240.47970257741
1,1e+05,1000,0.01,9,random,kmeans,4945.69053224779
1,1e+05,1000,0.01,10,random,kmeans,4945.7057910369
1,1e+05,1000,0.01,5,random,kmeans,7242.57174360092
1,1e+05,1000,0.01,11,random,kmeans,4945.72104982602
1,1e+05,1000,0.01,12,random,kmeans,4945.73624757999
1,1e+05,1000,0.01,13,random,kmeans,4945.75156740427
1,1e+05,1000,0.01,6,random,kmeans,7244.68066847459
1,1e+05,1000,0.01,14,random,kmeans,4945.76682619338
1,1e+05,1000,0.01,15,random,kmeans,4945.78202394735
1,1e+05,1000,0.01,7,random,kmeans,7246.61612380415
1,1e+05,1000,0.01,16,random,kmeans,4945.79740480678
1,1e+05,1000,0.01,17,random,kmeans,4945.81287721895
1,1e+05,1000,0.01,18,random,kmeans,4945.82810549049
1,1e+05,1000,0.01,8,random,kmeans,7244.84882033069
1,1e+05,1000,0.01,19,random,kmeans,4945.84339479719
1,1e+05,1000,0.01,20,random,kmeans,4945.85874513904
1,1e+05,1000,0.01,9,random,kmeans,7246.78696120714
1,1e+05,1000,0.1,2,random,kmeans,4945.56829408814
1,1e+05,1000,0.1,3,random,kmeans,4945.59843019666
1,1e+05,1000,0.1,4,random,kmeans,4945.61364320941
1,1e+05,1000,0.1,5,random,kmeans,4945.62913088037
1,1e+05,1000,0.01,10,random,kmeans,7246.87082351214
1,1e+05,1000,0.1,6,random,kmeans,4945.64432863433
1,1e+05,1000,0.1,7,random,kmeans,4945.65958742345
1,1e+05,1000,0.1,8,random,kmeans,4945.6749377653
1,1e+05,1000,0.01,11,random,kmeans,7240.85577069407
1,1e+05,1000,0.1,9,random,kmeans,4945.69053224779
1,1e+05,1000,0.1,10,random,kmeans,4945.7057910369
1,1e+05,1000,0.1,11,random,kmeans,4945.72104982602
1,1e+05,1000,0.01,12,random,kmeans,7247.03873122762
1,1e+05,1000,0.1,12,random,kmeans,4945.73630861514
1,1e+05,1000,0.1,13,random,kmeans,4945.75156740427
1,1e+05,1000,0.1,14,random,kmeans,4945.76676515823
1,1e+05,1000,0.01,13,random,kmeans,7243.12310468698
1,1e+05,1000,0.1,15,random,kmeans,4945.7820849825
1,1e+05,1000,0.1,16,random,kmeans,4945.79740480678
1,1e+05,1000,0.1,17,random,kmeans,4945.81287721895
1,1e+05,1000,0.1,18,random,kmeans,4945.82816652565
1,1e+05,1000,0.01,14,random,kmeans,7247.20651687278
1,1e+05,1000,0.1,19,random,kmeans,4945.84345583235
1,1e+05,1000,0.1,20,random,kmeans,4945.85874513904
1,1e+05,1000,0.01,15,random,kmeans,7247.29044021294
1,1e+05,1000,0.01,16,random,kmeans,7247.37509597498
1,1e+05,1000,0.01,17,random,kmeans,7241.17754803903
1,1e+05,1000,0.01,18,random,kmeans,7247.54513992093
1,1e+05,1000,0.01,19,random,kmeans,7247.62927688414
1,1e+05,1000,0.01,20,random,kmeans,7247.71341384735
1,1e+05,1000,0.1,2,random,kmeans,7246.05903304277
1,1e+05,1000,0.1,3,random,kmeans,7246.27902663491
1,1e+05,1000,0.1,4,random,kmeans,7238.4566694277
1,1e+05,1000,0.1,5,random,kmeans,7240.53381024363
1,1e+05,1000,0.1,6,random,kmeans,7246.53220046399
1,1e+05,1000,0.1,7,random,kmeans,7244.76459181475
1,1e+05,1000,0.1,8,random,kmeans,7246.70044387283
1,1e+05,1000,0.1,9,random,kmeans,7246.78696120714
1,1e+05,1000,0.1,10,random,kmeans,7246.87082351214
1,1e+05,1000,0.1,11,random,kmeans,7246.9547468523
1,1e+05,1000,0.1,12,random,kmeans,7247.03867019246
1,1e+05,1000,0.1,13,random,kmeans,6474.0543075384
1,1e+05,1000,0.1,14,random,kmeans,7247.20657790794
1,1e+05,1000,0.1,15,random,kmeans,7247.2905012481
1,1e+05,1000,0.1,16,random,kmeans,7247.37509597498
1,1e+05,1000,0.1,17,random,kmeans,7247.46100295773
1,1e+05,1000,0.1,18,random,kmeans,7241.23113690642
1,1e+05,1000,0.1,19,random,kmeans,6474.17929228008
1,1e+05,1000,0.1,20,random,kmeans,6474.21519621088
