B,observations,genes,batch_size,k,initializer,method,memory
1,25000,1000,75,2,kmeans++,mbkmeans,952.4166677
1,25000,1000,75,3,kmeans++,mbkmeans,959.8742865
1,25000,1000,75,4,kmeans++,mbkmeans,960.4490011
1,25000,1000,75,5,kmeans++,mbkmeans,960.4493292
1,25000,1000,75,6,kmeans++,mbkmeans,955.8584402
1,25000,1000,75,7,kmeans++,mbkmeans,960.4477575
1,25000,1000,75,8,kmeans++,mbkmeans,960.4493292
1,25000,1000,75,9,kmeans++,mbkmeans,959.3000601
1,25000,1000,75,10,kmeans++,mbkmeans,960.4480856
1,25000,1000,75,11,kmeans++,mbkmeans,959.3008688
1,25000,1000,75,12,kmeans++,mbkmeans,960.4493292
1,25000,1000,75,13,kmeans++,mbkmeans,959.8755911
1,25000,1000,75,14,kmeans++,mbkmeans,959.875263
1,25000,1000,75,15,kmeans++,mbkmeans,955.8584402
1,25000,1000,75,16,kmeans++,mbkmeans,960.448284
1,25000,1000,75,17,kmeans++,mbkmeans,960.4484137
1,25000,1000,75,18,kmeans++,mbkmeans,960.0311773
1,25000,1000,75,19,kmeans++,mbkmeans,959.8748739
1,25000,1000,75,20,kmeans++,mbkmeans,960.448345
1,25000,1000,500,2,kmeans++,mbkmeans,844.5879014
1,25000,1000,500,3,kmeans++,mbkmeans,833.1755021
1,25000,1000,500,4,kmeans++,mbkmeans,863.6768145
1,25000,1000,500,5,kmeans++,mbkmeans,878.9461779
1,25000,1000,500,6,kmeans++,mbkmeans,844.5865892
1,25000,1000,500,7,kmeans++,mbkmeans,890.4000507
1,25000,1000,500,8,kmeans++,mbkmeans,852.2215685
1,25000,1000,500,9,kmeans++,mbkmeans,867.4937929
1,25000,1000,500,10,kmeans++,mbkmeans,886.5824389
1,25000,1000,500,11,kmeans++,mbkmeans,875.2328066
1,25000,1000,500,12,kmeans++,mbkmeans,840.7678712
1,25000,1000,500,13,kmeans++,mbkmeans,898.0370594
1,25000,1000,500,14,kmeans++,mbkmeans,844.5872453
1,25000,1000,500,15,kmeans++,mbkmeans,878.9468951
1,25000,1000,500,16,kmeans++,mbkmeans,859.9996218
1,25000,1000,500,17,kmeans++,mbkmeans,871.4587664
1,25000,1000,500,18,kmeans++,mbkmeans,894.2187915
1,25000,1000,500,19,kmeans++,mbkmeans,921.1080815
1,25000,1000,500,20,kmeans++,mbkmeans,882.9371676
1,25000,1000,1000,2,kmeans++,mbkmeans,840.7529023
1,25000,1000,1000,3,kmeans++,mbkmeans,955.2681692
1,25000,1000,1000,4,kmeans++,mbkmeans,840.7529023
1,25000,1000,1000,5,kmeans++,mbkmeans,840.7522462
1,25000,1000,1000,6,kmeans++,mbkmeans,955.3347128
1,25000,1000,1000,7,kmeans++,mbkmeans,840.7522462
1,25000,1000,1000,8,kmeans++,mbkmeans,840.7525132
1,25000,1000,1000,9,kmeans++,mbkmeans,840.7521852
1,25000,1000,1000,10,kmeans++,mbkmeans,840.7820314
1,25000,1000,1000,11,kmeans++,mbkmeans,840.7531694
1,25000,1000,1000,12,kmeans++,mbkmeans,840.7528413
1,25000,1000,1000,13,kmeans++,mbkmeans,840.7529023
1,25000,1000,1000,14,kmeans++,mbkmeans,840.7529023
1,25000,1000,1000,15,kmeans++,mbkmeans,840.7522462
1,25000,1000,1000,16,kmeans++,mbkmeans,840.7522462
1,25000,1000,1000,17,kmeans++,mbkmeans,840.7532304
1,25000,1000,1000,18,kmeans++,mbkmeans,840.7528413
1,25000,1000,1000,19,kmeans++,mbkmeans,840.7525132
1,25000,1000,1000,20,kmeans++,mbkmeans,840.7532304
