"B","observations","genes","batch_size","k","initializer","method","memory"
1,1e+05,1000,0.01,2,random,mbkmeans,1510.8718700123
1,1e+05,1000,0.01,3,random,mbkmeans,1510.91090199487
1,1e+05,1000,0.01,4,random,mbkmeans,1510.93352314974
1,1e+05,1000,0.01,5,random,mbkmeans,1510.91769215602
1,1e+05,1000,0.01,6,random,mbkmeans,1510.93327900911
1,1e+05,1000,0.01,7,random,mbkmeans,1511.00223347714
1,1e+05,1000,0.01,8,random,mbkmeans,1511.02533528387
1,1e+05,1000,0.01,9,random,mbkmeans,1510.9787349419
1,1e+05,1000,0.01,10,random,mbkmeans,1511.07159230309
1,1e+05,1000,0.01,11,random,mbkmeans,1511.0095805841
1,1e+05,1000,0.01,12,random,mbkmeans,1511.02477833807
1,1e+05,1000,0.01,13,random,mbkmeans,1511.13992879016
1,1e+05,1000,0.01,14,random,mbkmeans,1511.16308400265
1,1e+05,1000,0.01,15,random,mbkmeans,1511.06995961265
1,1e+05,1000,0.01,16,random,mbkmeans,1511.08515736662
1,1e+05,1000,0.01,17,random,mbkmeans,1511.10092732517
1,1e+05,1000,0.01,18,random,mbkmeans,1511.254880878
1,1e+05,1000,0.01,19,random,mbkmeans,1511.27711293375
1,1e+05,1000,0.01,20,random,mbkmeans,1511.30032918139
1,1e+05,1000,0.1,2,random,mbkmeans,1510.805250139
1,1e+05,1000,0.1,3,random,mbkmeans,1510.81223103502
1,1e+05,1000,0.1,4,random,mbkmeans,1510.81887623768
1,1e+05,1000,0.1,5,random,mbkmeans,1510.8278331469
1,1e+05,1000,0.1,6,random,mbkmeans,1510.83513447749
1,1e+05,1000,0.1,7,random,mbkmeans,1510.8565807056
1,1e+05,1000,0.1,8,random,mbkmeans,1510.84934803956
1,1e+05,1000,0.1,9,random,mbkmeans,1510.86921498299
1,1e+05,1000,0.1,10,random,mbkmeans,1510.86601063727
1,1e+05,1000,0.1,11,random,mbkmeans,1510.87259480478
1,1e+05,1000,0.1,12,random,mbkmeans,1510.88094136243
1,1e+05,1000,0.1,13,random,mbkmeans,1510.90163990987
1,1e+05,1000,0.1,14,random,mbkmeans,1510.91129872338
1,1e+05,1000,0.1,15,random,mbkmeans,1510.90382954611
1,1e+05,1000,0.1,16,random,mbkmeans,1510.91106984155
1,1e+05,1000,0.1,17,random,mbkmeans,1510.91876027126
1,1e+05,1000,0.1,18,random,mbkmeans,1510.92743489288
1,1e+05,1000,0.1,19,random,mbkmeans,1510.93408009554
