"B","observations","genes","batch_size","k","initializer","method","memory"
1,1e+05,1000,0.01,2,random,mbkmeans,1510.887990923
1,1e+05,1000,0.01,3,random,mbkmeans,1510.91096303002
1,1e+05,1000,0.01,4,random,mbkmeans,1510.93346211458
1,1e+05,1000,0.01,5,random,mbkmeans,1510.95738026652
1,1e+05,1000,0.01,6,random,mbkmeans,1510.93295094514
1,1e+05,1000,0.01,7,random,mbkmeans,1510.94820973426
1,1e+05,1000,0.01,8,random,mbkmeans,1510.96374318159
1,1e+05,1000,0.01,9,random,mbkmeans,1511.04804799148
1,1e+05,1000,0.01,10,random,mbkmeans,1511.14880177604
1,1e+05,1000,0.01,11,random,mbkmeans,1511.09409138765
1,1e+05,1000,0.01,12,random,mbkmeans,1511.11671254252
1,1e+05,1000,0.01,13,random,mbkmeans,1511.13986775501
1,1e+05,1000,0.01,14,random,mbkmeans,1511.16281697384
1,1e+05,1000,0.01,15,random,mbkmeans,1511.18570515752
