B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time
6,1.00E+05,1000,0.001,17,random,kmeans,570.078,9.788,744.72
7,1.00E+05,1000,0.001,17,random,kmeans,608.908,8.91,722.104
8,1.00E+05,1000,0.001,17,random,kmeans,551.323,8.546,681.718
9,1.00E+05,1000,0.001,17,random,kmeans,555.237,9.726,678.47
10,1.00E+05,1000,0.001,17,random,kmeans,530.594,9.852,672.646
1,1.00E+05,1000,0.001,18,random,kmeans,601.517,8.64,739.834
2,1.00E+05,1000,0.001,18,random,kmeans,608.578,9.294,746.335
3,1.00E+05,1000,0.001,18,random,kmeans,551.608,9.393,664.933
4,1.00E+05,1000,0.001,18,random,kmeans,596.143,9.79,737.278
5,1.00E+05,1000,0.001,18,random,kmeans,634.923,8.882,776.705
6,1.00E+05,1000,0.001,18,random,kmeans,549.167,9.749,687.052
7,1.00E+05,1000,0.001,18,random,kmeans,610.881,8.529,737.135
8,1.00E+05,1000,0.001,18,random,kmeans,581.107,9.187,689.936
9,1.00E+05,1000,0.001,18,random,kmeans,563.629,9.23,725.119
10,1.00E+05,1000,0.001,18,random,kmeans,623.937,9.039,767.027
1,1.00E+05,1000,0.001,19,random,kmeans,624.571,8.711,777.128
2,1.00E+05,1000,0.001,19,random,kmeans,612.807,9.644,739.133
3,1.00E+05,1000,0.001,19,random,kmeans,705.888,8.633,847.301
4,1.00E+05,1000,0.001,19,random,kmeans,544.7,9.959,667.185
5,1.00E+05,1000,0.001,19,random,kmeans,683.438,9.894,870.394
6,1.00E+05,1000,0.001,19,random,kmeans,584.509,8.621,709.759
7,1.00E+05,1000,0.001,19,random,kmeans,618.257,8.925,782.057
8,1.00E+05,1000,0.001,19,random,kmeans,672.972,9.608,815.424
9,1.00E+05,1000,0.001,19,random,kmeans,604.734,9.575,772.565
10,1.00E+05,1000,0.001,19,random,kmeans,604.872,9.612,758.803
1,1.00E+05,1000,0.001,20,random,kmeans,700.595,10.213,792.282
2,1.00E+05,1000,0.001,20,random,kmeans,708.406,11.361,818.736
3,1.00E+05,1000,0.001,20,random,kmeans,636.078,10.861,747.798
4,1.00E+05,1000,0.001,20,random,kmeans,623.533,11.284,735.543
5,1.00E+05,1000,0.001,20,random,kmeans,714.654,9.813,870.124
6,1.00E+05,1000,0.001,20,random,kmeans,705.589,9.748,851.335
7,1.00E+05,1000,0.001,20,random,kmeans,720.732,10.379,839.73
8,1.00E+05,1000,0.001,20,random,kmeans,733.072,10.354,824.862
9,1.00E+05,1000,0.001,20,random,kmeans,651.582,10.553,768.153
10,1.00E+05,1000,0.001,20,random,kmeans,708.404,9.193,848.214
1,1.00E+05,1000,0.2,2,random,kmeans,188.265,10.556,239.524
