"observations","genes","batch_size","time","dimension","dimension_1","dimension_2"
1e+06,1000,0.001,40131.375,default,23170,1000
1e+06,1000,0.005,30502.836,default,23170,1000
1e+06,1000,0.01,38742.806,default,23170,1000
1e+06,1000,0.05,26951.466,default,23170,1000
1e+06,1000,0.2,37141.43,default,23170,1000
