"observations","genes","batch_size","time","dimension","dimension_1","dimension_2"
1e+06,1000,0.001,37535.862,full,1,1000
1e+06,1000,0.005,22448.185,full,1,1000
1e+06,1000,0.01,26199.537,full,1,1000
1e+06,1000,0.05,38594.541,full,1,1000
1e+06,1000,0.2,29431.218,full,1,1000
